sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:51:53.579422959Z	0	26	10000	4	2	12	16	0.000	9167	0.000	689585	0.000	192603	0.000	174129	0.000	44433	0.000	11	0.000	2360985214	0.000	3112190169	0.000	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1909	0.000	0	0.000	0.000	13	0.000	16	0	0.000
1	2026-09-24T22:51:54.580647862Z	1001	26	10000	4	2	12	16	0.000	9167	0.000	689607	21.973	192624	20.974	174129	0.000	44433	0.000	11	0.000	2361010082	24837.576	3112221450	31242.731	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1910	0.999	0	0.000	0.000	13	0.000	16	0	0.000
2	2026-09-24T22:51:55.580672982Z	2001	26	10000	4	2	12	16	0.000	9167	0.000	689629	21.999	192645	20.999	174129	0.000	44433	0.000	11	0.000	2361034950	24867.375	3112252731	31280.214	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1911	1.000	0	0.000	0.000	13	0.000	16	0	0.000
3	2026-09-24T22:51:56.580684681Z	3001	26	10000	4	2	12	16	0.000	9167	0.000	689651	22.000	192666	21.000	174129	0.000	44433	0.000	11	0.000	2361059818	24867.709	3112284012	31280.634	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1912	1.000	0	0.000	0.000	13	0.000	16	0	0.000
4	2026-09-24T22:51:57.58071008Z	4001	26	10000	4	2	12	16	0.000	9167	0.000	689673	21.999	192687	20.999	174129	0.000	44433	0.000	11	0.000	2361084686	24867.368	3112315293	31280.205	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1913	1.000	0	0.000	0.000	13	0.000	16	0	0.000
5	2026-09-24T22:51:58.580684664Z	5001	26	10000	4	2	12	16	0.000	9167	0.000	689695	22.001	192708	21.001	174129	0.000	44433	0.000	11	0.000	2361109554	24868.632	3112346574	31281.796	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1914	1.000	0	0.000	0.000	13	0.000	16	0	0.000
6	2026-09-24T22:51:59.580927309Z	6001	26	10000	4	2	12	16	0.000	9167	0.000	689717	21.995	192729	20.995	174129	0.000	44433	0.000	11	0.000	2361134422	24861.967	3112377855	31273.412	65536	5405	0	155639747	0.000	58615	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1915	1.000	0	0.000	0.000	13	0.000	16	0	0.000
7	2026-09-24T22:52:00.581054917Z	7001	26	10000	5	3	11	16	0.000	9168	1.000	689750	32.996	192753	23.997	174129	0.000	44433	0.000	11	0.000	2361159905	25479.748	3112409567	31707.953	65536	5367	96	155642705	2957.623	58653	37.995	98.715	0	309	0.000	254	0.000	0	0.000	1916	1.000	0	0.000	0.000	13	0.000	16	0	0.000
8	2026-09-24T22:52:01.581180448Z	8001	26	10000	5	3	11	16	0.000	9168	0.000	689804	53.993	192774	20.997	174129	0.000	44433	0.000	11	0.000	2361190956	31047.103	3112441201	31630.029	65536	7021	330	155677883	35173.585	58763	109.986	99.687	0	309	0.000	254	0.000	0	0.000	1917	1.000	0	0.000	0.000	13	0.000	16	0	0.000
9	2026-09-24T22:52:02.581384619Z	9001	26	10000	5	2	11	16	0.000	9169	1.000	689899	94.981	192796	21.996	174139	9.998	44433	0.000	11	0.000	2362467652	1276435.385	3112473924	32716.320	65536	8901	632	155797959	120051.489	58777	13.997	99.988	0	309	0.000	254	0.000	0	0.000	1918	1.000	0	0.000	0.000	13	0.000	16	0	0.000
