sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:51:53.604435503Z	0	26	10000	2	2	21	23	0.000	8115	0.000	715755	0.000	194699	0.000	182927	0.000	44660	0.000	11	0.000	2363914795	0.000	3109413718	0.000	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1908	0.000	0	0.000	0.000	13	0.000	23	0	0.000
1	2026-09-24T22:51:54.606383162Z	1001	26	10000	4	2	19	23	0.000	8117	1.996	715781	25.949	194721	21.957	182927	0.000	44660	0.000	11	0.000	2363940581	25735.875	3109446266	32484.731	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1910	1.996	0	0.000	0.000	13	0.000	23	0	0.000
2	2026-09-24T22:51:55.605517238Z	2001	26	10000	4	2	19	23	0.000	8117	0.000	715803	22.019	194742	21.018	182927	0.000	44660	0.000	11	0.000	2363965449	24889.553	3109477547	31308.111	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1911	1.001	0	0.000	0.000	13	0.000	23	0	0.000
3	2026-09-24T22:51:56.605637234Z	3001	26	10000	4	2	19	23	0.000	8117	0.000	715825	21.997	194763	20.997	182927	0.000	44660	0.000	11	0.000	2363990317	24865.016	3109508828	31277.247	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1912	1.000	0	0.000	0.000	13	0.000	23	0	0.000
4	2026-09-24T22:51:57.605754942Z	4001	26	10000	4	2	19	23	0.000	8117	0.000	715847	21.997	194784	20.998	182927	0.000	44660	0.000	11	0.000	2364015185	24865.074	3109540109	31277.319	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1913	1.000	0	0.000	0.000	13	0.000	23	0	0.000
5	2026-09-24T22:51:58.605516349Z	5001	26	10000	4	2	19	23	0.000	8117	0.000	715869	22.005	194805	21.005	182927	0.000	44660	0.000	11	0.000	2364040053	24873.934	3109571390	31288.465	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1914	1.000	0	0.000	0.000	13	0.000	23	0	0.000
6	2026-09-24T22:51:59.605533912Z	6001	26	10000	4	2	19	23	0.000	8117	0.000	715891	22.000	194826	21.000	182927	0.000	44660	0.000	11	0.000	2364064921	24867.564	3109602671	31280.451	65536	5553	0	155859338	0.000	59878	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1915	1.000	0	0.000	0.000	13	0.000	23	0	0.000
7	2026-09-24T22:52:00.606235141Z	7001	26	10000	5	3	18	23	0.000	8118	0.999	715927	35.975	194850	23.983	182927	0.000	44660	0.000	11	0.000	2364090551	25612.040	3109634416	31722.755	65536	5527	128	155866325	6982.104	59917	38.973	99.442	0	256	0.000	141	0.000	0	0.000	1916	0.999	0	0.000	0.000	13	0.000	23	0	0.000
8	2026-09-24T22:52:01.605515362Z	8001	26	10000	5	3	18	23	0.000	8118	0.000	715985	58.042	194871	21.015	182927	0.000	44660	0.000	11	0.000	2364124870	34343.720	3109666095	31701.818	65536	7162	403	155901144	34844.080	60002	85.061	99.756	0	256	0.000	141	0.000	0	0.000	1917	1.001	0	0.000	0.000	13	0.000	23	0	0.000
9	2026-09-24T22:52:02.606073358Z	9001	26	10000	5	3	18	23	0.000	8119	0.999	716075	89.950	194893	21.988	182938	10.994	44660	0.000	11	0.000	2367459096	3332366.526	3109698797	32683.762	65536	8891	735	156112799	211536.962	60007	4.997	99.998	0	256	0.000	141	0.000	0	0.000	1918	0.999	0	0.000	0.000	13	0.000	23	0	0.000
10	2026-09-24T22:52:03.606596751Z	10002	26	10000	5	3	18	23	0.000	8119	0.000	716101	25.986	194914	20.989	182943	4.997	44660	0.000	11	0.000	2371606464	4145198.449	3109730304	31490.518	65536	8655	970	156552259	439230.112	60007	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1919	0.999	0	0.000	0.000	13	0.000	23	0	0.000
11	2026-09-24T22:52:04.605957266Z	11001	26	10000	5	3	18	23	0.000	8119	0.000	716129	28.018	194936	22.014	182947	4.003	44660	0.000	11	0.000	2375754929	4151119.570	3109762834	32550.816	65536	8406	1177	157034247	482296.420	60007	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1921	2.001	0	0.000	0.000	13	0.000	23	0	0.000
12	2026-09-24T22:52:05.605925443Z	12001	26	10000	5	3	18	23	0.000	8119	0.000	716155	26.001	194957	21.001	182951	4.000	44660	0.000	11	0.000	2379902721	4147923.999	3109794342	31509.003	65536	8288	1249	157463710	429476.667	60007	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1922	1.000	0	0.000	0.000	13	0.000	23	0	0.000
13	2026-09-24T22:52:06.60583255Z	13001	26	10000	5	3	18	23	0.000	8119	0.000	716180	25.002	194978	21.002	182954	3.000	44660	0.000	11	0.000	2383019715	3117283.586	3109825794	31454.922	65536	8128	1327	157887525	423854.375	60008	1.000	100.000	0	256	0.000	141	0.000	0	0.000	1923	1.000	0	0.000	0.000	13	0.000	23	0	0.000
14	2026-09-24T22:52:07.60589583Z	14001	26	10000	5	3	18	23	0.000	8119	0.000	716206	25.998	194999	20.999	182958	4.000	44660	0.000	11	0.000	2387167381	4147403.548	3109857302	31506.006	65536	8109	1520	158367704	480148.616	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1924	1.000	0	0.000	0.000	13	0.000	23	0	0.000
15	2026-09-24T22:52:08.60554021Z	15001	26	10000	5	3	18	23	0.000	8119	0.000	716232	26.009	195020	21.007	182962	4.001	44660	0.000	11	0.000	2391315130	4149224.543	3109888810	31519.209	65536	8128	1690	158868953	501427.317	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1925	1.000	0	0.000	0.000	13	0.000	23	0	0.000
16	2026-09-24T22:52:09.605953118Z	16001	26	10000	5	2	18	23	0.000	8119	0.000	716258	25.989	195041	20.991	182966	3.998	44660	0.000	11	0.000	2395462906	4146064.057	3109920374	31550.972	65536	8120	1727	159358624	489468.894	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1926	1.000	0	0.000	0.000	13	0.000	23	0	0.000
17	2026-09-24T22:52:10.605949745Z	17001	26	10000	5	3	18	23	0.000	8119	0.000	716284	26.000	195062	21.000	182970	4.000	44660	0.000	11	0.000	2399610686	4147794.015	3109951826	31452.106	65536	8158	1536	159817870	459247.552	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1927	1.000	0	0.000	0.000	13	0.000	23	0	0.000
18	2026-09-24T22:52:11.606006706Z	18001	26	10000	5	3	18	23	0.000	8119	0.000	716310	25.999	195083	20.999	182974	4.000	44660	0.000	11	0.000	2403758404	4147481.772	3109983334	31506.206	65536	8140	1819	160258304	440408.916	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1928	1.000	0	0.000	0.000	13	0.000	23	0	0.000
19	2026-09-24T22:52:12.606069426Z	19001	26	10000	5	3	18	23	0.000	8119	0.000	716336	25.998	195104	20.999	182978	4.000	44660	0.000	11	0.000	2407906199	4147534.813	3110014842	31506.024	65536	8131	2265	160707916	449583.796	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1929	1.000	0	0.000	0.000	13	0.000	23	0	0.000
20	2026-09-24T22:52:13.606517534Z	20002	26	10000	5	3	18	23	0.000	8119	0.000	716362	25.988	195125	20.991	182982	3.998	44660	0.000	11	0.000	2412017405	4109364.618	3110046350	31493.888	65536	8118	2603	161210037	501896.103	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1930	1.000	0	0.000	0.000	13	0.000	23	0	0.000
21	2026-09-24T22:52:14.608521576Z	21004	26	10000	5	3	18	23	0.000	8119	0.000	716402	39.920	195147	21.956	182986	3.992	44660	0.000	11	0.000	2415445345	3421083.977	3110079013	32597.673	65536	8131	2411	161444727	234220.610	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1932	1.996	0	0.000	0.000	13	0.000	23	0	0.000
22	2026-09-24T22:52:15.60617447Z	22001	26	10000	5	3	18	23	0.000	8119	0.000	716428	26.061	195168	21.049	182989	3.007	44660	0.000	11	0.000	2419586783	4151181.237	3110110521	31582.126	65536	8104	2265	161800079	356188.009	60008	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1933	1.002	0	0.000	0.000	13	0.000	23	0	0.000
23	2026-09-24T22:52:16.605559119Z	23001	26	10000	5	3	18	23	0.000	8119	0.000	716458	30.018	195189	21.013	182994	5.003	44660	0.000	11	0.000	2423432426	3848010.908	3110142073	31571.428	65536	8161	2313	162151483	351620.373	60010	2.001	99.999	0	256	0.000	141	0.000	0	0.000	1934	1.001	0	0.000	0.000	13	0.000	23	0	0.000
24	2026-09-24T22:52:17.606160574Z	24001	26	10000	5	3	18	23	0.000	8119	0.000	716492	33.980	195210	20.987	182997	2.998	44660	0.000	11	0.000	2427336319	3901546.353	3110173669	31577.008	65536	8081	2202	162450609	298946.194	60011	0.999	100.000	0	256	0.000	141	0.000	0	0.000	1935	0.999	0	0.000	0.000	13	0.000	23	0	0.000
