sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:22:08.413513504Z	0	26	10000	2	2	15	17	0.000	7777	0.000	620315	0.000	167201	0.000	158050	0.000	37058	0.000	10	0.000	2108892051	0.000	2962992970	0.000	65536	8241	9906	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1640	0.000	0	0.000	0.000	13	0.000	17	0	0.000
1	2026-09-24T22:22:09.415497461Z	1001	26	10000	4	2	13	17	0.000	7779	1.996	620339	23.952	167221	19.960	158050	0.000	37058	0.000	10	0.000	2108915415	23317.739	2963022498	29469.534	65536	8241	9702	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1642	1.996	0	0.000	0.000	13	0.000	17	0	0.000
2	2026-09-24T22:22:10.41544421Z	2001	26	10000	4	2	13	17	0.000	7779	0.000	620361	22.001	167242	21.001	158050	0.000	37058	0.000	10	0.000	2108940283	24869.324	2963053782	31285.666	65536	8241	9502	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1643	1.000	0	0.000	0.000	13	0.000	17	0	0.000
3	2026-09-24T22:22:11.415432073Z	3001	26	10000	4	2	13	17	0.000	7779	0.000	620383	22.000	167263	21.000	158050	0.000	37058	0.000	10	0.000	2108965151	24868.302	2963085066	31284.380	65536	8241	9302	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1644	1.000	0	0.000	0.000	13	0.000	17	0	0.000
4	2026-09-24T22:22:12.415441947Z	4001	26	10000	4	2	13	17	0.000	7779	0.000	620405	22.000	167284	21.000	158050	0.000	37058	0.000	10	0.000	2108990019	24867.755	2963116350	31283.691	65536	8241	9102	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1645	1.000	0	0.000	0.000	13	0.000	17	0	0.000
5	2026-09-24T22:22:13.415482212Z	5001	26	10000	4	2	13	17	0.000	7779	0.000	620427	21.999	167305	20.999	158050	0.000	37058	0.000	10	0.000	2109014887	24866.999	2963147634	31282.741	65536	8241	8902	142661924	0.000	56366	0.000	0.000	0	253	0.000	163	0.000	0	0.000	1646	1.000	0	0.000	0.000	13	0.000	17	0	0.000
6	2026-09-24T22:22:14.415923431Z	6002	26	10000	5	3	12	17	0.000	7780	1.000	620466	38.983	167329	23.989	158050	0.000	37058	0.000	10	0.000	2109040631	25732.644	2963179415	31766.981	65536	8210	8856	142670827	8899.073	56396	29.987	99.663	0	253	0.000	163	0.000	0	0.000	1647	1.000	0	0.000	0.000	13	0.000	17	0	0.000
7	2026-09-24T22:22:15.415619465Z	7002	26	10000	5	2	12	17	0.000	7781	1.000	620530	64.019	167351	22.007	158051	1.000	37058	0.000	10	0.000	2109077345	36725.166	2963211345	31939.711	65536	8143	9203	142708914	38098.583	56479	83.025	99.782	0	253	0.000	163	0.000	0	0.000	1648	1.000	0	0.000	0.000	13	0.000	17	0	0.000
8	2026-09-24T22:22:16.416748331Z	8003	26	10000	5	3	12	17	0.000	7781	0.000	620612	81.908	167372	20.976	158063	11.986	37058	0.000	10	0.000	2113439571	4357307.219	2963243821	32439.381	65536	7999	8689	143017391	308129.166	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1649	0.999	0	0.000	0.000	13	0.000	17	0	0.000
9	2026-09-24T22:22:17.415810059Z	9002	26	10000	5	3	12	17	0.000	7781	0.000	620639	27.025	167393	21.020	158067	4.004	37058	0.000	10	0.000	2118617903	5183195.205	2963275385	31593.643	65536	7971	8243	143546366	529471.784	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1650	1.001	0	0.000	0.000	13	0.000	17	0	0.000
10	2026-09-24T22:22:18.416294831Z	10002	26	10000	5	3	12	17	0.000	7781	0.000	620665	25.987	167414	20.990	158072	4.998	37058	0.000	10	0.000	2122765698	4145785.248	2963306893	31492.733	65536	7639	7740	144035833	489229.836	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1651	1.000	0	0.000	0.000	13	0.000	17	0	0.000
11	2026-09-24T22:22:19.416097331Z	11002	26	10000	5	3	12	17	0.000	7781	0.000	620694	29.006	167436	22.004	158076	4.001	37058	0.000	10	0.000	2127944813	5180138.103	2963339481	32594.438	65536	7971	6932	144558400	522670.230	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1653	2.000	0	0.000	0.000	13	0.000	17	0	0.000
12	2026-09-24T22:22:20.417429825Z	12003	26	10000	5	3	12	17	0.000	7781	0.000	620720	25.965	167457	20.972	158081	4.993	37058	0.000	10	0.000	2132092479	4142146.614	2963370989	31466.072	65536	7716	6331	145146992	587808.748	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1654	0.999	0	0.000	0.000	13	0.000	17	0	0.000
13	2026-09-24T22:22:21.415481773Z	13001	26	10000	5	3	12	17	0.000	7781	0.000	620746	26.051	167478	21.041	158085	4.008	37058	0.000	10	0.000	2136240228	4155844.789	2963402497	31569.499	65536	8164	4263	145576174	430019.699	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1655	1.002	0	0.000	0.000	13	0.000	17	0	0.000
14	2026-09-24T22:22:22.415851744Z	14002	26	10000	5	3	12	17	0.000	7781	0.000	620769	22.991	167499	20.992	158086	1.000	37058	0.000	10	0.000	2137295840	1055221.599	2963433837	31328.409	65536	8046	2081	145786644	210392.161	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1656	1.000	0	0.000	0.000	13	0.000	17	0	0.000
15	2026-09-24T22:22:23.415892066Z	15002	26	10000	5	3	12	17	0.000	7781	0.000	620795	25.999	167520	20.999	158090	4.000	37058	0.000	10	0.000	2141443613	4147605.777	2963465345	31506.730	65536	8045	1715	146280393	493729.094	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1657	1.000	0	0.000	0.000	13	0.000	17	0	0.000
16	2026-09-24T22:22:24.415835094Z	16002	26	10000	5	3	12	17	0.000	7781	0.000	620822	27.002	167541	21.001	158094	4.000	37058	0.000	10	0.000	2146622053	5178735.001	2963496909	31565.798	65536	7991	2030	146754630	474264.016	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1658	1.000	0	0.000	0.000	13	0.000	17	0	0.000
17	2026-09-24T22:22:25.415554755Z	17002	26	10000	5	3	12	17	0.000	7781	0.000	620848	26.007	167562	21.006	158099	5.001	37058	0.000	10	0.000	2150769822	4148932.107	2963528417	31516.835	65536	7965	2281	147276946	522462.467	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1659	1.000	0	0.000	0.000	13	0.000	17	0	0.000
18	2026-09-24T22:22:26.415859181Z	18002	26	10000	5	3	12	17	0.000	7781	0.000	620874	25.992	167583	20.994	158103	3.999	37058	0.000	10	0.000	2154917631	4146546.683	2963559925	31498.411	65536	7971	2792	147801532	524426.351	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1660	1.000	0	0.000	0.000	13	0.000	17	0	0.000
19	2026-09-24T22:22:27.415824186Z	19002	26	10000	5	3	12	17	0.000	7781	0.000	620908	34.001	167604	21.001	158107	4.000	37058	0.000	10	0.000	2158894083	3976591.161	2963591521	31597.106	65536	8075	2468	148135532	334011.689	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1661	1.000	0	0.000	0.000	13	0.000	17	0	0.000
20	2026-09-24T22:22:28.415875688Z	20002	26	10000	5	3	12	17	0.000	7781	0.000	620938	29.998	167625	20.999	158111	4.000	37058	0.000	10	0.000	2162452950	3558683.763	2963623072	31549.376	65536	7911	2326	148494403	358852.523	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1662	1.000	0	0.000	0.000	13	0.000	17	0	0.000
21	2026-09-24T22:22:29.415766091Z	21002	26	10000	5	3	12	17	0.000	7781	0.000	620972	34.004	167647	22.002	158117	6.001	37058	0.000	10	0.000	2168357524	5905221.189	2963655760	32691.583	65536	7988	2109	148933617	439262.141	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1664	2.000	0	0.000	0.000	13	0.000	17	0	0.000
22	2026-09-24T22:22:30.4157836Z	22002	26	10000	5	2	12	17	0.000	7781	0.000	621005	32.999	167668	21.000	158120	3.000	37058	0.000	10	0.000	2171230613	2873038.664	2963687356	31595.446	65536	7970	1755	149255481	321858.361	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1665	1.000	0	0.000	0.000	13	0.000	17	0	0.000
23	2026-09-24T22:22:31.416144483Z	23002	26	10000	5	3	12	17	0.000	7781	0.000	621033	27.990	167689	20.992	158126	5.998	37058	0.000	10	0.000	2177440205	6207351.916	2963718920	31552.613	65536	7907	1845	149713940	458293.613	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1666	1.000	0	0.000	0.000	13	0.000	17	0	0.000
24	2026-09-24T22:22:32.415793211Z	24002	26	10000	5	3	12	17	0.000	7781	0.000	621061	28.010	167710	21.007	158131	5.002	37058	0.000	10	0.000	2183649713	6211689.993	2963750540	31631.111	65536	7990	1924	150169351	455571.029	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1667	1.000	0	0.000	0.000	13	0.000	17	0	0.000
25	2026-09-24T22:22:33.415800513Z	25002	26	10000	5	3	12	17	0.000	7784	3.000	621119	58.000	167734	24.000	158137	6.000	37058	0.000	11	1.000	2186130956	2481224.882	2963783278	32737.761	65536	8119	4070	150590156	420801.927	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1669	2.000	0	0.000	0.000	13	0.000	17	0	0.000
26	2026-09-24T22:22:34.41610609Z	26002	26	10000	5	3	12	17	0.000	7784	0.000	621141	21.993	167755	20.994	158137	0.000	37058	0.000	11	0.000	2186155824	24860.403	2963814562	31274.443	65536	8086	12965	151118130	527812.714	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1670	1.000	0	0.000	0.000	13	0.000	17	0	0.000
27	2026-09-24T22:22:35.416409906Z	27002	26	10000	5	3	12	17	0.000	7784	0.000	621163	21.993	167776	20.994	158137	0.000	37058	0.000	11	0.000	2186180692	24860.447	2963845847	31275.498	65536	8157	22177	151633091	514804.591	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1671	1.000	0	0.000	0.000	13	0.000	17	0	0.000
28	2026-09-24T22:22:36.415770135Z	28002	26	10000	4	3	13	17	0.000	7784	0.000	621187	24.015	167798	22.014	158137	0.000	37058	0.000	11	0.000	2186205719	25043.022	2974018895	10179560.639	65536	8395	27019	151954424	321538.713	56479	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1672	1.001	0	0.000	0.000	13	0.000	17	0	0.000
29	2026-09-24T22:22:37.416008606Z	29002	26	10000	4	3	13	17	0.000	7784	0.000	621209	21.995	167819	20.995	158137	0.000	37058	0.000	11	0.000	2186230587	24862.071	2996676484	22652186.974	65536	8393	25781	152047051	92604.916	56481	2.000	99.998	0	253	0.000	163	0.000	0	0.000	1673	1.000	0	0.000	0.000	13	0.000	17	0	0.000
30	2026-09-24T22:22:38.416600493Z	30003	26	10000	4	3	13	17	0.000	7784	0.000	621231	21.987	167840	20.988	158137	0.000	37058	0.000	11	0.000	2186255455	24853.290	3017351609	20662895.108	65536	8393	24607	152131267	84166.184	56481	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1674	0.999	0	0.000	0.000	13	0.000	17	0	0.000
31	2026-09-24T22:22:39.415931303Z	31002	26	10000	4	3	13	17	0.000	7784	0.000	621255	24.016	167862	22.015	158137	0.000	37058	0.000	11	0.000	2186280971	25533.086	3041386479	24050964.593	65536	8393	24407	152228962	97760.420	56481	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1676	2.001	0	0.000	0.000	13	0.000	17	0	0.000
32	2026-09-24T22:22:40.415853473Z	32002	26	10000	4	3	13	17	0.000	7784	0.000	621277	22.002	167883	21.002	158137	0.000	37058	0.000	11	0.000	2186305839	24869.936	3061504548	20119634.851	65536	8393	24207	152310758	81802.366	56481	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1677	1.000	0	0.000	0.000	13	0.000	17	0	0.000
33	2026-09-24T22:22:41.41543391Z	33001	26	10000	4	2	13	17	0.000	7784	0.000	621299	22.009	167904	21.009	158137	0.000	37058	0.000	11	0.000	2186330707	24878.438	3070896693	9396087.175	65536	8393	24007	152348963	38221.036	56481	0.000	100.000	0	253	0.000	163	0.000	0	0.000	1678	1.000	0	0.000	0.000	13	0.000	17	0	0.000
