sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:22:08.524660429Z	0	26	10000	4	2	12	16	0.000	8165	0.000	582392	0.000	161704	0.000	146734	0.000	36307	0.000	10	0.000	2098081489	0.000	2873391993	0.000	65536	8241	7828	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1642	0.000	0	0.000	0.000	13	0.000	16	0	0.000
1	2026-09-24T22:22:09.526118016Z	1001	26	10000	4	2	12	16	0.000	8165	0.000	582414	21.968	161725	20.969	146734	0.000	36307	0.000	10	0.000	2098106357	24831.806	2873423277	31238.467	65536	8241	7628	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1643	0.999	0	0.000	0.000	13	0.000	16	0	0.000
2	2026-09-24T22:22:10.526191137Z	2001	26	10000	4	2	12	16	0.000	8165	0.000	582436	21.998	161746	20.998	146734	0.000	36307	0.000	10	0.000	2098131225	24866.182	2873454561	31281.713	65536	8241	7428	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1644	1.000	0	0.000	0.000	13	0.000	16	0	0.000
3	2026-09-24T22:22:11.525951771Z	3001	26	10000	4	2	12	16	0.000	8165	0.000	582458	22.005	161767	21.005	146734	0.000	36307	0.000	10	0.000	2098156093	24873.954	2873485845	31291.490	65536	8241	7228	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1645	1.000	0	0.000	0.000	13	0.000	16	0	0.000
4	2026-09-24T22:22:12.52632609Z	4001	26	10000	4	2	12	16	0.000	8165	0.000	582480	21.992	161788	20.992	146734	0.000	36307	0.000	10	0.000	2098180961	24858.695	2873517129	31272.295	65536	8241	7028	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1646	1.000	0	0.000	0.000	13	0.000	16	0	0.000
5	2026-09-24T22:22:13.525953972Z	5001	26	10000	4	2	12	16	0.000	8165	0.000	582502	22.008	161809	21.008	146734	0.000	36307	0.000	10	0.000	2098205829	24877.257	2873548413	31295.646	65536	8241	6828	143806322	0.000	55868	0.000	0.000	0	309	0.000	254	0.000	0	0.000	1647	1.000	0	0.000	0.000	13	0.000	16	0	0.000
6	2026-09-24T22:22:14.525912509Z	6001	26	10000	5	3	11	16	0.000	8166	1.000	582546	44.002	161833	24.001	146734	0.000	36307	0.000	10	0.000	2098231817	25989.077	2873580249	31837.320	65536	8166	6820	143820226	13904.576	55939	71.003	99.489	0	309	0.000	254	0.000	0	0.000	1648	1.000	0	0.000	0.000	13	0.000	16	0	0.000
7	2026-09-24T22:22:15.526350126Z	7001	26	10000	5	2	11	16	0.000	8167	1.000	582605	58.974	161855	21.990	146735	1.000	36307	0.000	10	0.000	2098268287	36454.047	2873612124	31861.057	65536	8056	7100	143850981	30741.547	56009	69.969	99.772	0	309	0.000	254	0.000	0	0.000	1649	1.000	0	0.000	0.000	13	0.000	16	0	0.000
8	2026-09-24T22:22:16.526830476Z	8002	26	10000	5	3	11	16	0.000	8167	0.000	582686	80.961	161876	20.990	146746	10.995	36307	0.000	10	0.000	2101600004	3330117.361	2873644544	32404.434	65536	7964	6563	144133645	282528.286	56009	0.000	100.000	0	309	0.000	254	0.000	0	0.000	1650	1.000	0	0.000	0.000	13	0.000	16	0	0.000
9	2026-09-24T22:22:17.526261677Z	9001	26	10000	5	3	11	16	0.000	8167	0.000	582712	26.015	161897	21.012	146750	4.002	36307	0.000	10	0.000	2105747372	4149728.353	2873676052	31525.932	65536	8001	6048	144517505	384078.463	56009	0.000	100.000	0	309	0.000	254	0.000	0	0.000	1651	1.001	0	0.000	0.000	13	0.000	16	0	0.000
