sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:22:08.532092872Z	0	26	10000	4	2	19	23	0.000	7307	0.000	604562	0.000	163500	0.000	154174	0.000	36542	0.000	10	0.000	2101759939	0.000	2871911425	0.000	65536	8297	7933	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1642	0.000	0	0.000	0.000	13	0.000	23	0	0.000
1	2026-09-24T22:22:09.533083431Z	1000	26	10000	4	2	19	23	0.000	7307	0.000	604584	21.978	163521	20.979	154174	0.000	36542	0.000	10	0.000	2101784807	24843.391	2871942709	31253.042	65536	8297	7733	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1643	0.999	0	0.000	0.000	13	0.000	23	0	0.000
2	2026-09-24T22:22:10.533117389Z	2001	26	10000	4	2	19	23	0.000	7307	0.000	604606	21.999	163542	20.999	154174	0.000	36542	0.000	10	0.000	2101809675	24867.156	2871973993	31282.938	65536	8297	7533	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1644	1.000	0	0.000	0.000	13	0.000	23	0	0.000
3	2026-09-24T22:22:11.533151686Z	3001	26	10000	4	2	19	23	0.000	7307	0.000	604628	21.999	163563	20.999	154174	0.000	36542	0.000	10	0.000	2101834543	24867.147	2872005277	31282.927	65536	8297	7333	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1645	1.000	0	0.000	0.000	13	0.000	23	0	0.000
4	2026-09-24T22:22:12.533230278Z	4001	26	10000	4	2	19	23	0.000	7307	0.000	604650	21.998	163584	20.998	154174	0.000	36542	0.000	10	0.000	2101859411	24866.045	2872036561	31281.541	65536	8297	7133	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1646	1.000	0	0.000	0.000	13	0.000	23	0	0.000
5	2026-09-24T22:22:13.533315461Z	5001	26	10000	4	2	19	23	0.000	7307	0.000	604672	21.998	163605	20.998	154174	0.000	36542	0.000	10	0.000	2101884279	24865.882	2872067845	31281.335	65536	8297	6933	143989012	0.000	56536	0.000	0.000	0	256	0.000	141	0.000	0	0.000	1647	1.000	0	0.000	0.000	13	0.000	23	0	0.000
6	2026-09-24T22:22:14.534128256Z	6002	26	10000	5	3	18	23	0.000	7308	0.999	604718	45.963	163629	23.981	154174	0.000	36542	0.000	10	0.000	2101910373	26072.808	2872099703	31832.127	65536	8217	6957	144008523	19495.154	56614	77.937	99.600	0	256	0.000	141	0.000	0	0.000	1648	0.999	0	0.000	0.000	13	0.000	23	0	0.000
7	2026-09-24T22:22:15.53385957Z	7001	26	10000	5	3	18	23	0.000	7309	1.000	604827	109.029	163651	22.006	154183	9.002	36542	0.000	10	0.000	2102162120	251814.662	2872132481	32786.810	65536	8193	6551	144046438	37925.190	56675	61.016	99.839	0	256	0.000	141	0.000	0	0.000	1649	1.000	0	0.000	0.000	13	0.000	23	0	0.000
8	2026-09-24T22:22:16.533854059Z	8001	26	10000	5	3	18	23	0.000	7309	0.000	604857	30.000	163672	21.000	154187	4.000	36542	0.000	10	0.000	2106308963	4146865.812	2872164032	31551.174	65536	8167	6110	144367025	320588.764	56675	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1650	1.000	0	0.000	0.000	13	0.000	23	0	0.000
9	2026-09-24T22:22:17.533663467Z	9001	26	10000	5	3	18	23	0.000	7309	0.000	604883	26.005	163693	21.004	154191	4.001	36542	0.000	10	0.000	2110456539	4148366.645	2872195540	31514.006	65536	8126	5669	144864522	497591.837	56675	0.000	100.000	0	256	0.000	141	0.000	0	0.000	1651	1.000	0	0.000	0.000	13	0.000	23	0	0.000
