sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T23:04:48.721663257Z	0	26	10000	2	2	14	16	0.000	10278	0.000	797965	0.000	224043	0.000	201757	0.000	52700	0.000	13	0.000	2749204126	0.000	3668434663	0.000	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2192	0.000	0	0.000	0.000	13	0.000	16	0	0.000
1	2026-09-24T23:04:49.722880785Z	1001	26	10000	4	2	12	16	0.000	10280	1.998	797991	25.968	224065	21.973	201757	0.000	52700	0.000	13	0.000	2749229912	25754.643	3668467213	32510.417	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2194	1.998	0	0.000	0.000	13	0.000	16	0	0.000
2	2026-09-24T23:04:50.722899824Z	2001	26	10000	4	2	12	16	0.000	10280	0.000	798013	22.000	224086	21.000	201757	0.000	52700	0.000	13	0.000	2749254780	24867.527	3668498495	31281.405	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2195	1.000	0	0.000	0.000	13	0.000	16	0	0.000
3	2026-09-24T23:04:51.723336499Z	3001	26	10000	4	2	12	16	0.000	10280	0.000	798035	21.990	224107	20.991	201757	0.000	52700	0.000	13	0.000	2749279648	24857.145	3668529777	31268.345	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2196	1.000	0	0.000	0.000	13	0.000	16	0	0.000
4	2026-09-24T23:04:52.723561893Z	4001	26	10000	4	2	12	16	0.000	10280	0.000	798057	21.995	224128	20.995	201757	0.000	52700	0.000	13	0.000	2749304516	24862.396	3668561059	31274.951	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2197	1.000	0	0.000	0.000	13	0.000	16	0	0.000
5	2026-09-24T23:04:53.722895588Z	5001	26	10000	4	2	12	16	0.000	10280	0.000	798079	22.015	224149	21.014	201757	0.000	52700	0.000	13	0.000	2749329384	24884.581	3668592341	31302.858	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2198	1.001	0	0.000	0.000	13	0.000	16	0	0.000
6	2026-09-24T23:04:54.723091706Z	6001	26	10000	4	2	12	16	0.000	10280	0.000	798101	21.996	224170	20.996	201757	0.000	52700	0.000	13	0.000	2749354252	24863.124	3668623623	31275.866	65536	7990	0	179297492	0.000	69646	0.000	0.000	0	309	0.000	254	0.000	0	0.000	2199	1.000	0	0.000	0.000	13	0.000	16	0	0.000
7	2026-09-24T23:04:55.722907809Z	7001	26	10000	5	3	11	16	0.000	10281	1.000	798138	37.007	224194	24.004	201757	0.000	52700	0.000	13	0.000	2749379917	25669.721	3668655380	31762.841	65536	7957	131	179305560	8069.484	69679	33.006	99.591	0	309	0.000	254	0.000	0	0.000	2200	1.000	0	0.000	0.000	13	0.000	16	0	0.000
8	2026-09-24T23:04:56.722962577Z	8001	26	10000	5	3	11	16	0.000	10281	0.000	798188	49.997	224215	20.999	201757	0.000	52700	0.000	13	0.000	2749410786	30867.310	3668686972	31590.270	65536	9667	369	179335184	29622.378	69725	45.997	99.845	0	309	0.000	254	0.000	0	0.000	2201	1.000	0	0.000	0.000	13	0.000	16	0	0.000
9	2026-09-24T23:04:57.723332893Z	9001	26	10000	5	3	11	16	0.000	10282	1.000	798284	95.964	224237	21.992	201767	9.996	52700	0.000	13	0.000	2751717936	2306295.932	3668719696	32711.886	65536	9504	727	179455346	120117.518	69736	10.996	99.991	0	309	0.000	254	0.000	0	0.000	2202	1.000	0	0.000	0.000	13	0.000	16	0	0.000
