+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 58985 | POST   | ^/user/[^/]+/present/receive$        | 58976 | 0   | 9   | 0   | 0.213  | 0.004  | 214.392 | 0.005  | 0.019  | 268091901.000 | 4545.086   |
| 34486 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 34471 | 0   | 15  | 0   | 0.147  | 0.006  | 206.304 | 0.008  | 0.025  | 72013529.000  | 2088.196   |
| 24446 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 24445 | 0   | 1   | 0   | 0.212  | 0.005  | 127.759 | 0.007  | 0.021  | 8150917.000   | 333.425    |
| 34499 | GET    | ^/user/[^/]+/gacha/index$            | 34487 | 0   | 12  | 0   | 0.114  | 0.004  | 121.142 | 0.005  | 0.019  | 299003322.000 | 8667.014   |
| 24537 | POST   | /user                                | 24513 | 0   | 24  | 0   | 0.130  | 0.004  | 107.827 | 0.006  | 0.026  | 179055002.000 | 7297.347   |
| 10580 | POST   | /login                               | 10012 | 0   | 568 | 0   | 0.113  | 0.007  | 74.190  | 0.012  | 0.039  | 14803870.000  | 1399.232   |
| 24478 | GET    | ^/user/[^/]+/item$                   | 24473 | 0   | 5   | 0   | 0.206  | 0.003  | 73.022  | 0.004  | 0.016  | 37032573.000  | 1512.892   |
| 24469 | POST   | ^/user/[^/]+/card$                   | 24466 | 0   | 3   | 0   | 0.114  | 0.003  | 70.099  | 0.004  | 0.016  | 5162376.000   | 210.976    |
| 9999  | POST   | ^/user/[^/]+/reward$                 | 9998  | 0   | 1   | 0   | 0.084  | 0.004  | 40.632  | 0.007  | 0.021  | 2152452.000   | 215.267    |
| 58991 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 58986 | 0   | 5   | 0   | 0.206  | 0.001  | 34.518  | 0.001  | 0.004  | 239812882.000 | 4065.245   |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 34.153 | 34.153 | 34.153  | 34.153 | 34.153 | 18.000        | 18.000     |
| 34524 | GET    | ^/user/[^/]+/home$                   | 34508 | 0   | 16  | 0   | 0.205  | 0.001  | 19.939  | 0.001  | 0.004  | 13441629.000  | 389.342    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.091  | 0.053  | 0.214   | 0.091  | 0.091  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.022  | 0.022  | 0.022   | 0.022  | 0.022  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.006  | 0.006  | 0.006   | 0.006  | 0.006  | 118563.000    | 118563.000 |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 40932.000     | 40932.000  |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 178.000       | 178.000    |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 0.000         | 0.000      |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
