sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:04:20.142143719Z	0	26	10000	2	2	21	23	0.000	3553	0.000	303796	0.000	100102	0.000	71646	0.000	18372	0.000	7	0.000	1446870140	0.000	2394800006	0.000	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1098	0.000	0	0.000	0.000	12	0.000	23	0	0.000
1	2026-09-24T22:04:21.143449963Z	1001	26	10000	4	2	19	23	0.000	3555	1.997	303822	25.966	100124	21.971	71646	0.000	18372	0.000	7	0.000	1446895926	25752.361	2394832542	32493.555	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1100	1.997	0	0.000	0.000	12	0.000	23	0	0.000
2	2026-09-24T22:04:22.14320525Z	2001	26	10000	4	2	19	23	0.000	3555	0.000	303844	22.005	100145	21.005	71646	0.000	18372	0.000	7	0.000	1446920794	24874.087	2394863817	31282.656	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1101	1.000	0	0.000	0.000	12	0.000	23	0	0.000
3	2026-09-24T22:04:23.143168726Z	3001	26	10000	4	2	19	23	0.000	3555	0.000	303866	22.001	100166	21.001	71646	0.000	18372	0.000	7	0.000	1446945662	24868.908	2394895092	31276.142	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1102	1.000	0	0.000	0.000	12	0.000	23	0	0.000
4	2026-09-24T22:04:24.143214667Z	4001	26	10000	4	2	19	23	0.000	3555	0.000	303888	21.999	100187	20.999	71646	0.000	18372	0.000	7	0.000	1446970530	24866.858	2394926367	31273.564	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1103	1.000	0	0.000	0.000	12	0.000	23	0	0.000
5	2026-09-24T22:04:25.143204226Z	5001	26	10000	4	2	19	23	0.000	3555	0.000	303910	22.000	100208	21.000	71646	0.000	18372	0.000	7	0.000	1446995398	24868.260	2394957642	31275.326	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1104	1.000	0	0.000	0.000	12	0.000	23	0	0.000
6	2026-09-24T22:04:26.143476406Z	6001	26	10000	4	2	19	23	0.000	3555	0.000	303932	21.994	100229	20.994	71646	0.000	18372	0.000	7	0.000	1447020266	24861.233	2394988917	31266.490	65536	8425	0	110489310	0.000	36235	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1105	1.000	0	0.000	0.000	12	0.000	23	0	0.000
7	2026-09-24T22:04:27.143414884Z	7001	26	10000	5	3	18	23	0.000	3556	1.000	303986	54.003	100253	24.001	71646	0.000	18372	0.000	7	0.000	1447047186	26921.656	2395020854	31938.965	65536	8427	190	110522181	32873.022	36326	91.006	99.723	0	0	0.000	0	0.000	0	0.000	1106	1.000	0	0.000	0.000	12	0.000	23	0	0.000
8	2026-09-24T22:04:28.14353972Z	8001	26	10000	5	3	18	23	0.000	3557	1.000	304092	105.987	100275	21.997	71656	9.999	18372	0.000	7	0.000	1448328628	1281282.036	2395053636	32777.908	65536	8261	690	110578384	56195.984	36339	12.998	99.977	0	0	0.000	0	0.000	0	0.000	1107	1.000	0	0.000	0.000	12	0.000	23	0	0.000
9	2026-09-24T22:04:29.14391098Z	9001	26	10000	5	2	18	23	0.000	3557	0.000	304117	24.991	100296	20.992	71659	2.999	18372	0.000	7	0.000	1451444950	3115165.457	2395085137	31489.309	65536	8198	900	110947789	369267.905	36339	0.000	100.000	0	0	0.000	0	0.000	0	0.000	1108	1.000	0	0.000	0.000	12	0.000	23	0	0.000
