sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T17:18:05.723458768Z	0	26	10000	1	2	2	3	0.000	120	0.000	46489	0.000	40784	0.000	2268	0.000	0	0.000	4	0.000	2298756106	0.000	60589118	0.000	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2137	0.000	0	0.000	0.000	0	0.000	3	0	0.000
1	2026-09-24T17:18:06.724704451Z	1001	26	10000	3	2	0	3	0.000	122	1.998	46515	25.968	40806	21.973	2268	0.000	0	0.000	4	0.000	2298781892	25753.919	60621624	32465.558	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2139	1.998	0	0.000	0.000	0	0.000	3	0	0.000
2	2026-09-24T17:18:07.724991675Z	2001	26	10000	3	2	0	3	0.000	122	0.000	46537	21.994	40827	20.994	2268	0.000	0	0.000	4	0.000	2298806760	24860.859	60652884	31251.024	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2140	1.000	0	0.000	0.000	0	0.000	3	0	0.000
3	2026-09-24T17:18:08.725097928Z	3001	26	10000	3	2	0	3	0.000	122	0.000	46559	21.998	40848	20.998	2268	0.000	0	0.000	4	0.000	2298831628	24865.358	60684144	31256.679	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2141	1.000	0	0.000	0.000	0	0.000	3	0	0.000
4	2026-09-24T17:18:09.725078952Z	4001	26	10000	3	2	0	3	0.000	122	0.000	46581	22.000	40869	21.000	2268	0.000	0	0.000	4	0.000	2298856496	24868.472	60715404	31260.593	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2142	1.000	0	0.000	0.000	0	0.000	3	0	0.000
5	2026-09-24T17:18:10.725095325Z	5001	26	10000	3	2	0	3	0.000	122	0.000	46603	22.000	40890	21.000	2268	0.000	0	0.000	4	0.000	2298881364	24867.593	60746664	31259.488	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2143	1.000	0	0.000	0.000	0	0.000	3	0	0.000
6	2026-09-24T17:18:11.725016089Z	6001	26	10000	3	2	0	3	0.000	122	0.000	46625	22.002	40911	21.002	2268	0.000	0	0.000	4	0.000	2298906232	24869.971	60777924	31262.477	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2144	1.000	0	0.000	0.000	0	0.000	3	0	0.000
7	2026-09-24T17:18:12.725161517Z	7001	26	10000	3	2	0	3	0.000	122	0.000	46647	21.997	40932	20.997	2268	0.000	0	0.000	4	0.000	2298931100	24864.384	60809184	31255.454	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2145	1.000	0	0.000	0.000	0	0.000	3	0	0.000
8	2026-09-24T17:18:13.725038158Z	8001	26	10000	3	2	0	3	0.000	122	0.000	46669	22.003	40953	21.003	2268	0.000	0	0.000	4	0.000	2298955968	24871.068	60840444	31263.857	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2146	1.000	0	0.000	0.000	0	0.000	3	0	0.000
9	2026-09-24T17:18:14.725038161Z	9001	26	10000	3	2	0	3	0.000	122	0.000	46691	22.000	40974	21.000	2268	0.000	0	0.000	4	0.000	2298980836	24868.000	60871704	31260.000	65536	8192	0	149406269	0.000	4635	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2147	1.000	0	0.000	0.000	0	0.000	3	0	0.000
