sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T17:18:05.620799196Z	0	26	10000	1	2	99	1235	0.000	8188	0.000	3311497	0.000	1953001	0.000	522574	0.000	689584	0.000	12	0.000	3252266158	0.000	1541416706	0.000	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2146	0.000	0	0.000	0.000	122	0.000	1235	0	0.000
1	2026-09-24T17:18:06.621933881Z	1001	26	10000	3	2	97	1235	0.000	8190	1.998	3311521	23.973	1953021	19.977	522574	0.000	689584	0.000	12	0.000	3252289522	23337.519	1541446252	29512.512	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2148	1.998	0	0.000	0.000	122	0.000	1235	0	0.000
2	2026-09-24T17:18:07.621886056Z	2001	26	10000	3	2	97	1235	0.000	8190	0.000	3311543	22.001	1953042	21.001	522574	0.000	689584	0.000	12	0.000	3252314390	24869.189	1541477545	31294.497	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2149	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
3	2026-09-24T17:18:08.621936933Z	3001	26	10000	3	2	97	1235	0.000	8190	0.000	3311565	21.999	1953063	20.999	522574	0.000	689584	0.000	12	0.000	3252339258	24866.735	1541508838	31291.408	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2150	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
4	2026-09-24T17:18:09.621928115Z	4001	26	10000	3	2	97	1235	0.000	8190	0.000	3311587	22.000	1953084	21.000	522574	0.000	689584	0.000	12	0.000	3252364126	24868.219	1541540131	31293.276	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2151	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
5	2026-09-24T17:18:10.621889031Z	5001	26	10000	3	2	97	1235	0.000	8190	0.000	3311609	22.001	1953105	21.001	522574	0.000	689584	0.000	12	0.000	3252388994	24868.972	1541571424	31294.223	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2152	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
6	2026-09-24T17:18:11.621883432Z	6001	26	10000	3	2	97	1235	0.000	8190	0.000	3311631	22.000	1953126	21.000	522574	0.000	689584	0.000	12	0.000	3252413862	24868.139	1541602717	31293.175	65536	8192	0	283089052	0.000	29326	0.000	0.000	1	468	0.000	2377717	0.000	0	0.000	2153	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
7	2026-09-24T17:18:12.622052652Z	7001	26	10000	4	3	96	1235	0.000	8191	1.000	3311689	57.990	1953150	23.996	522574	0.000	689584	0.000	12	0.000	3252445715	31847.611	1541634716	31993.586	65536	8367	315	283123612	34554.153	29332	5.999	99.983	1	468	0.000	2377717	0.000	0	0.000	2154	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
8	2026-09-24T17:18:13.622401304Z	8001	26	10000	4	3	96	1235	0.000	8192	1.000	3311779	89.969	1953172	21.992	522584	9.997	689584	0.000	12	0.000	3254751266	2304747.473	1541667385	32657.614	65536	8103	555	283333207	209521.952	29342	9.997	99.995	1	468	0.000	2377717	0.000	0	0.000	2155	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
9	2026-09-24T17:18:14.622688484Z	9001	26	10000	4	3	96	1235	0.000	8192	0.000	3311806	26.992	1953193	20.994	522589	4.999	689584	0.000	12	0.000	3259929125	5176372.429	1541698960	31565.935	65536	7956	820	283752347	419019.664	29342	0.000	100.000	1	468	0.000	2377717	0.000	0	0.000	2156	1.000	0	0.000	0.000	122	0.000	1235	0	0.000
