+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
| COUNT | METHOD |                 URI                  | 2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |  SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
| 4673  | POST   | ^/user/[^/]+/present/receive$        | 4648 | 0   | 25  | 0   | 0.834  | 0.191  | 893.238 | 0.410  | 0.604  | 22569108.000 | 4829.683   |
| 3484  | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 3450 | 0   | 34  | 0   | 0.718  | 0.171  | 594.961 | 0.382  | 0.579  | 7179831.000  | 2060.801   |
| 3509  | GET    | ^/user/[^/]+/gacha/index$            | 3483 | 0   | 26  | 0   | 0.782  | 0.124  | 436.486 | 0.303  | 0.491  | 30188362.000 | 8603.124   |
| 3139  | POST   | /login                               | 2394 | 0   | 745 | 0   | 0.654  | 0.133  | 416.883 | 0.297  | 0.459  | 3808392.000  | 1213.250   |
| 4688  | GET    | ^/user/[^/]+/present/index/[^/]+$    | 4674 | 0   | 14  | 0   | 0.491  | 0.064  | 300.425 | 0.156  | 0.284  | 20292239.000 | 4328.549   |
| 3601  | GET    | ^/user/[^/]+/home$                   | 3564 | 0   | 37  | 0   | 0.501  | 0.075  | 271.372 | 0.192  | 0.318  | 1386988.000  | 385.167    |
| 1212  | POST   | /user                                | 1207 | 0   | 5   | 0   | 0.708  | 0.216  | 262.050 | 0.409  | 0.544  | 8754762.000  | 7223.401   |
| 2362  | POST   | ^/user/[^/]+/reward$                 | 2344 | 0   | 18  | 0   | 0.582  | 0.096  | 227.247 | 0.241  | 0.397  | 504674.000   | 213.664    |
| 1136  | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 1135 | 0   | 1   | 0   | 0.720  | 0.134  | 152.677 | 0.327  | 0.497  | 376968.000   | 331.838    |
| 1141  | GET    | ^/user/[^/]+/item$                   | 1140 | 0   | 1   | 0   | 0.544  | 0.108  | 123.451 | 0.268  | 0.437  | 1735578.000  | 1521.103   |
| 1139  | POST   | ^/user/[^/]+/card$                   | 1138 | 0   | 1   | 0   | 0.715  | 0.089  | 101.668 | 0.217  | 0.373  | 240168.000   | 210.859    |
| 1     | POST   | /initialize                          | 1    | 0   | 0   | 0   | 28.832 | 28.832 | 28.832  | 28.832 | 28.832 | 18.000       | 18.000     |
| 4     | POST   | /admin/login                         | 2    | 0   | 2   | 0   | 0.132  | 0.067  | 0.269   | 0.132  | 0.132  | 433.000      | 108.250    |
| 1     | DELETE | /admin/logout                        | 1    | 0   | 0   | 0   | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  | 0.000        | 0.000      |
| 1     | PUT    | /admin/master                        | 1    | 0   | 0   | 0   | 0.015  | 0.015  | 0.015   | 0.015  | 0.015  | 58.000       | 58.000     |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1    | 0   | 0   | 0   | 0.011  | 0.011  | 0.011   | 0.011  | 0.011  | 40988.000    | 40988.000  |
| 1     | GET    | /admin/master                        | 1    | 0   | 0   | 0   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  | 118563.000   | 118563.000 |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1    | 0   | 0   | 0   | 0.001  | 0.001  | 0.001   | 0.001  | 0.001  | 178.000      | 178.000    |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+---------+--------+--------+--------------+------------+
