sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-23T15:15:43.440209538Z	0	26	151	1	2	8	22	0.000	122	0.000	19108	0.000	13580	0.000	2022	0.000	2168	0.000	2	0.000	652518747	0.000	22724983	0.000	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	554	0.000	0	0.000	0.000	2	0.000	22	0	0.000
1	2026-09-23T15:15:44.441342601Z	1001	26	151	3	2	6	22	0.000	124	1.998	19127	18.978	13595	14.983	2022	0.000	2168	0.000	2	0.000	652536056	17289.410	22746910	21902.184	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	556	1.998	0	0.000	0.000	2	0.000	22	0	0.000
2	2026-09-23T15:15:45.441286748Z	2001	26	151	3	2	6	22	0.000	124	0.000	19149	22.001	13616	21.001	2022	0.000	2168	0.000	2	0.000	652560924	24869.389	22778176	31267.746	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	557	1.000	0	0.000	0.000	2	0.000	22	0	0.000
3	2026-09-23T15:15:46.441284015Z	3001	26	151	3	2	6	22	0.000	124	0.000	19171	22.000	13637	21.000	2022	0.000	2168	0.000	2	0.000	652585792	24868.068	22809442	31266.086	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	558	1.000	0	0.000	0.000	2	0.000	22	0	0.000
4	2026-09-23T15:15:47.441309263Z	4001	26	151	3	2	6	22	0.000	124	0.000	19193	21.999	13658	20.999	2022	0.000	2168	0.000	2	0.000	652610660	24867.372	22840708	31265.210	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	559	1.000	0	0.000	0.000	2	0.000	22	0	0.000
5	2026-09-23T15:15:48.441497504Z	5001	26	151	3	2	6	22	0.000	124	0.000	19215	21.996	13679	20.996	2022	0.000	2168	0.000	2	0.000	652635528	24863.320	22871974	31260.116	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	560	1.000	0	0.000	0.000	2	0.000	22	0	0.000
6	2026-09-23T15:15:49.441337311Z	6001	26	151	3	2	6	22	0.000	124	0.000	19237	22.004	13700	21.003	2022	0.000	2168	0.000	2	0.000	652660396	24871.985	22903240	31271.010	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	561	1.000	0	0.000	0.000	2	0.000	22	0	0.000
7	2026-09-23T15:15:50.441293338Z	7001	26	151	3	2	6	22	0.000	124	0.000	19259	22.001	13721	21.001	2022	0.000	2168	0.000	2	0.000	652685264	24869.093	22934506	31267.374	8192	1024	0	49369136	0.000	9218	0.000	0.000	0	137	0.000	140581	0.000	0	0.000	562	1.000	0	0.000	0.000	2	0.000	22	0	0.000
8	2026-09-23T15:15:51.441575171Z	8001	26	151	4	3	5	22	0.000	125	1.000	19314	54.985	13745	23.993	2022	0.000	2168	0.000	2	0.000	652715642	30369.441	22966445	31930.001	8192	713	370	49397845	28700.911	9507	288.919	98.993	0	137	0.000	140581	0.000	0	0.000	563	1.000	0	0.000	0.000	2	0.000	22	0	0.000
9	2026-09-23T15:15:52.441720915Z	9001	26	151	4	3	5	22	0.000	126	1.000	19406	91.987	13767	21.997	2031	8.999	2168	0.000	2	0.000	653992132	1276303.988	22999063	32613.247	8192	502	594	49451388	53535.198	9540	32.995	99.938	0	137	0.000	140581	0.000	0	0.000	564	1.000	0	0.000	0.000	2	0.000	22	0	0.000
10	2026-09-23T15:15:53.443196091Z	10002	26	151	4	2	5	22	0.000	126	0.000	19431	24.963	13788	20.969	2034	2.996	2168	0.000	2	0.000	657108454	3111731.651	23030498	31388.696	8192	586	892	49816766	364839.797	9541	0.999	100.000	0	137	0.000	140581	0.000	0	0.000	565	0.999	0	0.000	0.000	2	0.000	22	0	0.000
11	2026-09-23T15:15:54.442066565Z	11001	26	151	4	3	5	22	0.000	126	0.000	19459	28.032	13810	22.025	2038	4.005	2168	0.000	2	0.000	661256678	4152914.809	23062996	32534.749	8192	660	1063	50238075	421785.416	9542	1.001	100.000	0	137	0.000	140581	0.000	0	0.000	567	2.002	0	0.000	0.000	2	0.000	22	0	0.000
