schema_name	digest	count	sum_time_sec	max_time_sec	sum_lock_sec	avg_lock_sec	rows_examined	rows_sent	rows_affected	no_index_used	no_good_index_used	tmp_disk_tables	tmp_tables	sort_merge_passes	errors	digest_text
isucon	edc22218b59e311e51a9dec6b23f12152464814bccaa5ca2637fa4c5d1ac414a	3408	141.69404	0.427639	0.075327	0.000022103	73104	0	73104	0	0	0	0	0	0	UPDATE `user_presents` SET `deleted_at` = ? , `updated_at` = ? WHERE `id` IN (...)
isucon	7d793f865f031e7f4edcd3b09a11dccbad3b403cf39e4bd5af26cf6b3249935f	36411	95.197746	0.093362	0.515824	0.000014167	33005	33005	0	0	0	0	0	0	0	SELECT * FROM `user_items` WHERE `user_id` = ? AND `item_id` = ?
isucon	f0560ca6cc3324c4f56d7eefba8f48702276321b9e2a7f6a06b9876791d0d04b	44897	81.515762	0.10429	0.625229	0.000013926	44897	44897	0	0	0	0	0	0	0	SELECT * FROM `item_masters` WHERE `id` = ? AND `item_type` = ?
isucon	840a880ebd1642e8a0c4926cfbaf7d4da9616b03025a080fafd43a732800fab5	45901	76.911144	0.09313	0.531921	0.000011588	45900	45900	0	0	0	0	0	0	0	SELECT * FROM `users` WHERE `id` = ?
isucon	404f7a56937d46244812c2d9ab477ef25aa3fc5ed8997a8a2f7d355e825afc35	35080	75.162279	0.094434	0.365052	0.000010406	35080	0	35080	0	0	0	0	0	0	UPDATE `users` SET `isu_coin` = ? WHERE `id` = ?
isucon	12e2550755ec3ef40fd598346f9ef08d4ba2017b190bd8487fc2d50dfa92a33f	33688	69.120114	0.120899	0.407494	0.000012096	33691	0	33691	0	0	0	0	0	0	UPDATE `user_items` SET `amount` = ? , `updated_at` = ? WHERE `id` = ?
isucon	f993638bed2994495aa6479ba49f8435b2e430c407dd3d2dcc3636e6e27cecdd	4022	61.597235	0.195023	0.047809	0.000011887	0	0	56066	0	0	0	0	0	0	INSERT INTO `user_presents` ( `id` , `user_id` , `sent_at` , `item_type` , `item_id` , `amount` , `present_message` , `created_at` , `updated_at` ) VALUES (...) /* , ... */
isucon	b0c15263e77100c8f55f0401277d8c308024d75f67e60349526e5fc37e7364b5	18950	53.02238	0.098333	0.377627	0.000019928	18950	18950	0	0	0	0	0	0	0	SELECT * FROM `user_sessions` WHERE `session_id` = ? AND `deleted_at` IS NULL
isucon	cddc9b5bd1cc10a518585f6e852ef97a7d62eacd93bbf132d06c12f29cccc578	3408	52.215954	0.181422	0.070849	0.000020789	73104	73104	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `id` IN (...) AND `deleted_at` IS NULL
isucon	bdaf55b43553adc1dbb29eb5fc0b341b92391a34e04c7447c68cfdfd1ff1aed5	3416	44.799477	0.212098	0.069111	0.000020232	73273	73273	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `user_id` = ? AND `deleted_at` IS NULL ORDER BY `created_at` DESC , `id` LIMIT ? OFFSET ?
isucon	1f9b497f54fd17ca424f9a1946a1825bcf63007f16af8c626eb30543adaf111f	10638	44.572302	0.099764	0.276656	0.000026006	606344	303172	0	0	0	0	0	0	0	SELECT * FROM `gacha_item_masters` WHERE `gacha_id` = ? ORDER BY `id` ASC
isucon	31cba9429b1ac29e30b9fd7c074977b8e567433f7224c60d9837001216212f29	22315	36.038223	0.097255	0.344667	0.000015446	36873	22316	0	22316	0	0	0	0	0	SELECT * FROM `version_masters` WHERE STATUS = ?
isucon	89500a8e5ed4825756d61da95b417b97175101d3dfca59e7b6e1333d03b3062c	11478	33.360406	0.076006	0.310668	0.000027066	11482	11478	0	0	0	0	0	0	0	SELECT * FROM `user_devices` WHERE `user_id` = ? AND `platform_id` = ?
isucon	9598f68ab347299baf7fe8adee1ff276643497c402cf43c0ae779a3ccdf3fa9a	21553	32.96596	0.146442	0.331526	0.000015382	558	558	0	0	0	0	0	0	0	SELECT * FROM `user_bans` WHERE `user_id` = ?
isucon	871177d5e5ac6cdc281461ea708586512a953ed7cca747f723938ebbd29fed69	5436	30.497618	0.137341	0.093567	0.000017212	16308	16308	0	0	0	0	0	0	0	SELECT * FROM `user_cards` WHERE `id` IN (...)
isucon	f2b9be5f0f32ca7507e4ddf133cd2fad0993a1c26fde9caa6f067b1af2b7603c	10197	25.193328	0.120262	0	0	0	0	0	0	0	0	0	0	0	COMMIT
isucon	5a907458833a9c43fa59d68fe5af184b8719708f2b60de1c044fa24915e0be26	10671	24.178739	0.086713	0.159966	0.000014991	0	0	10671	0	0	0	0	0	0	INSERT INTO `user_cards` ( `id` , `user_id` , `card_id` , `amount_per_sec` , LEVEL , `total_exp` , `created_at` , `updated_at` ) VALUES (...)
isucon	06fb7c600de65ae672bfcdfb5e746fd18c96ee00a32c8c3d86481e0b6c50de50	8316	19.386764	0.087984	0.104262	0.000012538	6132	6132	0	0	0	0	0	0	0	SELECT * FROM `user_login_bonuses` WHERE `user_id` = ? AND `login_bonus_id` = ?
