+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 30093 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 30082 | 0   | 11  | 0   | 0.143  | 0.012  | 370.656 | 0.014  | 0.029  | 62816940.000  | 2087.427   |
| 50195 | POST   | ^/user/[^/]+/present/receive$        | 50184 | 0   | 11  | 0   | 0.135  | 0.007  | 358.460 | 0.008  | 0.018  | 230120315.000 | 4584.527   |
| 20068 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 20055 | 0   | 13  | 0   | 0.144  | 0.011  | 226.002 | 0.013  | 0.027  | 6687808.000   | 333.257    |
| 30096 | GET    | ^/user/[^/]+/gacha/index$            | 30092 | 0   | 4   | 0   | 0.134  | 0.007  | 219.091 | 0.009  | 0.019  | 260899978.000 | 8668.925   |
| 20121 | POST   | /user                                | 20110 | 0   | 11  | 0   | 0.134  | 0.007  | 143.364 | 0.009  | 0.019  | 147013455.000 | 7306.469   |
| 20090 | GET    | ^/user/[^/]+/item$                   | 20087 | 0   | 3   | 0   | 0.064  | 0.007  | 134.902 | 0.009  | 0.017  | 30364189.000  | 1511.408   |
| 20073 | POST   | ^/user/[^/]+/card$                   | 20060 | 0   | 13  | 0   | 0.127  | 0.006  | 129.428 | 0.009  | 0.017  | 4233095.000   | 210.885    |
| 10750 | POST   | /login                               | 10002 | 0   | 748 | 0   | 0.127  | 0.008  | 80.636  | 0.010  | 0.027  | 15465221.000  | 1438.625   |
| 9995  | POST   | ^/user/[^/]+/reward$                 | 9993  | 0   | 2   | 0   | 0.133  | 0.008  | 75.536  | 0.009  | 0.020  | 2151430.000   | 215.251    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 35.378 | 35.378 | 35.378  | 35.378 | 35.378 | 18.000        | 18.000     |
| 50200 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 50196 | 0   | 4   | 0   | 0.032  | 0.000  | 24.495  | 0.001  | 0.004  | 205817471.000 | 4099.950   |
| 30112 | GET    | ^/user/[^/]+/home$                   | 30105 | 0   | 7   | 0   | 0.033  | 0.000  | 14.227  | 0.001  | 0.005  | 11723982.000  | 389.346    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.076  | 0.050  | 0.200   | 0.076  | 0.076  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.017  | 0.017  | 0.017   | 0.017  | 0.017  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.006  | 0.006  | 0.006   | 0.006  | 0.006  | 118555.000    | 118555.000 |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.005  | 0.005  | 0.005   | 0.005  | 0.005  | 179.000       | 179.000    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 41909.000     | 41909.000  |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 0.000         | 0.000      |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
