sample	timestamp	elapsed_ms	database_host	pool	role	shard	metric	value
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	max_open_connections	50.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	open_connections	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	in_use	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	idle	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	wait_count_total	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
0	2026-09-24T23:23:30.168Z	101481	127.0.0.1	main	local	0	average_wait_ms	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	max_open_connections	50.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	open_connections	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	in_use	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	idle	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	wait_count_total	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
1	2026-09-24T23:23:31.168Z	102481	127.0.0.1	main	local	0	average_wait_ms	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	max_open_connections	50.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	open_connections	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	in_use	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	idle	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	wait_count_total	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
2	2026-09-24T23:23:32.169Z	103482	127.0.0.1	main	local	0	average_wait_ms	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	max_open_connections	50.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	open_connections	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	in_use	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	idle	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	wait_count_total	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
3	2026-09-24T23:23:33.169Z	104482	127.0.0.1	main	local	0	average_wait_ms	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	max_open_connections	50.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	open_connections	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	in_use	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	idle	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	wait_count_total	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
4	2026-09-24T23:23:34.168Z	105481	127.0.0.1	main	local	0	average_wait_ms	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	max_open_connections	50.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	open_connections	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	in_use	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	idle	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	wait_count_total	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
5	2026-09-24T23:23:35.169Z	106482	127.0.0.1	main	local	0	average_wait_ms	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	max_open_connections	50.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	open_connections	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	in_use	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	idle	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	wait_count_total	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
6	2026-09-24T23:23:36.169Z	107482	127.0.0.1	main	local	0	average_wait_ms	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	max_open_connections	50.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	open_connections	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	in_use	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	idle	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	wait_count_total	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
7	2026-09-24T23:23:37.169Z	108482	127.0.0.1	main	local	0	average_wait_ms	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	max_open_connections	50.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	open_connections	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	in_use	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	idle	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	wait_count_total	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
8	2026-09-24T23:23:38.168Z	109481	127.0.0.1	main	local	0	average_wait_ms	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	max_open_connections	50.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	open_connections	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	in_use	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	idle	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	wait_count_total	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
9	2026-09-24T23:23:39.169Z	110482	127.0.0.1	main	local	0	average_wait_ms	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	max_open_connections	50.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	open_connections	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	in_use	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	idle	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	wait_count_total	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	wait_duration_ms_per_sec	0.000000
10	2026-09-24T23:23:40.169Z	111482	127.0.0.1	main	local	0	average_wait_ms	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	max_open_connections	50.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	open_connections	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	in_use	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	idle	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	pool_utilization_pct	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	wait_count_total	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	wait_duration_ms_total	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	max_idle_closed_total	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	max_idle_time_closed_total	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	max_lifetime_closed_total	0.000000
11	2026-09-24T23:23:41.169Z	112482	127.0.0.1	main	local	0	wait_count_per_sec	0.000000
