sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T23:23:30.155257571Z	0	26	10000	3	3	75	78	0.000	32578	0.000	360058	0.000	231641	0.000	23947	0.000	9262	0.000	15	0.000	2378153574	0.000	291416754	0.000	65536	8190	87	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2459	0.000	0	0.000	0.000	13	0.000	74	0	0.000
1	2026-09-24T23:23:31.1570988Z	1001	26	10000	3	2	75	78	0.000	32578	0.000	360081	22.958	231663	21.960	23947	0.000	9262	0.000	15	0.000	2378178478	24858.230	291449046	32232.652	65536	8190	62	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2461	1.996	0	0.000	0.000	13	0.000	74	0	0.000
2	2026-09-24T23:23:32.156852258Z	2001	26	10000	3	2	75	78	0.000	32578	0.000	360103	22.005	231684	21.005	23947	0.000	9262	0.000	15	0.000	2378203346	24874.132	291480322	31283.713	65536	8190	37	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2462	1.000	0	0.000	0.000	13	0.000	74	0	0.000
3	2026-09-24T23:23:33.156425224Z	3001	26	10000	3	2	75	78	0.000	32578	0.000	360125	22.009	231705	21.009	23947	0.000	9262	0.000	15	0.000	2378228214	24878.624	291511598	31289.362	65536	8190	12	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2463	1.000	0	0.000	0.000	13	0.000	74	0	0.000
4	2026-09-24T23:23:34.156438362Z	4001	26	10000	3	2	75	78	0.000	32578	0.000	360147	22.000	231726	21.000	23947	0.000	9262	0.000	15	0.000	2378253082	24867.673	291542874	31275.589	65536	8190	0	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2464	1.000	0	0.000	0.000	13	0.000	74	0	0.000
5	2026-09-24T23:23:35.156486066Z	5001	26	10000	3	2	75	78	0.000	32578	0.000	360169	21.999	231747	20.999	23947	0.000	9262	0.000	15	0.000	2378277950	24866.814	291574149	31273.508	65536	8190	0	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2465	1.000	0	0.000	0.000	13	0.000	74	0	0.000
6	2026-09-24T23:23:36.156575197Z	6001	26	10000	3	2	75	78	0.000	32578	0.000	360191	21.998	231768	20.998	23947	0.000	9262	0.000	15	0.000	2378302818	24865.784	291605424	31272.213	65536	8190	0	207510028	0.000	25711	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2466	1.000	0	0.000	0.000	13	0.000	74	0	0.000
7	2026-09-24T23:23:37.157132052Z	7001	26	10000	4	3	74	78	0.000	32579	0.999	360240	48.973	231792	23.987	23947	0.000	9262	0.000	15	0.000	2378329040	26207.406	291637306	31864.256	65536	8158	196	207529426	19387.204	25778	66.963	99.655	0	0	0.000	0	0.000	0	0.000	2467	0.999	0	0.000	0.000	13	0.000	74	0	0.000
8	2026-09-24T23:23:38.156752127Z	8001	26	10000	4	3	74	78	0.000	32580	1.000	360346	106.040	231814	22.008	23957	10.004	9262	0.000	15	0.000	2379610294	1281740.971	291670088	32794.460	65536	8002	538	207592797	63395.086	25815	37.014	99.942	0	0	0.000	0	0.000	0	0.000	2468	1.000	0	0.000	0.000	13	0.000	74	0	0.000
9	2026-09-24T23:23:39.157321751Z	9002	26	10000	4	3	74	78	0.000	32580	0.000	360372	25.985	231835	20.988	23961	3.998	9262	0.000	15	0.000	2383757211	4144556.178	291701589	31483.067	65536	8057	730	207994697	401671.200	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2469	0.999	0	0.000	0.000	13	0.000	74	0	0.000
10	2026-09-24T23:23:40.156955972Z	10001	26	10000	4	3	74	78	0.000	32580	0.000	360398	26.010	231856	21.008	23965	4.001	9262	0.000	15	0.000	2387904948	4149254.702	291733090	31512.527	65536	8013	882	208473123	478601.061	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2470	1.000	0	0.000	0.000	13	0.000	74	0	0.000
11	2026-09-24T23:23:41.157294334Z	11002	26	10000	4	3	74	78	0.000	32580	0.000	360426	27.991	231878	21.993	23969	3.999	9262	0.000	15	0.000	2392053391	4147039.816	291765608	32507.001	65536	8045	1267	208871198	397940.354	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2472	1.999	0	0.000	0.000	13	0.000	74	0	0.000
12	2026-09-24T23:23:42.157538818Z	12002	26	10000	4	3	74	78	0.000	32580	0.000	360452	25.994	231899	20.995	23973	3.999	9262	0.000	15	0.000	2396201152	4146747.166	291797110	31494.300	65536	8006	1250	209349786	478471.019	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2473	1.000	0	0.000	0.000	13	0.000	74	0	0.000
13	2026-09-24T23:23:43.156732025Z	13001	26	10000	4	3	74	78	0.000	32580	0.000	360478	26.021	231920	21.017	23977	4.003	9262	0.000	15	0.000	2400348824	4151021.027	291828612	31527.436	65536	7957	1576	209846070	496684.723	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2474	1.001	0	0.000	0.000	13	0.000	74	0	0.000
14	2026-09-24T23:23:44.157368153Z	14002	26	10000	4	3	74	78	0.000	32580	0.000	360504	25.983	231941	20.987	23981	3.997	9262	0.000	15	0.000	2404496566	4145105.162	291860114	31481.973	65536	7998	1748	210402065	555641.538	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2475	0.999	0	0.000	0.000	13	0.000	74	0	0.000
15	2026-09-24T23:23:45.156800688Z	15001	26	10000	4	3	74	78	0.000	32580	0.000	360531	27.015	231962	21.012	23986	5.003	9262	0.000	15	0.000	2409675049	5181423.313	291891672	31575.918	65536	8069	1843	210935684	533921.986	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2476	1.001	0	0.000	0.000	13	0.000	74	0	0.000
16	2026-09-24T23:23:46.157120926Z	16001	26	10000	4	3	74	78	0.000	32580	0.000	360557	25.992	231983	20.993	23990	3.999	9262	0.000	15	0.000	2413822829	4146452.157	291923174	31491.915	65536	7987	2107	211476741	540883.790	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2477	1.000	0	0.000	0.000	13	0.000	74	0	0.000
17	2026-09-24T23:23:47.15673296Z	17001	26	10000	4	3	74	78	0.000	32580	0.000	360584	27.010	232004	21.008	23995	5.002	9262	0.000	15	0.000	2419001247	5180427.809	291954732	31570.248	65536	7978	2377	211979904	503358.284	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2478	1.000	0	0.000	0.000	13	0.000	74	0	0.000
18	2026-09-24T23:23:48.157116333Z	18001	26	10000	4	3	74	78	0.000	32580	0.000	360610	25.990	232025	20.992	23999	3.998	9262	0.000	15	0.000	2423149067	4146230.435	291986234	31489.928	65536	7967	2688	212495082	514980.569	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2479	1.000	0	0.000	0.000	13	0.000	74	0	0.000
19	2026-09-24T23:23:49.157038037Z	19001	26	10000	4	3	74	78	0.000	32580	0.000	360640	30.002	232046	21.002	24003	4.000	9262	0.000	15	0.000	2427122919	3974163.213	292017780	31548.471	65536	8102	2826	212923110	428061.521	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2480	1.000	0	0.000	0.000	13	0.000	74	0	0.000
20	2026-09-24T23:23:50.15707177Z	20001	26	10000	4	3	74	78	0.000	32580	0.000	360673	32.999	232067	20.999	24006	3.000	9262	0.000	15	0.000	2429656840	2533835.521	292049313	31531.936	65536	8088	2396	213175029	251910.502	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2481	1.000	0	0.000	0.000	13	0.000	74	0	0.000
21	2026-09-24T23:23:51.157472325Z	21002	26	10000	4	3	74	78	0.000	32580	0.000	360702	28.988	232089	21.991	24011	4.998	9262	0.000	15	0.000	2434828118	5169207.417	292081889	32562.957	65536	7951	2207	213581915	406723.083	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2483	1.999	0	0.000	0.000	13	0.000	74	0	0.000
22	2026-09-24T23:23:52.156737165Z	22001	26	10000	4	3	74	78	0.000	32580	0.000	360741	39.029	232110	21.015	24015	4.003	9262	0.000	15	0.000	2439462162	4637453.233	292113579	31713.314	65536	8023	1827	213932157	350499.671	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2484	1.001	0	0.000	0.000	13	0.000	74	0	0.000
23	2026-09-24T23:23:53.157523339Z	23002	26	10000	4	3	74	78	0.000	32580	0.000	360767	25.980	232131	20.984	24020	4.996	9262	0.000	15	0.000	2443610030	4144609.612	292145081	31477.253	65536	7946	1621	214311518	379062.990	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2485	0.999	0	0.000	0.000	13	0.000	74	0	0.000
24	2026-09-24T23:23:54.156768825Z	24001	26	10000	4	3	74	78	0.000	32580	0.000	360795	28.021	232152	21.016	24026	6.005	9262	0.000	15	0.000	2449819539	6214197.705	292176695	31637.871	65536	7935	1510	214780395	469231.042	25815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2486	1.001	0	0.000	0.000	13	0.000	74	0	0.000
25	2026-09-24T23:23:55.156540579Z	25001	26	10000	4	3	74	78	0.000	32580	0.000	360831	36.008	232173	21.005	24032	6.001	9262	0.000	15	0.000	2455361414	5543140.283	292208396	31708.238	65536	8029	1487	215242313	462023.462	25817	2.000	100.000	0	0	0.000	0	0.000	0	0.000	2487	1.000	0	0.000	0.000	13	0.000	74	0	0.000
26	2026-09-24T23:23:56.156839939Z	26001	26	10000	4	3	74	78	0.000	32583	2.999	360878	46.986	232197	23.993	24034	1.999	9262	0.000	16	1.000	2455418001	56570.065	292240873	32467.280	65536	8106	7583	215649495	407060.139	25818	1.000	100.000	0	0	0.000	0	0.000	0	0.000	2489	1.999	0	0.000	0.000	13	0.000	74	0	0.000
27	2026-09-24T23:23:57.157350301Z	27002	26	10000	4	3	74	78	0.000	32583	0.000	360900	21.989	232218	20.989	24034	0.000	9262	0.000	16	0.000	2455442869	24855.315	292272151	31262.045	65536	8111	16033	216137905	488160.858	25818	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2490	0.999	0	0.000	0.000	13	0.000	74	0	0.000
28	2026-09-24T23:23:58.1569305Z	28001	26	10000	4	3	74	78	0.000	32583	0.000	360922	22.009	232239	21.009	24034	0.000	9262	0.000	16	0.000	2455467737	24878.444	292303430	31292.136	65536	8114	23720	216585102	447384.812	25887	69.029	99.985	0	0	0.000	0	0.000	0	0.000	2491	1.000	0	0.000	0.000	13	0.000	74	0	0.000
29	2026-09-24T23:23:59.156337975Z	29001	26	10000	3	2	75	78	0.000	32583	0.000	360945	23.014	232260	21.012	24034	0.000	9262	0.000	16	0.000	2455492610	24887.747	292334776	31364.584	65536	8304	26127	216771124	186132.288	25887	0.000	100.000	0	0	0.000	0	0.000	0	0.000	2492	1.001	0	0.000	0.000	13	0.000	74	0	0.000
30	2026-09-24T23:24:00.15636027Z	30001	26	10000	3	2	75	78	0.000	32583	0.000	360967	22.000	232281	21.000	24034	0.000	9262	0.000	16	0.000	2455517478	24867.446	292366055	31278.303	65536	8304	24485	216771124	0.000	25887	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2493	1.000	0	0.000	0.000	13	0.000	74	0	0.000
31	2026-09-24T23:24:01.156426569Z	31001	26	10000	3	2	75	78	0.000	32583	0.000	360991	23.998	232303	21.999	24034	0.000	9262	0.000	16	0.000	2455542994	25514.308	292398353	32295.859	65536	8304	24285	216771124	0.000	25887	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2495	2.000	0	0.000	0.000	13	0.000	74	0	0.000
32	2026-09-24T23:24:02.156458591Z	32001	26	10000	3	2	75	78	0.000	32583	0.000	361013	21.999	232324	20.999	24034	0.000	9262	0.000	16	0.000	2455567862	24867.204	292429632	31277.998	65536	8304	24085	216771124	0.000	25887	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2496	1.000	0	0.000	0.000	13	0.000	74	0	0.000
33	2026-09-24T23:24:03.156379154Z	33001	26	10000	3	2	75	78	0.000	32583	0.000	361035	22.002	232345	21.002	24034	0.000	9262	0.000	16	0.000	2455592730	24869.975	292460911	31281.485	65536	8304	23885	216771124	0.000	25887	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2497	1.000	0	0.000	0.000	13	0.000	74	0	0.000
34	2026-09-24T23:24:04.156511791Z	34001	26	10000	3	2	75	78	0.000	32583	0.000	361057	21.997	232366	20.997	24034	0.000	9262	0.000	16	0.000	2455617598	24864.702	292492190	31274.852	65536	8304	23685	216771124	0.000	25887	0.000	0.000	0	0	0.000	0	0.000	0	0.000	2498	1.000	0	0.000	0.000	13	0.000	74	0	0.000
35	2026-09-24T23:24:05.156691426Z	35001	26	10000	3	2	75	78	0.000	32583	0.000	361079	21.996	232387	20.996	24034	0.000	9262	0.000	16	0.000	2455642466	24863.534	292523469	31273.382	65536	8303	23491	216771329	204.963	25888	1.000	99.512	0	0	0.000	0	0.000	0	0.000	2499	1.000	0	0.000	0.000	13	0.000	74	0	0.000
