sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-25T04:30:17.582441972Z	0	26	10000	1	2	22	23	0.000	9365	0.000	942069	0.000	251927	0.000	244056	0.000	61522	0.000	18	0.000	3879973605	0.000	4318079325	0.000	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3263	0.000	0	0.000	0.000	16	0.000	23	0	0.000
1	2026-09-25T04:30:18.583623495Z	1001	26	10000	3	2	20	23	0.000	9367	1.998	942095	25.969	251949	21.974	244056	0.000	61522	0.000	18	0.000	3879999391	25755.569	4318111873	32509.589	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3265	1.998	0	0.000	0.000	16	0.000	23	0	0.000
2	2026-09-25T04:30:19.583639709Z	2001	26	10000	3	2	20	23	0.000	9367	0.000	942117	22.000	251970	21.000	244056	0.000	61522	0.000	18	0.000	3880024259	24867.597	4318143154	31280.493	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3266	1.000	0	0.000	0.000	16	0.000	23	0	0.000
3	2026-09-25T04:30:20.583750754Z	3001	26	10000	3	2	20	23	0.000	9367	0.000	942139	21.998	251991	20.998	244056	0.000	61522	0.000	18	0.000	3880049127	24865.239	4318174435	31277.527	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3267	1.000	0	0.000	0.000	16	0.000	23	0	0.000
4	2026-09-25T04:30:21.583831178Z	4001	26	10000	3	2	20	23	0.000	9367	0.000	942161	21.998	252012	20.998	244056	0.000	61522	0.000	18	0.000	3880073995	24866.000	4318205716	31278.484	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3268	1.000	0	0.000	0.000	16	0.000	23	0	0.000
5	2026-09-25T04:30:22.583520036Z	5001	26	10000	3	2	20	23	0.000	9367	0.000	942183	22.007	252033	21.007	244056	0.000	61522	0.000	18	0.000	3880098863	24875.740	4318236997	31290.736	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3269	1.000	0	0.000	0.000	16	0.000	23	0	0.000
6	2026-09-25T04:30:23.583604437Z	6001	26	10000	3	2	20	23	0.000	9367	0.000	942205	21.998	252054	20.998	244056	0.000	61522	0.000	18	0.000	3880123731	24865.902	4318268278	31278.360	65536	8325	0	260663182	0.000	73342	0.000	0.000	0	256	0.000	141	0.000	0	0.000	3270	1.000	0	0.000	0.000	16	0.000	23	0	0.000
7	2026-09-25T04:30:24.584098726Z	7001	26	10000	4	3	19	23	0.000	9368	1.000	942254	48.976	252078	23.988	244056	0.000	61522	0.000	18	0.000	3880149953	26209.045	4318300166	31872.246	65536	8370	195	260684660	21467.389	73380	37.981	99.823	0	256	0.000	141	0.000	0	0.000	3271	1.000	0	0.000	0.000	16	0.000	23	0	0.000
8	2026-09-25T04:30:25.583626229Z	8001	26	10000	4	3	19	23	0.000	9369	1.000	942360	106.050	252100	22.010	244066	10.005	61522	0.000	18	0.000	3881431207	1281859.675	4318332954	32803.500	65536	8216	560	260740323	55689.313	73388	8.004	99.986	0	256	0.000	141	0.000	0	0.000	3272	1.000	0	0.000	0.000	16	0.000	23	0	0.000
9	2026-09-25T04:30:26.584507713Z	9002	26	10000	4	3	19	23	0.000	9369	0.000	942386	25.977	252121	20.982	244069	2.997	61522	0.000	18	0.000	3885578124	4143264.725	4318364461	31479.251	65536	7937	907	261114196	373543.722	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3273	0.999	0	0.000	0.000	16	0.000	23	0	0.000
10	2026-09-25T04:30:27.584033319Z	10001	26	10000	4	3	19	23	0.000	9369	0.000	942412	26.012	252142	21.010	244074	5.002	61522	0.000	18	0.000	3889725861	4149705.591	4318395968	31521.954	65536	7966	1131	261567482	453501.138	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3274	1.000	0	0.000	0.000	16	0.000	23	0	0.000
11	2026-09-25T04:30:28.584037615Z	11001	26	10000	4	3	19	23	0.000	9369	0.000	942440	28.000	252164	22.000	244077	3.000	61522	0.000	18	0.000	3893874304	4148425.187	4318428500	32531.860	65536	7928	1369	261979054	411570.233	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3276	2.000	0	0.000	0.000	16	0.000	23	0	0.000
12	2026-09-25T04:30:29.58422302Z	12001	26	10000	4	3	19	23	0.000	9369	0.000	942465	24.995	252185	20.996	244081	3.999	61522	0.000	18	0.000	3896991338	3116456.193	4318459952	31446.170	65536	7967	1659	262402537	423404.499	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3277	1.000	0	0.000	0.000	16	0.000	23	0	0.000
13	2026-09-25T04:30:30.583936249Z	13001	26	10000	4	3	19	23	0.000	9369	0.000	942491	26.007	252206	21.006	244085	4.001	61522	0.000	18	0.000	3901139041	4148892.770	4318491460	31517.038	65536	7811	1766	262849025	446616.075	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3278	1.000	0	0.000	0.000	16	0.000	23	0	0.000
14	2026-09-25T04:30:31.583959115Z	14001	26	10000	4	3	19	23	0.000	9369	0.000	942517	25.999	252227	21.000	244088	3.000	61522	0.000	18	0.000	3905286768	4147632.160	4318522968	31507.280	65536	7908	1973	263322657	473621.170	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3279	1.000	0	0.000	0.000	16	0.000	23	0	0.000
15	2026-09-25T04:30:32.583960605Z	15001	26	10000	4	3	19	23	0.000	9369	0.000	942543	26.000	252248	21.000	244092	4.000	61522	0.000	18	0.000	3909434531	4147756.820	4318554476	31507.953	65536	7959	2030	263803749	481091.283	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3280	1.000	0	0.000	0.000	16	0.000	23	0	0.000
16	2026-09-25T04:30:33.58391912Z	16001	26	10000	4	3	19	23	0.000	9369	0.000	942569	26.001	252269	21.001	244096	4.000	61522	0.000	18	0.000	3913582271	4147912.101	4318585984	31509.307	65536	7972	2068	264274643	470913.539	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3281	1.000	0	0.000	0.000	16	0.000	23	0	0.000
17	2026-09-25T04:30:34.583915226Z	17001	26	10000	4	3	19	23	0.000	9369	0.000	942594	25.000	252290	21.000	244100	4.000	61522	0.000	18	0.000	3916699308	3117049.141	4318617436	31452.123	65536	7829	2448	264748617	473975.846	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3282	1.000	0	0.000	0.000	16	0.000	23	0	0.000
18	2026-09-25T04:30:35.583903994Z	18001	26	10000	4	3	19	23	0.000	9369	0.000	942621	27.000	252311	21.000	244104	4.000	61522	0.000	18	0.000	3921877780	5178530.134	4318649000	31564.354	65536	7744	2713	265224906	476294.347	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3283	1.000	0	0.000	0.000	16	0.000	23	0	0.000
19	2026-09-25T04:30:36.586842219Z	19004	26	10000	4	2	19	23	0.000	9369	0.000	942646	24.927	252332	20.938	244108	3.988	61522	0.000	18	0.000	3924994848	3107936.203	4318680508	31415.694	65536	7856	3037	265696238	469951.181	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3284	0.997	0	0.000	0.000	16	0.000	23	0	0.000
20	2026-09-25T04:30:37.583657818Z	20001	26	10000	4	3	19	23	0.000	9369	0.000	942676	30.096	252353	21.067	244112	4.013	61522	0.000	18	0.000	3928968700	3986546.764	4318712004	31596.616	65536	7950	2948	266068154	373104.113	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3285	1.003	0	0.000	0.000	16	0.000	23	0	0.000
21	2026-09-25T04:30:38.584508823Z	21002	26	10000	4	3	19	23	0.000	9369	0.000	942711	34.970	252375	21.981	244115	2.997	61522	0.000	18	0.000	3931503269	2532413.908	4318744567	32535.312	65536	7965	2546	266282416	214079.817	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3287	1.998	0	0.000	0.000	16	0.000	23	0	0.000
22	2026-09-25T04:30:39.583991281Z	22001	26	10000	4	3	19	23	0.000	9369	0.000	942738	27.014	252396	21.011	244119	4.002	61522	0.000	18	0.000	3936673899	5173307.409	4318776131	31580.344	65536	7826	2430	266687401	405194.706	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3288	1.001	0	0.000	0.000	16	0.000	23	0	0.000
23	2026-09-25T04:30:40.584081236Z	23001	26	10000	4	3	19	23	0.000	9369	0.000	942768	29.997	252417	20.998	244123	4.000	61522	0.000	18	0.000	3940276994	3602770.877	4318807683	31549.162	65536	7967	2039	267016861	329430.363	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3289	1.000	0	0.000	0.000	16	0.000	23	0	0.000
24	2026-09-25T04:30:41.584058113Z	24001	26	10000	4	3	19	23	0.000	9369	0.000	942802	34.001	252438	21.000	244128	5.000	61522	0.000	18	0.000	3944425006	4148107.925	4318839279	31596.731	65536	7864	1714	267345298	328444.595	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3290	1.000	0	0.000	0.000	16	0.000	23	0	0.000
25	2026-09-25T04:30:42.584058583Z	25001	26	10000	4	3	19	23	0.000	9369	0.000	942829	27.000	252459	21.000	244133	5.000	61522	0.000	18	0.000	3949603792	5178783.623	4318870843	31563.986	65536	7794	1585	267781413	436114.800	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3291	1.000	0	0.000	0.000	16	0.000	23	0	0.000
26	2026-09-25T04:30:43.584062067Z	26001	26	10000	4	3	19	23	0.000	9369	0.000	942856	27.000	252480	21.000	244138	5.000	61522	0.000	18	0.000	3954782539	5178728.900	4318902407	31563.890	65536	7823	1803	268207357	425942.511	73388	0.000	100.000	0	256	0.000	141	0.000	0	0.000	3292	1.000	0	0.000	0.000	16	0.000	23	0	0.000
