sample	timestamp	elapsed_ms	captured_waits	capture_error	wait_key	requesting_trx_id	blocking_trx_id	object_schema	object_table	object_index	request_lock_type	request_lock_mode	request_lock_data	blocking_lock_type	blocking_lock_mode	blocking_lock_data	requesting_thread_id	requesting_processlist_id	requesting_sql	blocking_thread_id	blocking_processlist_id	blocking_sql
0	2026-09-25T06:36:53.434686997Z	0	0																			
1	2026-09-25T06:36:53.486136647Z	51	0																			
2	2026-09-25T06:36:53.535526481Z	100	0																			
3	2026-09-25T06:36:53.586232299Z	151	0																			
4	2026-09-25T06:36:53.636004087Z	201	0																			
5	2026-09-25T06:36:53.685614094Z	250	0																			
6	2026-09-25T06:36:53.73632614Z	301	0																			
7	2026-09-25T06:36:53.785903969Z	351	0																			
8	2026-09-25T06:36:53.83551507Z	400	0																			
9	2026-09-25T06:36:53.886303561Z	451	0																			
10	2026-09-25T06:36:53.935966074Z	501	0																			
11	2026-09-25T06:36:53.985592581Z	550	0																			
12	2026-09-25T06:36:54.036175453Z	601	0																			
13	2026-09-25T06:36:54.085650009Z	650	0																			
14	2026-09-25T06:36:54.136089044Z	701	0																			
15	2026-09-25T06:36:54.185562788Z	750	0																			
16	2026-09-25T06:36:54.236031065Z	801	0																			
17	2026-09-25T06:36:54.285583133Z	850	0																			
18	2026-09-25T06:36:54.336252004Z	901	0																			
19	2026-09-25T06:36:54.385977108Z	951	0																			
20	2026-09-25T06:36:54.435739411Z	1001	0																			
21	2026-09-25T06:36:54.485430333Z	1050	0																			
22	2026-09-25T06:36:54.536118549Z	1101	0																			
23	2026-09-25T06:36:54.585812369Z	1151	0																			
24	2026-09-25T06:36:54.635507979Z	1200	0																			
25	2026-09-25T06:36:54.686193182Z	1251	0																			
26	2026-09-25T06:36:54.736103025Z	1301	0																			
27	2026-09-25T06:36:54.785753036Z	1351	0																			
28	2026-09-25T06:36:54.83632637Z	1401	0																			
29	2026-09-25T06:36:54.885884852Z	1451	0																			
30	2026-09-25T06:36:54.935428526Z	1500	0																			
31	2026-09-25T06:36:54.9859617Z	1551	0																			
32	2026-09-25T06:36:55.035432172Z	1600	0																			
33	2026-09-25T06:36:55.085898533Z	1651	0																			
34	2026-09-25T06:36:55.13544715Z	1700	0																			
35	2026-09-25T06:36:55.186092451Z	1751	0																			
36	2026-09-25T06:36:55.23574902Z	1801	0																			
37	2026-09-25T06:36:55.286223384Z	1851	0																			
38	2026-09-25T06:36:55.335753725Z	1901	0																			
39	2026-09-25T06:36:55.386282367Z	1951	0																			
40	2026-09-25T06:36:55.435753047Z	2001	0																			
41	2026-09-25T06:36:55.486272664Z	2051	0																			
42	2026-09-25T06:36:55.535726249Z	2101	0																			
43	2026-09-25T06:36:55.58618461Z	2151	0																			
44	2026-09-25T06:36:55.635659294Z	2200	0																			
45	2026-09-25T06:36:55.686111298Z	2251	0																			
46	2026-09-25T06:36:55.73566704Z	2300	0																			
47	2026-09-25T06:36:55.786123405Z	2351	0																			
48	2026-09-25T06:36:55.835703086Z	2401	0																			
49	2026-09-25T06:36:55.886301557Z	2451	0																			
50	2026-09-25T06:36:55.935897128Z	2501	0																			
51	2026-09-25T06:36:55.985428663Z	2550	0																			
52	2026-09-25T06:36:56.035957626Z	2601	0																			
53	2026-09-25T06:36:56.085489713Z	2650	0																			
54	2026-09-25T06:36:56.135999406Z	2701	0																			
55	2026-09-25T06:36:56.185606014Z	2750	0																			
56	2026-09-25T06:36:56.2361152Z	2801	0																			
57	2026-09-25T06:36:56.285674106Z	2850	0																			
58	2026-09-25T06:36:56.336174394Z	2901	0																			
59	2026-09-25T06:36:56.385715331Z	2951	0																			
60	2026-09-25T06:36:56.436287463Z	3001	0																			
61	2026-09-25T06:36:56.485781923Z	3051	0																			
62	2026-09-25T06:36:56.536323499Z	3101	0																			
63	2026-09-25T06:36:56.585811Z	3151	0																			
64	2026-09-25T06:36:56.636326032Z	3201	0																			
65	2026-09-25T06:36:56.685812272Z	3251	0																			
66	2026-09-25T06:36:56.735302215Z	3300	0																			
67	2026-09-25T06:36:56.785808515Z	3351	0																			
68	2026-09-25T06:36:56.835299074Z	3400	0																			
69	2026-09-25T06:36:56.885790288Z	3451	0																			
70	2026-09-25T06:36:56.936250621Z	3501	0																			
71	2026-09-25T06:36:56.985733453Z	3551	0																			
72	2026-09-25T06:36:57.036176966Z	3601	0																			
73	2026-09-25T06:36:57.085583287Z	3650	0																			
74	2026-09-25T06:36:57.136088179Z	3701	0																			
75	2026-09-25T06:36:57.185582659Z	3750	0																			
76	2026-09-25T06:36:57.236039489Z	3801	0																			
77	2026-09-25T06:36:57.28554977Z	3850	0																			
78	2026-09-25T06:36:57.336074692Z	3901	0																			
79	2026-09-25T06:36:57.385535246Z	3950	0																			
80	2026-09-25T06:36:57.436037685Z	4001	0																			
81	2026-09-25T06:36:57.4855021Z	4050	0																			
82	2026-09-25T06:36:57.535990865Z	4101	0																			
83	2026-09-25T06:36:57.585492243Z	4150	0																			
84	2026-09-25T06:36:57.636005324Z	4201	0																			
85	2026-09-25T06:36:57.685510923Z	4250	0																			
86	2026-09-25T06:36:57.736036619Z	4301	0																			
87	2026-09-25T06:36:57.785499526Z	4350	0																			
88	2026-09-25T06:36:57.83597686Z	4401	0																			
89	2026-09-25T06:36:57.885432485Z	4450	0																			
90	2026-09-25T06:36:57.936093643Z	4501	0																			
91	2026-09-25T06:36:57.985726501Z	4551	0																			
92	2026-09-25T06:36:58.036230965Z	4601	0																			
93	2026-09-25T06:36:58.085719943Z	4651	0																			
94	2026-09-25T06:36:58.136256329Z	4701	0																			
95	2026-09-25T06:36:58.18578478Z	4751	0																			
96	2026-09-25T06:36:58.235291901Z	4800	0																			
97	2026-09-25T06:36:58.285799842Z	4851	0																			
98	2026-09-25T06:36:58.336295978Z	4901	0																			
99	2026-09-25T06:36:58.385817557Z	4951	0																			
100	2026-09-25T06:36:58.435293391Z	5000	0																			
101	2026-09-25T06:36:58.485810945Z	5051	0																			
102	2026-09-25T06:36:58.53529036Z	5100	0																			
103	2026-09-25T06:36:58.585812735Z	5151	0																			
104	2026-09-25T06:36:58.636322372Z	5201	0																			
105	2026-09-25T06:36:58.6858238Z	5251	0																			
106	2026-09-25T06:36:58.735440491Z	5300	0																			
107	2026-09-25T06:36:58.785960759Z	5351	0																			
108	2026-09-25T06:36:58.835501121Z	5400	0																			
109	2026-09-25T06:36:58.886027354Z	5451	0																			
110	2026-09-25T06:36:58.93557847Z	5500	0																			
111	2026-09-25T06:36:58.9860338Z	5551	0																			
112	2026-09-25T06:36:59.03550925Z	5600	0																			
113	2026-09-25T06:36:59.085952064Z	5651	0																			
114	2026-09-25T06:36:59.135417316Z	5700	0																			
115	2026-09-25T06:36:59.18586904Z	5751	0																			
116	2026-09-25T06:36:59.23534629Z	5800	0																			
117	2026-09-25T06:36:59.285798817Z	5851	0																			
118	2026-09-25T06:36:59.336265193Z	5901	0																			
119	2026-09-25T06:36:59.385779Z	5951	0																			
120	2026-09-25T06:36:59.436250182Z	6001	0																			
121	2026-09-25T06:36:59.485741515Z	6051	0																			
122	2026-09-25T06:36:59.536238167Z	6101	0																			
123	2026-09-25T06:36:59.585724309Z	6151	0																			
124	2026-09-25T06:36:59.636234463Z	6201	0																			
125	2026-09-25T06:36:59.685731008Z	6251	0																			
126	2026-09-25T06:36:59.736249324Z	6301	0																			
127	2026-09-25T06:36:59.785734262Z	6351	0																			
128	2026-09-25T06:36:59.83619132Z	6401	0																			
129	2026-09-25T06:36:59.885737248Z	6451	0																			
130	2026-09-25T06:36:59.935293689Z	6500	0																			
131	2026-09-25T06:36:59.985862558Z	6551	0																			
132	2026-09-25T06:37:00.035434232Z	6600	0																			
133	2026-09-25T06:37:00.086154582Z	6651	0																			
134	2026-09-25T06:37:00.135837657Z	6701	0																			
135	2026-09-25T06:37:00.185470762Z	6750	0																			
136	2026-09-25T06:37:00.236048812Z	6801	0																			
137	2026-09-25T06:37:00.285676746Z	6850	0																			
138	2026-09-25T06:37:00.335452307Z	6900	0																			
139	2026-09-25T06:37:00.386224082Z	6951	0																			
140	2026-09-25T06:37:00.435927916Z	7001	0																			
141	2026-09-25T06:37:00.485657281Z	7050	0																			
142	2026-09-25T06:37:00.535312805Z	7100	0																			
143	2026-09-25T06:37:00.585885806Z	7151	0																			
144	2026-09-25T06:37:00.635466573Z	7200	0																			
145	2026-09-25T06:37:00.685981946Z	7251	0																			
146	2026-09-25T06:37:00.73556918Z	7300	0																			
147	2026-09-25T06:37:00.786113303Z	7351	0																			
148	2026-09-25T06:37:00.83568642Z	7400	0																			
149	2026-09-25T06:37:00.886225918Z	7451	0																			
150	2026-09-25T06:37:00.935735025Z	7501	0																			
151	2026-09-25T06:37:00.986281787Z	7551	0																			
152	2026-09-25T06:37:01.035817999Z	7601	0																			
153	2026-09-25T06:37:01.085324106Z	7650	0																			
154	2026-09-25T06:37:01.135895491Z	7701	0																			
155	2026-09-25T06:37:01.185597445Z	7750	0																			
156	2026-09-25T06:37:01.236226957Z	7801	0																			
157	2026-09-25T06:37:01.285896896Z	7851	0																			
158	2026-09-25T06:37:01.335520047Z	7900	0																			
159	2026-09-25T06:37:01.386230079Z	7951	0																			
160	2026-09-25T06:37:01.435978382Z	8001	0																			
161	2026-09-25T06:37:01.48582215Z	8051	0																			
162	2026-09-25T06:37:01.535514961Z	8100	0																			
163	2026-09-25T06:37:01.586227514Z	8151	0																			
164	2026-09-25T06:37:01.635977216Z	8201	0																			
165	2026-09-25T06:37:01.685760772Z	8251	0																			
166	2026-09-25T06:37:01.735585Z	8300	0																			
167	2026-09-25T06:37:01.786224789Z	8351	0																			
168	2026-09-25T06:37:01.835890156Z	8401	0																			
169	2026-09-25T06:37:01.885591126Z	8450	0																			
170	2026-09-25T06:37:01.935430776Z	8500	0																			
171	2026-09-25T06:37:01.986145138Z	8551	0																			
172	2026-09-25T06:37:02.035910995Z	8601	0																			
173	2026-09-25T06:37:02.085727444Z	8651	0																			
174	2026-09-25T06:37:02.135514172Z	8700	0																			
175	2026-09-25T06:37:02.18630514Z	8751	0																			
176	2026-09-25T06:37:02.236221181Z	8801	0																			
177	2026-09-25T06:37:02.28611839Z	8851	0																			
178	2026-09-25T06:37:02.335904493Z	8901	0																			
179	2026-09-25T06:37:02.385674394Z	8950	0																			
180	2026-09-25T06:37:02.435443255Z	9000	0																			
181	2026-09-25T06:37:02.48618769Z	9051	0																			
182	2026-09-25T06:37:02.535970864Z	9101	0																			
183	2026-09-25T06:37:02.585747307Z	9151	0																			
184	2026-09-25T06:37:02.635519685Z	9200	0																			
185	2026-09-25T06:37:02.686163194Z	9251	0																			
186	2026-09-25T06:37:02.735308826Z	9300	0																			
187	2026-09-25T06:37:02.786000502Z	9351	0																			
188	2026-09-25T06:37:02.835755604Z	9401	0																			
189	2026-09-25T06:37:02.885506476Z	9450	0																			
190	2026-09-25T06:37:02.936216352Z	9501	0																			
191	2026-09-25T06:37:02.986011929Z	9551	0																			
192	2026-09-25T06:37:03.03575723Z	9601	0																			
193	2026-09-25T06:37:03.085504727Z	9650	0																			
194	2026-09-25T06:37:03.136266078Z	9701	0																			
195	2026-09-25T06:37:03.18596922Z	9751	0																			
196	2026-09-25T06:37:03.235884241Z	9801	0																			
197	2026-09-25T06:37:03.28573006Z	9851	0																			
198	2026-09-25T06:37:03.335483806Z	9900	0																			
199	2026-09-25T06:37:03.386192462Z	9951	0																			
200	2026-09-25T06:37:03.435907413Z	10001	0																			
201	2026-09-25T06:37:03.486225702Z	10051	0																			
202	2026-09-25T06:37:03.535904509Z	10101	0																			
203	2026-09-25T06:37:03.585592081Z	10150	0																			
204	2026-09-25T06:37:03.636249355Z	10201	0																			
205	2026-09-25T06:37:03.685892246Z	10251	0																			
206	2026-09-25T06:37:03.735982419Z	10301	0																			
207	2026-09-25T06:37:03.785660549Z	10350	0																			
208	2026-09-25T06:37:03.835328183Z	10400	0																			
209	2026-09-25T06:37:03.886010714Z	10451	0																			
210	2026-09-25T06:37:03.935784644Z	10501	0																			
211	2026-09-25T06:37:03.985609596Z	10550	0																			
212	2026-09-25T06:37:04.035306293Z	10600	0																			
213	2026-09-25T06:37:04.086074095Z	10651	0																			
214	2026-09-25T06:37:04.13572573Z	10701	0																			
215	2026-09-25T06:37:04.185521363Z	10750	0																			
216	2026-09-25T06:37:04.236301892Z	10801	0																			
217	2026-09-25T06:37:04.286046601Z	10851	0																			
218	2026-09-25T06:37:04.335751139Z	10901	0																			
219	2026-09-25T06:37:04.38535955Z	10950	0																			
220	2026-09-25T06:37:04.436062982Z	11001	0																			
221	2026-09-25T06:37:04.485826005Z	11051	0																			
222	2026-09-25T06:37:04.535580521Z	11100	0																			
