sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-23T14:49:29.200868145Z	0	26	151	3	2	1	4	0.000	45	0.000	5752	0.000	5408	0.000	0	0.000	0	0.000	0	0.000	6358984	0.000	7998668	0.000	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	285	0.000	0	0.000	0.000	1	0.000	4	0	0.000
1	2026-09-23T14:49:30.203048674Z	1002	26	151	3	2	1	4	0.000	45	0.000	5774	21.952	5429	20.954	0	0.000	0	0.000	0	0.000	6383852	24813.893	8029909	31173.026	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	286	0.998	0	0.000	0.000	1	0.000	4	0	0.000
2	2026-09-23T14:49:31.20220242Z	2001	26	151	3	2	1	4	0.000	45	0.000	5796	22.019	5450	21.018	0	0.000	0	0.000	0	0.000	6408720	24889.063	8061150	31267.461	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	287	1.001	0	0.000	0.000	1	0.000	4	0	0.000
3	2026-09-23T14:49:32.202040225Z	3001	26	151	3	2	1	4	0.000	45	0.000	5818	22.004	5471	21.003	0	0.000	0	0.000	0	0.000	6433588	24872.034	8092391	31246.068	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	288	1.000	0	0.000	0.000	1	0.000	4	0	0.000
4	2026-09-23T14:49:33.20220781Z	4001	26	151	3	2	1	4	0.000	45	0.000	5840	21.996	5492	20.996	0	0.000	0	0.000	0	0.000	6458456	24863.833	8123632	31235.765	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	289	1.000	0	0.000	0.000	1	0.000	4	0	0.000
5	2026-09-23T14:49:34.202376653Z	5001	26	151	3	2	1	4	0.000	45	0.000	5862	21.996	5513	20.996	0	0.000	0	0.000	0	0.000	6483324	24863.802	8154873	31235.727	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	290	1.000	0	0.000	0.000	1	0.000	4	0	0.000
6	2026-09-23T14:49:35.202526372Z	6001	26	151	3	2	1	4	0.000	45	0.000	5884	21.997	5534	20.997	0	0.000	0	0.000	0	0.000	6508192	24864.277	8186114	31236.323	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	291	1.000	0	0.000	0.000	1	0.000	4	0	0.000
7	2026-09-23T14:49:36.202692046Z	7001	26	151	3	2	1	4	0.000	45	0.000	5906	21.996	5555	20.997	0	0.000	0	0.000	0	0.000	6533060	24863.881	8217355	31235.825	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	292	1.000	0	0.000	0.000	1	0.000	4	0	0.000
8	2026-09-23T14:49:37.202870225Z	8002	26	151	3	2	1	4	0.000	45	0.000	5928	21.996	5576	20.996	0	0.000	0	0.000	0	0.000	6557928	24863.570	8248596	31235.434	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	293	1.000	0	0.000	0.000	1	0.000	4	0	0.000
9	2026-09-23T14:49:38.202045227Z	9001	26	151	3	2	1	4	0.000	45	0.000	5950	22.018	5597	21.017	0	0.000	0	0.000	0	0.000	6582796	24888.533	8279837	31266.795	8192	7259	0	16416	0.000	786	0.000	0.000	0	0	0.000	0	0.000	0	0.000	294	1.001	0	0.000	0.000	1	0.000	4	0	0.000
