+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 54181 | POST   | ^/user/[^/]+/present/receive$        | 54175 | 0   | 6   | 0   | 0.189  | 0.007  | 385.494 | 0.008  | 0.019  | 247638197.000 | 4570.573   |
| 32085 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 32069 | 0   | 16  | 0   | 0.190  | 0.008  | 244.516 | 0.009  | 0.019  | 66979897.000  | 2087.577   |
| 32091 | GET    | ^/user/[^/]+/gacha/index$            | 32084 | 0   | 7   | 0   | 0.189  | 0.007  | 234.864 | 0.009  | 0.019  | 278171108.000 | 8668.197   |
| 22137 | POST   | /user                                | 22119 | 0   | 18  | 0   | 0.191  | 0.007  | 159.006 | 0.009  | 0.020  | 161681529.000 | 7303.678   |
| 22083 | GET    | ^/user/[^/]+/item$                   | 22076 | 0   | 7   | 0   | 0.154  | 0.007  | 152.763 | 0.009  | 0.017  | 33460582.000  | 1515.219   |
| 22051 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 22050 | 0   | 1   | 0   | 0.095  | 0.007  | 150.680 | 0.009  | 0.017  | 7352488.000   | 333.431    |
| 22074 | POST   | ^/user/[^/]+/card$                   | 22068 | 0   | 6   | 0   | 0.096  | 0.007  | 147.535 | 0.009  | 0.017  | 4656342.000   | 210.942    |
| 10740 | POST   | /login                               | 9993  | 0   | 747 | 0   | 0.165  | 0.007  | 79.479  | 0.010  | 0.023  | 15379574.000  | 1431.990   |
| 9990  | POST   | ^/user/[^/]+/reward$                 | 9990  | 0   | 0   | 0   | 0.190  | 0.008  | 75.279  | 0.009  | 0.021  | 2150673.000   | 215.283    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 32.621 | 32.621 | 32.621  | 32.621 | 32.621 | 18.000        | 18.000     |
| 54186 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 54184 | 0   | 2   | 0   | 0.030  | 0.000  | 26.932  | 0.001  | 0.004  | 221493043.000 | 4087.643   |
| 32112 | GET    | ^/user/[^/]+/home$                   | 32099 | 0   | 13  | 0   | 0.032  | 0.000  | 15.051  | 0.001  | 0.004  | 12501912.000  | 389.322    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.079  | 0.050  | 0.201   | 0.079  | 0.079  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.019  | 0.019  | 0.019   | 0.019  | 0.019  | 58.000        | 58.000     |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.011  | 0.011  | 0.011   | 0.011  | 0.011  | 40235.000     | 40235.000  |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.006  | 0.006  | 0.006   | 0.006  | 0.006  | 118556.000    | 118556.000 |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 178.000       | 178.000    |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.003  | 0.003  | 0.003   | 0.003  | 0.003  | 0.000         | 0.000      |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
