sample	timestamp	elapsed_ms	cpu_count	cpu_busy_pct	cpu_nonidle_pct	cpu_user_pct	cpu_system_pct	cpu_iowait_pct	cpu_steal_pct	cpu_idle_pct	load1	load5	load15	procs_running	procs_blocked	context_switches_per_sec	interrupts_per_sec	mem_total_bytes	mem_used_bytes	mem_available_bytes	mem_free_bytes	buffers_bytes	cached_bytes	swap_total_bytes	swap_used_bytes	swap_in_bytes_per_sec	swap_out_bytes_per_sec	disk_read_bytes_per_sec	disk_write_bytes_per_sec	disk_io_in_progress	disk_io_time_millis_per_sec	net_rx_bytes_per_sec	net_tx_bytes_per_sec	net_rx_packets_per_sec	net_tx_packets_per_sec	net_rx_errors_per_sec	net_tx_errors_per_sec	net_rx_drops_per_sec	net_tx_drops_per_sec	cpu_pressure_some_avg10	memory_pressure_some_avg10	memory_pressure_full_avg10	io_pressure_some_avg10	io_pressure_full_avg10
0	2026-09-25T01:28:27.433265269Z	0	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160000	0.030000	0.010000	2	0	0.000000	0.000000	3849883648	2817110016	1032773632	424128512	75177984	726343680	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180000	0.000000	0.000000	0.000000	0.000000
1	2026-09-25T01:28:28.443744893Z	1010	2	14.356436	14.356436	8.415842	5.940594	0.000000	0.000000	85.643564	0.160000	0.030000	0.010000	1	0	4495.884800	4046.593209	3849883648	2820816896	1029066752	409706496	75177984	737050624	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	4391301.790797	111255.088064	3341.977321	1036.141621	0.000000	0.000000	0.000000	0.000000	0.690000	0.000000	0.000000	0.000000	0.000000
2	2026-09-25T01:28:29.444670109Z	2011	2	3.980100	3.980100	1.492537	2.487562	0.000000	0.000000	96.019900	0.160000	0.030000	0.010000	1	0	2904.312866	1633.488660	3849883648	2821844992	1028038656	408674304	75177984	737054720	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	61340.246654	60716.823459	91.914958	88.917731	0.000000	0.000000	0.000000	0.000000	0.690000	0.000000	0.000000	0.000000	0.000000
3	2026-09-25T01:28:30.444077061Z	3010	2	1.010101	1.010101	1.010101	0.000000	0.000000	0.000000	98.989899	0.160000	0.030000	0.010000	1	0	2770.643147	1602.950639	3849883648	2821844992	1028038656	408674304	75177984	737054720	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58339.598649	58405.637814	63.037385	64.037978	0.000000	0.000000	0.000000	0.000000	0.560000	0.000000	0.000000	0.000000	0.000000
4	2026-09-25T01:28:31.443813953Z	4010	2	46.500000	47.500000	40.500000	6.000000	1.000000	0.000000	52.500000	0.160000	0.030000	0.010000	3	0	3870.018221	2620.689517	3849883648	2801311744	1048571904	343388160	75177984	822915072	0	0	0.000000	0.000000	0.000000	21046689.489238	0	40.010527	58320.344374	58320.344374	63.016580	63.016580	0.000000	0.000000	0.000000	0.000000	0.560000	0.000000	0.000000	0.000000	0.000000
5	2026-09-25T01:28:32.443781638Z	5010	2	20.398010	30.845771	15.422886	4.975124	10.447761	0.000000	69.154229	0.310000	0.070000	0.020000	1	0	8653.279665	3299.106624	3849883648	2829246464	1020637184	401256448	75177984	737071104	0	0	0.000000	0.000000	0.000000	115527317.727382	0	164.005300	58306.884420	58306.884420	63.002036	63.002036	0.000000	0.000000	0.000000	0.000000	0.640000	0.000000	0.000000	0.900000	0.900000
6	2026-09-25T01:28:33.443784413Z	6010	2	1.507538	1.507538	1.005025	0.502513	0.000000	0.000000	98.492462	0.310000	0.070000	0.020000	1	0	3010.991644	1744.995158	3849883648	2829246464	1020637184	401256448	75177984	737071104	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58304.838204	58304.838204	62.999825	62.999825	0.000000	0.000000	0.000000	0.000000	0.640000	0.000000	0.000000	0.900000	0.900000
7	2026-09-25T01:28:34.443787816Z	7010	2	5.500000	7.500000	4.000000	1.500000	2.000000	0.000000	92.500000	0.310000	0.070000	0.020000	2	0	4387.984778	2463.991452	3849883648	2831175680	1018707968	399224832	75194368	737263616	0	0	0.000000	0.000000	393214.635938	933884.760354	0	99.999653	68018.764043	67924.764369	130.999546	129.999549	0.000000	0.000000	0.000000	0.000000	0.520000	0.000000	0.000000	0.740000	0.740000
8	2026-09-25T01:28:35.443783815Z	8010	2	26.237624	58.910891	21.782178	4.455446	32.673267	0.000000	41.089109	0.310000	0.070000	0.020000	1	1	12757.050441	6562.025946	3849883648	2841993216	1007890432	369061888	75231232	756584448	0	0	0.000000	0.000000	17010755.260526	19198027.909002	1	788.003116	1341286.303446	1341286.303446	375.001483	375.001483	0.000000	0.000000	0.000000	0.000000	0.520000	0.000000	0.000000	0.740000	0.740000
9	2026-09-25T01:28:36.443800932Z	9010	2	49.000000	59.500000	44.000000	5.000000	10.500000	0.000000	40.500000	0.310000	0.070000	0.020000	2	0	8072.862681	2892.950791	3849883648	2840236032	1009647616	353349632	75239424	773939200	0	0	0.000000	0.000000	16383.721313	35356070.593239	0	299.994897	4206366.449707	4206366.449707	451.992312	451.992312	0.000000	0.000000	0.000000	0.000000	0.790000	0.000000	0.000000	4.950000	4.590000
