sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-25T06:13:04.911477791Z	0	26	10000	3	2	20	23	0.000	9415	0.000	958987	0.000	267275	0.000	244317	0.000	61522	0.000	21	0.000	4127879334	0.000	4690848551	0.000	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4067	0.000	0	0.000	0.000	16	0.000	23	0	0.000
1	2026-09-25T06:13:05.912602801Z	1001	26	10000	3	2	20	23	0.000	9415	0.000	959009	21.975	267296	20.976	244317	0.000	61522	0.000	21	0.000	4127904202	24840.055	4690879832	31245.848	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4068	0.999	0	0.000	0.000	16	0.000	23	0	0.000
2	2026-09-25T06:13:06.912730062Z	2001	26	10000	3	2	20	23	0.000	9415	0.000	959031	21.997	267317	20.997	244317	0.000	61522	0.000	21	0.000	4127929070	24864.835	4690911113	31277.019	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4069	1.000	0	0.000	0.000	16	0.000	23	0	0.000
3	2026-09-25T06:13:07.912698394Z	3001	26	10000	3	2	20	23	0.000	9415	0.000	959053	22.001	267338	21.001	244317	0.000	61522	0.000	21	0.000	4127953938	24868.788	4690942394	31281.991	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4070	1.000	0	0.000	0.000	16	0.000	23	0	0.000
4	2026-09-25T06:13:08.912611365Z	4001	26	10000	3	2	20	23	0.000	9415	0.000	959075	22.002	267359	21.002	244317	0.000	61522	0.000	21	0.000	4127978806	24870.164	4690973675	31283.723	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4071	1.000	0	0.000	0.000	16	0.000	23	0	0.000
5	2026-09-25T06:13:09.912612226Z	5001	26	10000	3	2	20	23	0.000	9415	0.000	959097	22.000	267380	21.000	244317	0.000	61522	0.000	21	0.000	4128003674	24867.978	4691004956	31280.973	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4072	1.000	0	0.000	0.000	16	0.000	23	0	0.000
6	2026-09-25T06:13:10.912701156Z	6001	26	10000	3	2	20	23	0.000	9415	0.000	959119	21.998	267401	20.998	244317	0.000	61522	0.000	21	0.000	4128028542	24865.789	4691036237	31278.218	65536	8373	0	289669215	0.000	73485	0.000	0.000	0	256	0.000	141	0.000	0	0.000	4073	1.000	0	0.000	0.000	16	0.000	23	0	0.000
7	2026-09-25T06:13:11.91298286Z	7001	26	10000	4	3	19	23	0.000	9417	1.999	959247	127.964	267426	24.993	244326	8.997	61522	0.000	21	0.000	4128280629	252016.003	4691069531	33284.623	65536	8272	480	289717183	47954.490	73559	73.979	99.846	0	256	0.000	141	0.000	0	0.000	4074	1.000	0	0.000	0.000	16	0.000	23	0	0.000
8	2026-09-25T06:13:12.913114255Z	8001	26	10000	4	3	19	23	0.000	9417	0.000	959277	29.996	267447	20.997	244329	3.000	61522	0.000	21	0.000	4132427472	4146298.239	4691101081	31545.855	65536	8116	786	290018803	301580.377	73560	1.000	100.000	0	256	0.000	141	0.000	0	0.000	4075	1.000	0	0.000	0.000	16	0.000	23	0	0.000
9	2026-09-25T06:13:13.91303092Z	9001	26	10000	4	3	19	23	0.000	9417	0.000	959303	26.002	267468	21.002	244334	5.000	61522	0.000	21	0.000	4136575048	4147921.717	4691132588	31509.626	65536	8126	1016	290471118	452352.702	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4076	1.000	0	0.000	0.000	16	0.000	23	0	0.000
10	2026-09-25T06:13:14.913039815Z	10001	26	10000	4	3	19	23	0.000	9417	0.000	959331	28.000	267490	22.000	244338	4.000	61522	0.000	21	0.000	4140723543	4148458.112	4691165120	32531.711	65536	8094	1193	290876855	405733.392	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4078	2.000	0	0.000	0.000	16	0.000	23	0	0.000
11	2026-09-25T06:13:15.912961758Z	11001	26	10000	4	3	19	23	0.000	9417	0.000	959357	26.002	267511	21.002	244341	3.000	61522	0.000	21	0.000	4144871281	4148061.740	4691196628	31510.459	65536	8114	1257	291316276	439455.298	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4079	1.000	0	0.000	0.000	16	0.000	23	0	0.000
12	2026-09-25T06:13:16.913406222Z	12001	26	10000	4	3	19	23	0.000	9417	0.000	959382	24.989	267532	20.991	244345	3.998	61522	0.000	21	0.000	4147988285	3115619.229	4691228080	31438.027	65536	8047	1498	291809023	492528.090	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4080	1.000	0	0.000	0.000	16	0.000	23	0	0.000
13	2026-09-25T06:13:17.913537432Z	13002	26	10000	4	3	19	23	0.000	9417	0.000	959408	25.997	267553	20.997	244349	3.999	61522	0.000	21	0.000	4152135999	4147169.866	4691259588	31503.867	65536	8090	1709	292316045	506955.484	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4081	1.000	0	0.000	0.000	16	0.000	23	0	0.000
14	2026-09-25T06:13:18.912616274Z	14001	26	10000	4	3	19	23	0.000	9417	0.000	959434	26.024	267574	21.019	244353	4.004	61522	0.000	21	0.000	4156283741	4151566.248	4691291096	31537.051	65536	8153	1897	292751063	435419.090	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4082	1.001	0	0.000	0.000	16	0.000	23	0	0.000
15	2026-09-25T06:13:19.912978683Z	15001	26	10000	4	3	19	23	0.000	9417	0.000	959460	25.991	267595	20.992	244357	3.999	61522	0.000	21	0.000	4160431514	4146270.300	4691322604	31496.585	65536	8127	1995	293255311	504065.316	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4083	1.000	0	0.000	0.000	16	0.000	23	0	0.000
16	2026-09-25T06:13:20.913045797Z	16001	26	10000	4	3	19	23	0.000	9417	0.000	959486	25.998	267616	20.999	244361	4.000	61522	0.000	21	0.000	4164579251	4147458.461	4691354112	31505.884	65536	8086	2219	293712690	457348.285	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4084	1.000	0	0.000	0.000	16	0.000	23	0	0.000
17	2026-09-25T06:13:21.912811961Z	17001	26	10000	4	3	19	23	0.000	9417	0.000	959512	26.006	267637	21.005	244365	4.001	61522	0.000	21	0.000	4168726971	4148690.308	4691385620	31515.371	65536	8076	2537	294207140	494565.671	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4085	1.000	0	0.000	0.000	16	0.000	23	0	0.000
18	2026-09-25T06:13:22.91338962Z	18001	26	10000	4	3	19	23	0.000	9417	0.000	959538	25.985	267658	20.988	244369	3.998	61522	0.000	21	0.000	4172874791	4145425.383	4691417128	31489.810	65536	8078	2772	294700495	493070.177	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4086	0.999	0	0.000	0.000	16	0.000	23	0	0.000
19	2026-09-25T06:13:23.91301555Z	19001	26	10000	4	3	19	23	0.000	9417	0.000	959573	35.013	267679	21.008	244373	4.001	61522	0.000	21	0.000	4177881984	5009066.742	4691448780	31663.844	65536	8127	2653	295104771	404427.284	73560	0.000	100.000	0	256	0.000	141	0.000	0	0.000	4087	1.000	0	0.000	0.000	16	0.000	23	0	0.000
