sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-24T21:43:36.392669659Z	0	isuconquest.go.service	1	0.000000	0.000000	0.000000	0.000000	23195648	0.597941	39985152	0.000000	0.000000	5
0	2026-09-24T21:43:36.392669659Z	0	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
0	2026-09-24T21:43:36.392669659Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	1758883840	45.340799	2285789184	0.000000	0.000000	118
1	2026-09-24T21:43:37.402874823Z	1010	isuconquest.go.service	1	0.714805	0.357403	0.365767	0.349038	23490560	0.605544	39985152	0.000000	0.000000	5
1	2026-09-24T21:43:37.402874823Z	1010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
1	2026-09-24T21:43:37.402874823Z	1010	mysql.service	1	1.093342	0.546671	0.983167	0.110176	1759285248	45.351147	2285789184	0.000000	0.000000	118
2	2026-09-24T21:43:38.403629753Z	2010	isuconquest.go.service	1	1.094374	0.547187	1.062898	0.031476	23924736	0.616736	39985152	0.000000	0.000000	5
2	2026-09-24T21:43:38.403629753Z	2010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
2	2026-09-24T21:43:38.403629753Z	2010	mysql.service	1	0.967769	0.483885	0.878237	0.089632	1759285248	45.351147	2285789184	0.000000	0.000000	118
3	2026-09-24T21:43:39.403342784Z	3010	isuconquest.go.service	1	1.043099	0.521550	0.971279	0.071821	24072192	0.620537	39985152	0.000000	0.000000	5
3	2026-09-24T21:43:39.403342784Z	3010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
3	2026-09-24T21:43:39.403342784Z	3010	mysql.service	1	0.917363	0.458682	0.835740	0.081623	1759285248	45.351147	2285789184	0.000000	0.000000	118
4	2026-09-24T21:43:40.403583863Z	4010	isuconquest.go.service	1	1.018354	0.509177	0.996560	0.021795	24436736	0.629934	39985152	0.000000	0.000000	5
4	2026-09-24T21:43:40.403583863Z	4010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
4	2026-09-24T21:43:40.403583863Z	4010	mysql.service	1	0.912180	0.456090	0.491382	0.420699	1759285248	45.351147	2285789184	0.000000	0.000000	118
5	2026-09-24T21:43:41.40291563Z	5010	isuconquest.go.service	1	1.237227	0.618613	0.555972	0.681255	25133056	0.647884	39985152	0.000000	0.000000	5
5	2026-09-24T21:43:41.40291563Z	5010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
5	2026-09-24T21:43:41.40291563Z	5010	mysql.service	1	0.935325	0.467663	0.850969	0.084456	1759285248	45.351147	2285789184	0.000000	4098.738921	118
6	2026-09-24T21:43:42.403674425Z	6011	isuconquest.go.service	1	1.188798	0.594399	1.097567	0.091331	25403392	0.654853	39985152	0.000000	0.000000	5
6	2026-09-24T21:43:42.403674425Z	6011	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5873664	0.151412	147865600	0.000000	0.000000	3
6	2026-09-24T21:43:42.403674425Z	6011	mysql.service	1	0.941286	0.470643	0.855551	0.085635	1759285248	45.351147	2285789184	0.000000	0.000000	118
7	2026-09-24T21:43:43.40343484Z	7010	isuconquest.go.service	1	2.609525	1.304763	1.511662	1.097863	28626944	0.737950	39985152	0.000000	0.000000	10
7	2026-09-24T21:43:43.40343484Z	7010	nginx.service	1	0.013303	0.006652	0.000000	0.013203	5890048	0.151835	147865600	0.000000	0.000000	3
7	2026-09-24T21:43:43.40343484Z	7010	mysql.service	1	9.462867	4.731434	9.051869	0.410998	1759272960	45.350830	2285789184	721068.758701	565383.458527	118
8	2026-09-24T21:43:44.402917171Z	8010	isuconquest.go.service	1	4.374865	2.187432	1.884075	2.490789	45719552	1.178566	45850624	0.000000	0.000000	10
8	2026-09-24T21:43:44.402917171Z	8010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5890048	0.151835	147865600	0.000000	0.000000	3
8	2026-09-24T21:43:44.402917171Z	8010	mysql.service	1	30.108786	15.054393	25.991055	4.117832	1759318016	45.351991	2285789184	672091.919808	13589370.768798	118
9	2026-09-24T21:43:45.403455971Z	9010	isuconquest.go.service	1	7.246496	3.623248	6.685998	0.560398	46526464	1.199367	46678016	0.000000	0.000000	10
9	2026-09-24T21:43:45.403455971Z	9010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5890048	0.151835	147865600	0.000000	0.000000	3
9	2026-09-24T21:43:45.403455971Z	9010	mysql.service	1	70.973959	35.486980	62.513518	8.460442	1803939840	46.502260	2285789184	0.000000	32005283.553222	118
10	2026-09-24T21:43:46.402927603Z	10010	isuconquest.go.service	1	8.340807	4.170403	7.752396	0.588411	47063040	1.213199	47296512	0.000000	0.000000	10
10	2026-09-24T21:43:46.402927603Z	10010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5890048	0.151835	147865600	0.000000	0.000000	3
10	2026-09-24T21:43:46.402927603Z	10010	mysql.service	1	97.168540	48.584270	82.913608	14.254932	1807532032	46.594860	2285789184	0.000000	29498593.877061	118
11	2026-09-24T21:43:47.402929475Z	11010	isuconquest.go.service	1	9.465082	4.732541	8.957083	0.508099	47321088	1.219851	47566848	0.000000	0.000000	10
11	2026-09-24T21:43:47.402929475Z	11010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5890048	0.151835	147865600	0.000000	0.000000	3
11	2026-09-24T21:43:47.402929475Z	11010	mysql.service	1	95.465722	47.732861	85.348641	10.117081	1778995200	45.859233	2285789184	0.000000	33767361.057639	118
12	2026-09-24T21:43:48.402880738Z	12010	isuconquest.go.service	1	7.454163	3.727082	5.682177	1.771886	57147392	1.473155	57147392	0.000000	0.000000	10
12	2026-09-24T21:43:48.402880738Z	12010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5890048	0.151835	147865600	0.000000	0.000000	3
12	2026-09-24T21:43:48.402880738Z	12010	mysql.service	1	91.535361	45.767680	82.081900	9.453361	1776271360	45.789017	2285789184	0.000000	36431599.494001	118
