+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 62820 | POST   | ^/user/[^/]+/present/receive$        | 62813 | 0   | 7   | 0   | 0.097  | 0.005  | 309.465 | 0.009  | 0.029  | 285532367.000 | 4545.246   |
| 36392 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 36384 | 0   | 8   | 0   | 0.127  | 0.008  | 289.812 | 0.015  | 0.041  | 76021195.000  | 2088.953   |
| 26375 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 26372 | 0   | 3   | 0   | 0.125  | 0.007  | 180.762 | 0.011  | 0.033  | 8794224.000   | 333.430    |
| 36404 | GET    | ^/user/[^/]+/gacha/index$            | 36395 | 0   | 9   | 0   | 0.095  | 0.005  | 174.761 | 0.009  | 0.028  | 315537627.000 | 8667.664   |
| 26455 | POST   | /user                                | 26435 | 0   | 20  | 0   | 0.100  | 0.006  | 150.876 | 0.011  | 0.044  | 193196254.000 | 7302.826   |
| 10743 | POST   | /login                               | 10004 | 0   | 739 | 0   | 0.132  | 0.014  | 149.143 | 0.025  | 0.064  | 15149310.000  | 1410.156   |
| 26405 | GET    | ^/user/[^/]+/item$                   | 26400 | 0   | 5   | 0   | 0.091  | 0.004  | 109.912 | 0.007  | 0.023  | 39972010.000  | 1513.805   |
| 26381 | POST   | ^/user/[^/]+/card$                   | 26377 | 0   | 4   | 0   | 0.081  | 0.004  | 103.284 | 0.006  | 0.020  | 5565761.000   | 210.976    |
| 9997  | POST   | ^/user/[^/]+/reward$                 | 9997  | 0   | 0   | 0   | 0.091  | 0.006  | 56.633  | 0.012  | 0.036  | 2152189.000   | 215.283    |
| 62835 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 62825 | 0   | 10  | 0   | 0.084  | 0.001  | 52.432  | 0.002  | 0.007  | 255457342.000 | 4065.526   |
| 36435 | GET    | ^/user/[^/]+/home$                   | 36428 | 0   | 7   | 0   | 0.070  | 0.001  | 32.404  | 0.002  | 0.009  | 14189943.000  | 389.459    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 30.338 | 30.338 | 30.338  | 30.338 | 30.338 | 18.000        | 18.000     |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.078  | 0.051  | 0.202   | 0.078  | 0.078  | 433.000       | 108.250    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.093  | 0.093  | 0.093   | 0.093  | 0.093  | 41130.000     | 41130.000  |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.021  | 0.021  | 0.021   | 0.021  | 0.021  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.006  | 0.006  | 0.006   | 0.006  | 0.006  | 118555.000    | 118555.000 |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 178.000       | 178.000    |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 0.000         | 0.000      |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
