sample	timestamp	elapsed_ms	cpu_count	cpu_busy_pct	cpu_nonidle_pct	cpu_user_pct	cpu_system_pct	cpu_iowait_pct	cpu_steal_pct	cpu_idle_pct	load1	load5	load15	procs_running	procs_blocked	context_switches_per_sec	interrupts_per_sec	mem_total_bytes	mem_used_bytes	mem_available_bytes	mem_free_bytes	buffers_bytes	cached_bytes	swap_total_bytes	swap_used_bytes	swap_in_bytes_per_sec	swap_out_bytes_per_sec	disk_read_bytes_per_sec	disk_write_bytes_per_sec	disk_io_in_progress	disk_io_time_millis_per_sec	net_rx_bytes_per_sec	net_tx_bytes_per_sec	net_rx_packets_per_sec	net_tx_packets_per_sec	net_rx_errors_per_sec	net_tx_errors_per_sec	net_rx_drops_per_sec	net_tx_drops_per_sec	cpu_pressure_some_avg10	memory_pressure_some_avg10	memory_pressure_full_avg10	io_pressure_some_avg10	io_pressure_full_avg10
0	2026-09-24T23:40:22.05597106Z	0	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010000	0.060000	0.190000	7	0	0.000000	0.000000	3879243776	2812821504	1066422272	427393024	67100672	763695104	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.180000	0.000000	0.000000	0.050000	0.030000
1	2026-09-24T23:40:23.068356668Z	1012	2	12.254902	12.254902	8.823529	3.431373	0.000000	0.000000	87.745098	0.010000	0.060000	0.190000	1	0	4033.048253	3300.125940	3879243776	2814750720	1064493056	417955840	67100672	771227648	0	0	0.000000	0.000000	129468.454730	0.000000	0	3.951064	3129261.203660	96909.714459	2431.879696	785.273907	0.000000	0.000000	0.000000	0.000000	0.180000	0.000000	0.000000	0.050000	0.030000
2	2026-09-24T23:40:24.068596316Z	2012	2	2.512563	2.512563	1.005025	1.507538	0.000000	0.000000	97.487437	0.010000	0.060000	0.190000	1	0	3160.242670	1743.582163	3879243776	2816036864	1063206912	416665600	67100672	771231744	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	61382.290164	60758.439665	91.977958	88.978677	0.000000	0.000000	0.000000	0.000000	0.510000	0.000000	0.000000	0.040000	0.030000
3	2026-09-24T23:40:25.068394363Z	3012	2	0.505051	0.505051	0.505051	0.000000	0.000000	0.000000	99.494949	0.010000	0.060000	0.190000	1	0	3231.652642	1792.361973	3879243776	2816036864	1063206912	416665600	67100672	771231744	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58316.777248	58316.777248	63.012726	63.012726	0.000000	0.000000	0.000000	0.000000	0.510000	0.000000	0.000000	0.040000	0.030000
4	2026-09-24T23:40:26.068408562Z	4012	2	0.505051	1.010101	0.505051	0.000000	0.505051	0.000000	98.989899	0.010000	0.060000	0.190000	1	0	3072.956373	1811.974275	3879243776	2816524288	1062719488	416178176	67100672	771239936	0	0	0.000000	0.000000	0.000000	118782.313647	0	3.999943	58356.171517	58356.171517	63.999091	63.999091	0.000000	0.000000	0.000000	0.000000	0.410000	0.000000	0.000000	0.030000	0.020000
5	2026-09-24T23:40:27.068594875Z	5012	2	1.507538	2.512563	1.005025	0.502513	1.005025	0.000000	97.487437	0.010000	0.060000	0.190000	1	0	3416.363487	1947.637130	3879243776	2817028096	1062215680	415662080	67100672	771244032	0	0	0.000000	0.000000	0.000000	19521994.798583	0	31.994039	58294.139044	58294.139044	62.988264	62.988264	0.000000	0.000000	0.000000	0.000000	0.410000	0.000000	0.000000	0.030000	0.020000
6	2026-09-24T23:40:28.068352825Z	6012	2	1.005025	1.005025	0.502513	0.502513	0.000000	0.000000	98.994975	0.010000	0.060000	0.190000	1	0	3063.741563	1783.431671	3879243776	2817286144	1061957632	415404032	67100672	771244032	0	0	0.000000	0.000000	0.000000	122909.749690	0	4.000968	58319.115850	58319.115850	63.015253	63.015253	0.000000	0.000000	0.000000	0.000000	0.340000	0.000000	0.000000	0.210000	0.020000
7	2026-09-24T23:40:29.068602178Z	7012	2	9.090909	18.686869	8.080808	1.010101	9.595960	0.000000	81.313131	0.090000	0.070000	0.190000	3	0	6614.350275	3534.118534	3879243776	2820087808	1059155968	410243072	67198976	773505024	0	0	0.000000	0.000000	3042569.134577	1793600.647301	0	259.935168	68806.838474	68714.861414	138.965340	137.965589	0.000000	0.000000	0.000000	0.000000	0.340000	0.000000	0.000000	0.210000	0.020000
8	2026-09-24T23:40:30.068603042Z	8012	2	19.095477	56.783920	15.075377	4.020101	37.688442	0.000000	43.216080	0.090000	0.070000	0.190000	2	1	12698.988926	6557.994281	3879243776	2879975424	999268352	332054528	67387392	791740416	0	0	0.000000	0.000000	16875505.284559	17833968.448780	1	851.999257	1340524.831062	1340524.831062	367.999679	367.999679	0.000000	0.000000	0.000000	0.000000	0.460000	0.000000	0.000000	3.070000	2.730000
9	2026-09-24T23:40:31.068486378Z	9012	2	39.896373	59.067358	35.751295	4.145078	19.170984	0.000000	40.932642	0.090000	0.070000	0.190000	4	0	9417.099352	4073.475538	3879243776	2874441728	1004802048	320696320	67469312	808558592	0	0	0.000000	0.000000	73736.608012	37634345.433486	0	464.054174	4208281.274756	4208281.274756	478.055808	478.055808	0.000000	0.000000	0.000000	0.000000	0.460000	0.000000	0.000000	3.070000	2.730000
