+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+--------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |  SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+--------+--------+--------+---------------+------------+
| 94775 | POST   | ^/user/[^/]+/present/receive$        | 94771 | 0   | 4   | 0   | 0.029  | 0.001  | 48.482 | 0.001  | 0.002  | 424663882.000 | 4480.758   |
| 94776 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 94776 | 0   | 0   | 0   | 0.028  | 0.000  | 37.372 | 0.001  | 0.002  | 379933598.000 | 4008.753   |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 33.998 | 33.998 | 33.998 | 33.998 | 33.998 | 18.000        | 18.000     |
| 52392 | GET    | ^/user/[^/]+/gacha/index$            | 52388 | 0   | 4   | 0   | 0.023  | 0.000  | 26.120 | 0.001  | 0.002  | 453968329.000 | 8664.841   |
| 42433 | POST   | /user                                | 42401 | 0   | 32  | 0   | 0.029  | 0.001  | 26.102 | 0.001  | 0.004  | 308972461.000 | 7281.419   |
| 52385 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 52384 | 0   | 1   | 0   | 0.023  | 0.000  | 24.079 | 0.001  | 0.002  | 109544043.000 | 2091.134   |
| 52401 | GET    | ^/user/[^/]+/home$                   | 52395 | 0   | 6   | 0   | 0.034  | 0.000  | 19.119 | 0.001  | 0.002  | 20416969.000  | 389.629    |
| 42331 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 42328 | 0   | 3   | 0   | 0.026  | 0.000  | 17.116 | 0.001  | 0.002  | 14113863.000  | 333.417    |
| 42374 | POST   | ^/user/[^/]+/card$                   | 42371 | 0   | 3   | 0   | 0.027  | 0.000  | 16.686 | 0.001  | 0.002  | 8940440.000   | 210.989    |
| 42380 | GET    | ^/user/[^/]+/item$                   | 42379 | 0   | 1   | 0   | 0.024  | 0.000  | 16.519 | 0.001  | 0.002  | 64098068.000  | 1512.460   |
| 10417 | POST   | /login                               | 10002 | 0   | 415 | 0   | 0.045  | 0.001  | 10.924 | 0.002  | 0.011  | 14067419.000  | 1350.429   |
| 10000 | POST   | ^/user/[^/]+/reward$                 | 10000 | 0   | 0   | 0   | 0.029  | 0.001  | 5.134  | 0.001  | 0.003  | 2152825.000   | 215.282    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.082  | 0.052  | 0.206  | 0.082  | 0.082  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.029  | 0.029  | 0.029  | 0.029  | 0.029  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.004  | 0.004  | 0.004  | 0.004  | 0.004  | 118556.000    | 118556.000 |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.003  | 0.003  | 0.003  | 0.003  | 0.003  | 41864.000     | 41864.000  |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002  | 0.002  | 0.002  | 0.000         | 0.000      |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.000  | 0.000  | 0.000  | 0.000  | 0.000  | 178.000       | 178.000    |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+--------+--------+--------+---------------+------------+
