+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
| COUNT | METHOD |                 URI                  | 2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM    |  P90   |  P99   |  SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
| 3065  | POST   | ^/user/[^/]+/present/receive$        | 3040 | 0   | 25  | 0   | 1.181  | 0.333  | 1019.446 | 0.704  | 0.968  | 14816046.000 | 4833.946   |
| 2416  | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 2378 | 0   | 38  | 0   | 0.909  | 0.193  | 466.703  | 0.433  | 0.686  | 4944962.000  | 2046.756   |
| 2427  | POST   | /login                               | 1851 | 0   | 576 | 0   | 0.754  | 0.147  | 357.096  | 0.353  | 0.532  | 2788714.000  | 1149.037   |
| 2436  | GET    | ^/user/[^/]+/gacha/index$            | 2415 | 0   | 21  | 0   | 0.753  | 0.122  | 296.526  | 0.316  | 0.528  | 20929108.000 | 8591.588   |
| 3083  | GET    | ^/user/[^/]+/present/index/[^/]+$    | 3066 | 0   | 17  | 0   | 0.693  | 0.089  | 273.336  | 0.215  | 0.362  | 13338566.000 | 4326.489   |
| 652   | POST   | /user                                | 652  | 0   | 0   | 0   | 0.874  | 0.355  | 231.643  | 0.665  | 0.792  | 4724502.000  | 7246.169   |
| 2503  | GET    | ^/user/[^/]+/home$                   | 2483 | 0   | 20  | 0   | 0.612  | 0.074  | 186.272  | 0.199  | 0.370  | 965852.000   | 385.878    |
| 1833  | POST   | ^/user/[^/]+/reward$                 | 1816 | 0   | 17  | 0   | 0.712  | 0.097  | 177.977  | 0.246  | 0.460  | 391210.000   | 213.426    |
| 604   | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 603  | 0   | 1   | 0   | 0.661  | 0.116  | 70.181   | 0.311  | 0.477  | 201122.000   | 332.983    |
| 606   | GET    | ^/user/[^/]+/item$                   | 604  | 0   | 2   | 0   | 0.697  | 0.092  | 55.707   | 0.246  | 0.414  | 919207.000   | 1516.843   |
| 603   | POST   | ^/user/[^/]+/card$                   | 603  | 0   | 0   | 0   | 0.468  | 0.080  | 47.956   | 0.219  | 0.359  | 127228.000   | 210.992    |
| 1     | POST   | /initialize                          | 1    | 0   | 0   | 0   | 22.818 | 22.818 | 22.818   | 22.818 | 22.818 | 18.000       | 18.000     |
| 4     | POST   | /admin/login                         | 2    | 0   | 2   | 0   | 0.125  | 0.063  | 0.251    | 0.125  | 0.125  | 433.000      | 108.250    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1    | 0   | 0   | 0   | 0.086  | 0.086  | 0.086    | 0.086  | 0.086  | 39163.000    | 39163.000  |
| 1     | PUT    | /admin/master                        | 1    | 0   | 0   | 0   | 0.025  | 0.025  | 0.025    | 0.025  | 0.025  | 58.000       | 58.000     |
| 1     | GET    | /admin/master                        | 1    | 0   | 0   | 0   | 0.006  | 0.006  | 0.006    | 0.006  | 0.006  | 118563.000   | 118563.000 |
| 1     | DELETE | /admin/logout                        | 1    | 0   | 0   | 0   | 0.002  | 0.002  | 0.002    | 0.002  | 0.002  | 0.000        | 0.000      |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1    | 0   | 0   | 0   | 0.000  | 0.000  | 0.000    | 0.000  | 0.000  | 178.000      | 178.000    |
| 1     | GET    | /index.html                          | 1    | 0   | 0   | 0   | 0.000  | 0.000  | 0.000    | 0.000  | 0.000  | 396.000      | 396.000    |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
