sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-25T04:45:14.469737964Z	0	isuconquest.go.service	1	0.000000	0.000000	0.000000	0.000000	578650112	14.916570	578908160	0.000000	0.000000	8
0	2026-09-25T04:45:14.469737964Z	0	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
0	2026-09-25T04:45:14.469737964Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	2007650304	51.753651	2512388096	0.000000	0.000000	57
1	2026-09-25T04:45:15.47951034Z	1009	isuconquest.go.service	1	0.072095	0.036048	0.068035	0.004159	578650112	14.916570	578908160	0.000000	0.000000	8
1	2026-09-25T04:45:15.47951034Z	1009	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
1	2026-09-25T04:45:15.47951034Z	1009	mysql.service	1	0.465055	0.232528	0.458321	0.006635	2007670784	51.754179	2512388096	0.000000	0.000000	57
2	2026-09-25T04:45:16.479911873Z	2010	isuconquest.go.service	1	18.376222	9.188111	17.959090	0.417133	579596288	14.940961	579686400	0.000000	0.000000	9
2	2026-09-25T04:45:16.479911873Z	2010	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
2	2026-09-25T04:45:16.479911873Z	2010	mysql.service	1	1.187523	0.593762	1.145840	0.041783	2007674880	51.754285	2512388096	0.000000	0.000000	57
3	2026-09-25T04:45:17.479519406Z	3009	isuconquest.go.service	1	1.167658	0.583829	0.743492	0.424066	579878912	14.948246	579997696	0.000000	0.000000	9
3	2026-09-25T04:45:17.479519406Z	3009	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
3	2026-09-25T04:45:17.479519406Z	3009	mysql.service	1	1.075922	0.537961	0.682868	0.392954	2007674880	51.754285	2512388096	0.000000	0.000000	57
4	2026-09-25T04:45:18.479430672Z	4009	isuconquest.go.service	1	1.067595	0.533797	0.695762	0.371833	580112384	14.954265	580231168	0.000000	0.000000	9
4	2026-09-25T04:45:18.479430672Z	4009	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
