sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-25T04:45:14.82191572Z	0	isuconquest.go.service	1	0.000000	0.000000	0.000000	0.000000	2768896	0.071377	2867200	0.000000	0.000000	8
0	2026-09-25T04:45:14.82191572Z	0	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
0	2026-09-25T04:45:14.82191572Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	1985716224	51.188122	2377912320	0.000000	0.000000	118
1	2026-09-25T04:45:15.831329507Z	1009	isuconquest.go.service	1	0.120070	0.060035	0.120070	0.000000	2805760	0.072327	2908160	0.000000	0.000000	8
1	2026-09-25T04:45:15.831329507Z	1009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
1	2026-09-25T04:45:15.831329507Z	1009	mysql.service	1	0.790261	0.395130	0.790261	0.000000	1985740800	51.188755	2377912320	0.000000	0.000000	118
2	2026-09-25T04:45:16.831983229Z	2010	isuconquest.go.service	1	1.167737	0.583868	0.454803	0.712834	4329472	0.111606	4550656	0.000000	0.000000	9
2	2026-09-25T04:45:16.831983229Z	2010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
2	2026-09-25T04:45:16.831983229Z	2010	mysql.service	1	0.792782	0.396391	0.681455	0.111427	1985740800	51.188755	2377912320	0.000000	0.000000	118
3	2026-09-25T04:45:17.831720125Z	3009	isuconquest.go.service	1	1.095788	0.547894	1.032172	0.063717	4726784	0.121848	4833280	0.000000	0.000000	9
3	2026-09-25T04:45:17.831720125Z	3009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
3	2026-09-25T04:45:17.831720125Z	3009	mysql.service	1	0.806212	0.403106	0.688381	0.117831	1985740800	51.188755	2377912320	0.000000	0.000000	118
4	2026-09-25T04:45:18.831527923Z	4009	isuconquest.go.service	1	1.058403	0.529202	1.058403	0.000000	4886528	0.125966	5115904	0.000000	0.000000	9
4	2026-09-25T04:45:18.831527923Z	4009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
4	2026-09-25T04:45:18.831527923Z	4009	mysql.service	1	0.828359	0.414180	0.767848	0.060412	1985740800	51.188755	2377912320	0.000000	4096.787640	118
5	2026-09-25T04:45:19.831983685Z	5010	isuconquest.go.service	1	1.128186	0.564093	1.128186	0.000000	5550080	0.143071	5754880	0.000000	0.000000	9
5	2026-09-25T04:45:19.831983685Z	5010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
5	2026-09-25T04:45:19.831983685Z	5010	mysql.service	1	0.844515	0.422258	0.781544	0.062971	1985740800	51.188755	2377912320	0.000000	0.000000	118
6	2026-09-25T04:45:20.831696497Z	6009	isuconquest.go.service	1	1.011090	0.505545	1.002088	0.008903	5677056	0.146344	5926912	0.000000	0.000000	9
6	2026-09-25T04:45:20.831696497Z	6009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
6	2026-09-25T04:45:20.831696497Z	6009	mysql.service	1	0.877052	0.438526	0.455731	0.421421	1985740800	51.188755	2377912320	0.000000	0.000000	118
7	2026-09-25T04:45:21.831469741Z	7009	isuconquest.go.service	1	0.995226	0.497613	0.171039	0.824187	5935104	0.152996	6057984	0.000000	0.000000	9
7	2026-09-25T04:45:21.831469741Z	7009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182501376	4.704551	285274112	0.000000	0.000000	3
7	2026-09-25T04:45:21.831469741Z	7009	mysql.service	1	0.784378	0.392189	0.730266	0.054012	1985740800	51.188755	2377912320	0.000000	0.000000	118
8	2026-09-25T04:45:22.831894234Z	8009	isuconquest.go.service	1	3.101784	1.550892	3.081192	0.020691	8781824	0.226379	8990720	0.000000	0.000000	12
8	2026-09-25T04:45:22.831894234Z	8009	nginx.service	1	0.013794	0.006897	0.005997	0.007697	182513664	4.704867	285274112	0.000000	0.000000	3
8	2026-09-25T04:45:22.831894234Z	8009	mysql.service	1	31.611183	15.805592	27.208852	4.402431	1985753088	51.189072	2377912320	786098.354703	7029848.307423	118
9	2026-09-25T04:45:23.831381634Z	9009	isuconquest.go.service	1	9.555798	4.777899	7.911956	1.643743	27168768	0.700361	27381760	0.000000	0.000000	13
9	2026-09-25T04:45:23.831381634Z	9009	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182513664	4.704867	285274112	0.000000	0.000000	3
9	2026-09-25T04:45:23.831381634Z	9009	mysql.service	1	65.866764	32.933382	56.985011	8.881753	1971007488	50.808958	2377912320	32784.805623	30371024.308545	118
10	2026-09-25T04:45:24.83215432Z	10010	isuconquest.go.service	1	8.810192	4.405096	7.558060	1.252232	27680768	0.713559	27811840	0.000000	0.000000	13
10	2026-09-25T04:45:24.83215432Z	10010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	182513664	4.704867	285274112	0.000000	0.000000	3
10	2026-09-25T04:45:24.83215432Z	10010	mysql.service	1	96.039291	48.019646	86.172815	9.866376	1999048704	51.531809	2377912320	16371.349989	30491639.354204	118
