+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 97515 | POST   | ^/user/[^/]+/present/receive$        | 97503 | 0   | 12  | 0   | 0.079  | 0.001  | 111.972 | 0.002  | 0.010  | 437002930.000 | 4481.392   |
| 97534 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 97521 | 0   | 13  | 0   | 0.054  | 0.001  | 67.957  | 0.001  | 0.006  | 391044775.000 | 4009.318   |
| 43869 | POST   | /user                                | 43822 | 0   | 47  | 0   | 0.062  | 0.001  | 58.416  | 0.002  | 0.013  | 319562673.000 | 7284.476   |
| 53732 | GET    | ^/user/[^/]+/gacha/index$            | 53722 | 0   | 10  | 0   | 0.058  | 0.001  | 54.735  | 0.002  | 0.009  | 465666235.000 | 8666.460   |
| 53720 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 53707 | 0   | 13  | 0   | 0.080  | 0.001  | 53.273  | 0.002  | 0.009  | 112317730.000 | 2090.799   |
| 43771 | GET    | ^/user/[^/]+/item$                   | 43768 | 0   | 3   | 0   | 0.080  | 0.001  | 38.390  | 0.001  | 0.008  | 66274163.000  | 1514.111   |
| 43729 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 43726 | 0   | 3   | 0   | 0.079  | 0.001  | 37.776  | 0.001  | 0.008  | 14580451.000  | 333.427    |
| 43762 | POST   | ^/user/[^/]+/card$                   | 43761 | 0   | 1   | 0   | 0.079  | 0.001  | 37.729  | 0.001  | 0.007  | 9233566.000   | 210.995    |
| 53774 | GET    | ^/user/[^/]+/home$                   | 53758 | 0   | 16  | 0   | 0.060  | 0.001  | 36.225  | 0.001  | 0.008  | 20949220.000  | 389.579    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 33.218 | 33.218 | 33.218  | 33.218 | 33.218 | 18.000        | 18.000     |
| 10674 | POST   | /login                               | 9953  | 0   | 721 | 0   | 0.062  | 0.002  | 26.227  | 0.005  | 0.022  | 14049320.000  | 1316.219   |
| 9943  | POST   | ^/user/[^/]+/reward$                 | 9941  | 0   | 2   | 0   | 0.045  | 0.001  | 12.236  | 0.003  | 0.014  | 2140231.000   | 215.250    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.101  | 0.056  | 0.224   | 0.101  | 0.101  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.058  | 0.058  | 0.058   | 0.058  | 0.058  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.005  | 0.005  | 0.005   | 0.005  | 0.005  | 118555.000    | 118555.000 |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 40927.000     | 40927.000  |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 0.000         | 0.000      |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  | 178.000       | 178.000    |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
