sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T21:12:41.711352334Z	0	26	10000	4	2	7	11	0.000	897	0.000	84268	0.000	33260	0.000	17262	0.000	3021	0.000	2	0.000	220599101	0.000	107377795	0.000	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	536	0.000	0	0.000	0.000	5	0.000	11	0	0.000
1	2026-09-24T21:12:42.712391279Z	1001	26	10000	4	2	7	11	0.000	897	0.000	84290	21.977	33281	20.978	17262	0.000	3021	0.000	2	0.000	220623969	24842.190	107409060	31232.551	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	537	0.999	0	0.000	0.000	5	0.000	11	0	0.000
2	2026-09-24T21:12:43.712636961Z	2001	26	10000	4	2	7	11	0.000	897	0.000	84312	21.995	33302	20.995	17262	0.000	3021	0.000	2	0.000	220648837	24861.892	107440325	31257.321	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	538	1.000	0	0.000	0.000	5	0.000	11	0	0.000
3	2026-09-24T21:12:44.712815034Z	3001	26	10000	4	2	7	11	0.000	897	0.000	84334	21.996	33323	20.996	17262	0.000	3021	0.000	2	0.000	220673705	24863.572	107471590	31259.434	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	539	1.000	0	0.000	0.000	5	0.000	11	0	0.000
4	2026-09-24T21:12:45.712915904Z	4001	26	10000	4	2	7	11	0.000	897	0.000	84356	21.998	33344	20.998	17262	0.000	3021	0.000	2	0.000	220698573	24865.492	107502855	31261.847	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	540	1.000	0	0.000	0.000	5	0.000	11	0	0.000
5	2026-09-24T21:12:46.712890522Z	5001	26	10000	4	2	7	11	0.000	897	0.000	84378	22.001	33365	21.001	17262	0.000	3021	0.000	2	0.000	220723441	24868.631	107534120	31265.794	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	541	1.000	0	0.000	0.000	5	0.000	11	0	0.000
6	2026-09-24T21:12:47.712982136Z	6001	26	10000	4	2	7	11	0.000	897	0.000	84400	21.998	33386	20.998	17262	0.000	3021	0.000	2	0.000	220748309	24865.722	107565385	31262.136	65536	8436	0	22840914	0.000	19395	0.000	0.000	0	0	0.000	0	0.000	0	0.000	542	1.000	0	0.000	0.000	5	0.000	11	0	0.000
7	2026-09-24T21:12:48.713658716Z	7002	26	10000	5	3	6	11	0.000	898	0.999	84445	44.970	33410	23.984	17262	0.000	3021	0.000	2	0.000	220774360	26033.386	107597213	31806.480	65536	8563	112	22855863	14938.892	19512	116.921	99.217	0	0	0.000	0	0.000	0	0.000	543	0.999	0	0.000	0.000	5	0.000	11	0	0.000
8	2026-09-24T21:12:49.71244533Z	8001	26	10000	5	3	6	11	0.000	898	0.000	84496	51.062	33431	21.026	17263	1.001	3021	0.000	2	0.000	220808771	34452.805	107628799	31624.373	65536	9968	451	22883772	27942.906	19583	71.086	99.746	0	0	0.000	0	0.000	0	0.000	544	1.001	0	0.000	0.000	5	0.000	11	0	0.000
9	2026-09-24T21:12:50.713032518Z	9001	26	10000	5	3	6	11	0.000	899	0.999	84584	87.948	33453	21.987	17274	10.994	3021	0.000	2	0.000	224142484	3331756.636	107661463	32644.831	65536	9606	791	23122799	238886.729	19590	6.996	99.997	0	0	0.000	0	0.000	0	0.000	545	0.999	0	0.000	0.000	5	0.000	11	0	0.000
10	2026-09-24T21:12:51.713250929Z	10001	26	10000	5	3	6	11	0.000	899	0.000	84612	27.994	33475	21.995	17278	3.999	3021	0.000	2	0.000	228290500	4147110.259	107693962	32491.904	65536	9073	1137	23616452	493545.208	19592	2.000	100.000	0	0	0.000	0	0.000	0	0.000	547	2.000	0	0.000	0.000	5	0.000	11	0	0.000
11	2026-09-24T21:12:52.712832063Z	11001	26	10000	5	3	6	11	0.000	899	0.000	84639	27.011	33496	21.009	17282	4.002	3021	0.000	2	0.000	233469064	5180734.059	107725510	31561.220	65536	8687	1318	24052882	436612.884	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	548	1.000	0	0.000	0.000	5	0.000	11	0	0.000
12	2026-09-24T21:12:53.71343852Z	12002	26	10000	5	3	6	11	0.000	899	0.000	84665	25.984	33517	20.987	17287	4.997	3021	0.000	2	0.000	237616802	4145224.054	107757002	31472.913	65536	8466	1507	24498669	445516.808	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	549	0.999	0	0.000	0.000	5	0.000	11	0	0.000
13	2026-09-24T21:12:54.713295537Z	13001	26	10000	5	3	6	11	0.000	899	0.000	84690	25.004	33538	21.003	17290	3.000	3021	0.000	2	0.000	240733806	3117449.764	107788438	31440.496	65536	8228	1808	25000174	501576.720	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	550	1.000	0	0.000	0.000	5	0.000	11	0	0.000
14	2026-09-24T21:12:55.713974171Z	14002	26	10000	5	3	6	11	0.000	899	0.000	84716	25.982	33559	20.986	17294	3.997	3021	0.000	2	0.000	244881520	4144901.113	107819930	31470.643	65536	8196	1980	25506149	505631.859	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	551	0.999	0	0.000	0.000	5	0.000	11	0	0.000
15	2026-09-24T21:12:56.713830373Z	15002	26	10000	5	3	6	11	0.000	899	0.000	84743	27.004	33580	21.003	17298	4.001	3021	0.000	2	0.000	250059995	5179219.777	107851478	31552.537	65536	8182	1761	25987694	481614.257	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	552	1.000	0	0.000	0.000	5	0.000	11	0	0.000
16	2026-09-24T21:12:57.713713067Z	16002	26	10000	5	3	6	11	0.000	899	0.000	84769	26.003	33601	21.002	17302	4.000	3021	0.000	2	0.000	254207735	4148226.562	107882970	31495.694	65536	8120	1832	26458828	471189.268	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	553	1.000	0	0.000	0.000	5	0.000	11	0	0.000
17	2026-09-24T21:12:58.71257898Z	17001	26	10000	5	3	6	11	0.000	899	0.000	84795	26.030	33622	21.024	17307	5.006	3021	0.000	2	0.000	258355475	4152449.293	107914462	31527.756	65536	8057	1909	26937162	478877.095	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	554	1.001	0	0.000	0.000	5	0.000	11	0	0.000
18	2026-09-24T21:12:59.713981299Z	18002	26	10000	5	3	6	11	0.000	899	0.000	84820	24.965	33643	20.971	17310	2.996	3021	0.000	2	0.000	261472492	3112652.028	107945898	31391.978	65536	8095	2245	27396788	458982.354	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	555	0.999	0	0.000	0.000	5	0.000	11	0	0.000
19	2026-09-24T21:13:00.713664118Z	19002	26	10000	5	3	6	11	0.000	899	0.000	84847	27.009	33664	21.007	17314	4.001	3021	0.000	2	0.000	266651053	5180203.720	107977446	31558.008	65536	8082	2481	27880518	483883.447	19592	0.000	100.000	0	0	0.000	0	0.000	0	0.000	556	1.000	0	0.000	0.000	5	0.000	11	0	0.000
20	2026-09-24T21:13:01.712911543Z	20001	26	10000	5	3	6	11	0.000	899	0.000	84883	36.027	33686	22.017	17319	5.004	3021	0.000	2	0.000	270628153	3980095.651	108010034	32612.546	65536	8002	1504	28293712	413505.228	19595	3.002	99.999	0	0	0.000	0	0.000	0	0.000	558	2.002	0	0.000	0.000	5	0.000	11	0	0.000
21	2026-09-24T21:13:02.713292232Z	21001	26	10000	5	3	6	11	0.000	899	0.000	84912	28.989	33707	20.992	17322	2.999	3021	0.000	2	0.000	273157876	2528760.329	108041513	31467.021	65536	8063	315	28560037	266223.652	19595	0.000	100.000	0	0	0.000	0	0.000	0	0.000	559	1.000	0	0.000	0.000	5	0.000	11	0	0.000
