+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 31336 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 31322 | 0   | 14  | 0   | 0.264  | 0.013  | 412.728 | 0.027  | 0.115  | 65417827.000  | 2087.625   |
| 52820 | POST   | ^/user/[^/]+/present/receive$        | 52814 | 0   | 6   | 0   | 0.233  | 0.008  | 402.218 | 0.017  | 0.063  | 241614500.000 | 4574.300   |
| 10775 | POST   | /login                               | 9875  | 0   | 900 | 0   | 0.739  | 0.025  | 266.626 | 0.059  | 0.143  | 15470485.000  | 1435.776   |
| 31348 | GET    | ^/user/[^/]+/gacha/index$            | 31338 | 0   | 10  | 0   | 0.187  | 0.008  | 241.378 | 0.017  | 0.067  | 271598314.000 | 8663.976   |
| 21439 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 21432 | 0   | 7   | 0   | 0.267  | 0.011  | 235.891 | 0.020  | 0.099  | 7146288.000   | 333.331    |
| 52829 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 52826 | 0   | 3   | 0   | 0.302  | 0.003  | 178.552 | 0.008  | 0.036  | 216129976.000 | 4091.124   |
| 21712 | POST   | /user                                | 21518 | 0   | 194 | 0   | 0.222  | 0.008  | 172.716 | 0.017  | 0.066  | 157090494.000 | 7235.192   |
| 21464 | GET    | ^/user/[^/]+/item$                   | 21461 | 0   | 3   | 0   | 0.182  | 0.006  | 138.312 | 0.013  | 0.057  | 32539196.000  | 1515.989   |
| 21444 | POST   | ^/user/[^/]+/card$                   | 21442 | 0   | 2   | 0   | 0.184  | 0.006  | 135.387 | 0.013  | 0.056  | 4524255.000   | 210.980    |
| 9854  | POST   | ^/user/[^/]+/reward$                 | 9854  | 0   | 0   | 0   | 0.222  | 0.009  | 88.065  | 0.023  | 0.072  | 2121401.000   | 215.283    |
| 31390 | GET    | ^/user/[^/]+/home$                   | 31361 | 0   | 29  | 0   | 0.158  | 0.001  | 40.662  | 0.003  | 0.012  | 12215211.000  | 389.143    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 26.806 | 26.806 | 26.806  | 26.806 | 26.806 | 18.000        | 18.000     |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.172  | 0.074  | 0.295   | 0.172  | 0.172  | 433.000       | 108.250    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.100  | 0.100  | 0.100   | 0.100  | 0.100  | 40592.000     | 40592.000  |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.080  | 0.080  | 0.080   | 0.080  | 0.080  | 58.000        | 58.000     |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.014  | 0.014  | 0.014   | 0.014  | 0.014  | 0.000         | 0.000      |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 118555.000    | 118555.000 |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 177.000       | 177.000    |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
