sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-23T15:36:00.738011936Z	0	26	151	3	2	1	4	0.000	87	0.000	18278	0.000	15630	0.000	1135	0.000	0	0.000	2	0.000	1143731615	0.000	23182562	0.000	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	822	0.000	0	0.000	0.000	1	0.000	4	0	0.000
1	2026-09-23T15:36:01.739159544Z	1001	26	151	3	2	1	4	0.000	87	0.000	18300	21.975	15651	20.976	1135	0.000	0	0.000	2	0.000	1143756483	24839.494	23213815	31217.175	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	823	0.999	0	0.000	0.000	1	0.000	4	0	0.000
2	2026-09-23T15:36:02.739539757Z	2001	26	151	3	2	1	4	0.000	87	0.000	18322	21.992	15672	20.992	1135	0.000	0	0.000	2	0.000	1143781351	24858.548	23245068	31241.122	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	824	1.000	0	0.000	0.000	1	0.000	4	0	0.000
3	2026-09-23T15:36:03.739103412Z	3001	26	151	3	2	1	4	0.000	87	0.000	18344	22.010	15693	21.009	1135	0.000	0	0.000	2	0.000	1143806219	24878.856	23276321	31266.643	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	825	1.000	0	0.000	0.000	1	0.000	4	0	0.000
4	2026-09-23T15:36:04.739101434Z	4001	26	151	3	2	1	4	0.000	87	0.000	18366	22.000	15714	21.000	1135	0.000	0	0.000	2	0.000	1143831087	24868.049	23307574	31253.062	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	826	1.000	0	0.000	0.000	1	0.000	4	0	0.000
5	2026-09-23T15:36:05.739512748Z	5001	26	151	3	2	1	4	0.000	87	0.000	18388	21.991	15735	20.991	1135	0.000	0	0.000	2	0.000	1143855955	24857.776	23338827	31240.151	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	827	1.000	0	0.000	0.000	1	0.000	4	0	0.000
6	2026-09-23T15:36:06.739142953Z	6001	26	151	3	2	1	4	0.000	87	0.000	18410	22.008	15756	21.008	1135	0.000	0	0.000	2	0.000	1143880823	24877.199	23370080	31264.561	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	828	1.000	0	0.000	0.000	1	0.000	4	0	0.000
7	2026-09-23T15:36:07.739117144Z	7001	26	151	3	2	1	4	0.000	87	0.000	18432	22.001	15777	21.001	1135	0.000	0	0.000	2	0.000	1143905691	24868.642	23401333	31253.806	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	829	1.000	0	0.000	0.000	1	0.000	4	0	0.000
8	2026-09-23T15:36:08.739506146Z	8001	26	151	3	2	1	4	0.000	87	0.000	18454	21.991	15798	20.992	1135	0.000	0	0.000	2	0.000	1143930559	24858.330	23432586	31240.847	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	830	1.000	0	0.000	0.000	1	0.000	4	0	0.000
9	2026-09-23T15:36:09.739136271Z	9001	26	151	3	2	1	4	0.000	87	0.000	18476	22.008	15819	21.008	1135	0.000	0	0.000	2	0.000	1143955427	24877.202	23463839	31264.564	8192	900	0	72936466	0.000	8421	0.000	0.000	0	0	0.000	0	0.000	0	0.000	831	1.000	0	0.000	0.000	1	0.000	4	0	0.000
