sample	timestamp	elapsed_ms	cpu_count	cpu_busy_pct	cpu_nonidle_pct	cpu_user_pct	cpu_system_pct	cpu_iowait_pct	cpu_steal_pct	cpu_idle_pct	load1	load5	load15	procs_running	procs_blocked	context_switches_per_sec	interrupts_per_sec	mem_total_bytes	mem_used_bytes	mem_available_bytes	mem_free_bytes	buffers_bytes	cached_bytes	swap_total_bytes	swap_used_bytes	swap_in_bytes_per_sec	swap_out_bytes_per_sec	disk_read_bytes_per_sec	disk_write_bytes_per_sec	disk_io_in_progress	disk_io_time_millis_per_sec	net_rx_bytes_per_sec	net_tx_bytes_per_sec	net_rx_packets_per_sec	net_tx_packets_per_sec	net_rx_errors_per_sec	net_tx_errors_per_sec	net_rx_drops_per_sec	net_tx_drops_per_sec	cpu_pressure_some_avg10	memory_pressure_some_avg10	memory_pressure_full_avg10	io_pressure_some_avg10	io_pressure_full_avg10
0	2026-09-23T15:36:01.213854604Z	0	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.330000	0.990000	0.480000	1	0	0.000000	0.000000	3879243776	1075773440	2803470336	588378112	84267008	2299703296	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.490000	0.000000	0.000000	1.960000	1.750000
1	2026-09-23T15:36:02.223117894Z	1009	2	10.837438	11.330049	6.403941	4.433498	0.492611	0.000000	88.669951	1.220000	0.980000	0.480000	1	0	3552.096638	3237.015262	3879243776	1071325184	2807918592	585461760	84267008	2307014656	0	0	0.000000	0.000000	454541.544402	0.000000	0	19.816439	2660165.667290	86502.718228	1971.735651	872.914125	0.000000	0.000000	0.000000	0.000000	0.490000	0.000000	0.000000	1.960000	1.750000
2	2026-09-23T15:36:03.223880003Z	2010	2	1.500000	1.500000	1.000000	0.500000	0.000000	0.000000	98.500000	1.220000	0.980000	0.480000	1	0	3267.509782	1872.572884	3879243776	1071308800	2807934976	585461760	84267008	2307018752	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58259.599485	58259.599485	62.952023	62.952023	0.000000	0.000000	0.000000	0.000000	0.580000	0.000000	0.000000	1.600000	1.430000
3	2026-09-23T15:36:04.223154089Z	3009	2	3.000000	3.000000	2.000000	1.000000	0.000000	0.000000	97.000000	1.220000	0.980000	0.480000	1	0	3538.568725	2050.488495	3879243776	1073901568	2805342208	582868992	84267008	2307018752	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	61700.789961	60882.195725	97.070466	90.065380	0.000000	0.000000	0.000000	0.000000	0.580000	0.000000	0.000000	1.600000	1.430000
4	2026-09-23T15:36:05.223153707Z	4009	2	0.507614	1.522843	0.507614	0.000000	1.015228	0.000000	98.477157	1.220000	0.980000	0.480000	1	0	3220.001211	1844.000693	3879243776	1073889280	2805354496	582868992	84267008	2307031040	0	0	0.000000	0.000000	0.000000	19677191.398624	0	44.000017	58356.021942	58356.021942	64.000024	64.000024	0.000000	0.000000	0.000000	0.000000	0.480000	0.000000	0.000000	1.310000	1.170000
5	2026-09-23T15:36:06.223853273Z	5009	2	1.990050	1.990050	0.995025	0.995025	0.000000	0.000000	98.009950	1.220000	0.980000	0.480000	1	0	3215.750383	1865.694831	3879243776	1073881088	2805362688	582868992	84267008	2307039232	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58263.241250	58263.241250	62.955958	62.955958	0.000000	0.000000	0.000000	0.000000	0.480000	0.000000	0.000000	1.310000	1.170000
6	2026-09-23T15:36:07.223972389Z	6010	2	1.005025	1.005025	0.502513	0.502513	0.000000	0.000000	98.994975	1.120000	0.960000	0.480000	2	0	3326.603702	1878.776181	3879243776	1074368512	2804875264	582381568	84267008	2307039232	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58297.055072	58297.055072	62.992496	62.992496	0.000000	0.000000	0.000000	0.000000	0.390000	0.000000	0.000000	1.070000	0.960000
7	2026-09-23T15:36:08.223721795Z	7009	2	1.010101	1.010101	0.505051	0.505051	0.000000	0.000000	98.989899	1.120000	0.960000	0.480000	1	0	2992.750028	1728.433171	3879243776	1074880512	2804363264	581865472	84267008	2307043328	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58318.615520	58318.615520	63.015793	63.015793	0.000000	0.000000	0.000000	0.000000	0.390000	0.000000	0.000000	1.070000	0.960000
8	2026-09-23T15:36:09.223453884Z	8009	2	1.005025	1.005025	1.005025	0.000000	0.000000	0.000000	98.994975	1.120000	0.960000	0.480000	1	0	2985.799905	1745.467616	3879243776	1075134464	2804109312	581607424	84267008	2307047424	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58319.624002	58319.624002	63.016882	63.016882	0.000000	0.000000	0.000000	0.000000	0.320000	0.000000	0.000000	0.880000	0.790000
9	2026-09-23T15:36:10.223199813Z	9009	2	1.492537	1.990050	0.995025	0.497512	0.497512	0.000000	98.009950	1.120000	0.960000	0.480000	1	0	3482.884904	1963.498870	3879243776	1075380224	2803863552	581349376	84267008	2307059712	0	0	0.000000	0.000000	0.000000	213046.129056	0	8.002033	58318.817179	58318.817179	63.016011	63.016011	0.000000	0.000000	0.000000	0.000000	0.320000	0.000000	0.000000	0.880000	0.790000
