Count	Query	Sum(QueryTime)	Avg(QueryTime)	Max(QueryTime)	Min(QueryTime)	P95(QueryTime)	Sum(LockTime)	Avg(LockTime)	Max(LockTime)	Sum(RowsExamined)	Avg(RowsExamined)	Max(RowsExamined)	Sum(RowsSent)	Avg(RowsSent)
319	SELECT CONCAT_WS('S', `w`.`REQUESTING_ENGINE_TRANSACTION_ID`, `w`.`REQUESTING_EVENT_ID`, `w`.`REQUESTING_ENGINE_LOCK_ID`, `w`.`BLOCKING_ENGINE_TRANSACTION_ID`, `w`.`BLOCKING_EVENT_ID`, `w`.`BLOCKING_ENGINE_LOCK_ID`) AS `wait_key`,`w`.`REQUESTING_ENGINE_TRANSACTION_ID`,`w`.`BLOCKING_ENGINE_TRANSACTION_ID`,`rl`.`OBJECT_SCHEMA`,`rl`.`OBJECT_NAME`,`rl`.`INDEX_NAME`,`rl`.`LOCK_TYPE`,`rl`.`LOCK_MODE`,`rl`.`LOCK_DATA`,`bl`.`LOCK_TYPE`,`bl`.`LOCK_MODE`,`bl`.`LOCK_DATA`,`w`.`REQUESTING_THREAD_ID`,`rt`.`PROCESSLIST_ID`,`rs`.`SQL_TEXT`,`w`.`BLOCKING_THREAD_ID`,`bt`.`PROCESSLIST_ID`,`bs`.`SQL_TEXT` FROM (((((`performance_schema`.`data_lock_waits` AS `w` JOIN `performance_schema`.`data_locks` AS `rl` ON `rl`.`ENGINE_LOCK_ID` = `w`.`REQUESTING_ENGINE_LOCK_ID`) JOIN `performance_schema`.`data_locks` AS `bl` ON `bl`.`ENGINE_LOCK_ID` = `w`.`BLOCKING_ENGINE_LOCK_ID`) LEFT JOIN `performance_schema`.`threads` AS `rt` ON `rt`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`threads` AS `bt` ON `bt`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `rs` ON `rs`.`THREAD_ID` = `w`.`REQUESTING_THREAD_ID`) LEFT JOIN `performance_schema`.`events_statements_current` AS `bs` ON `bs`.`THREAD_ID` = `w`.`BLOCKING_THREAD_ID` ORDER BY `wait_key`	2447.298530	7.671782	17.117812	0.125002	14.893531	0.016139	0.000051	0.009665	247919	777.175549	2114	9528	29.868339
77	UPDATE `user_one_time_tokens` SET `deleted_at`=N WHERE `token` = 'S'	502.060975	6.520272	14.615980	0.108553	14.412712	476.465231	6.187860	14.484899	42542	552.493506	578	0	0.000000
1	LOAD DATA INFILE /var/lib/mysql-files/5_user_presents_not_receive_data.tsv REPLACE INTO TABLE `user_presents` FIELDS ESCAPED BY | IGNORE 1 LINES	25.711947	25.711947	25.711947	25.711947	25.711947	0.000002	0.000002	0.000002	0	0.000000	0	0	0.000000
104	SELECT * FROM `user_presents` WHERE `user_id` = N AND `deleted_at` IS NULL ORDER BY `created_at` DESC,`id` LIMIT N,N	20.779763	0.199805	0.599908	0.100600	0.393819	0.000321	0.000003	0.000148	55380	532.500000	679	2716	26.115385
39	INSERT INTO `user_presents` (`id`,`user_id`,`sent_at`,`item_type`,`item_id`,`amount`,`present_message`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N,'S',N,N)	8.315864	0.213227	0.354606	0.102336	0.347927	0.000034	0.000001	0.000002	0	0.000000	0	0	0.000000
43	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` = N	6.471847	0.150508	0.294092	0.100646	0.274414	0.000034	0.000001	0.000001	43	1.000000	1	0	0.000000
29	INSERT INTO `user_present_all_received_history` (`id`,`user_id`,`present_all_id`,`received_at`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N)	4.880638	0.168298	0.257561	0.108160	0.250416	0.000028	0.000001	0.000002	0	0.000000	0	0	0.000000
