+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| COUNT | METHOD |                 URI                  |  2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM   |  P90   |  P99   |   SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
| 95699 | POST   | ^/user/[^/]+/present/receive$        | 95694 | 0   | 5   | 0   | 0.123  | 0.001  | 101.348 | 0.002  | 0.008  | 429054474.000 | 4483.375   |
| 95714 | GET    | ^/user/[^/]+/present/index/[^/]+$    | 95704 | 0   | 10  | 0   | 0.037  | 0.001  | 63.256  | 0.001  | 0.005  | 383904786.000 | 4010.957   |
| 42932 | POST   | /user                                | 42892 | 0   | 40  | 0   | 0.112  | 0.001  | 52.348  | 0.002  | 0.010  | 312770734.000 | 7285.259   |
| 52840 | GET    | ^/user/[^/]+/gacha/index$            | 52830 | 0   | 10  | 0   | 0.124  | 0.001  | 50.104  | 0.002  | 0.007  | 457935129.000 | 8666.448   |
| 52830 | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 52828 | 0   | 2   | 0   | 0.080  | 0.001  | 47.298  | 0.002  | 0.007  | 110474542.000 | 2091.133   |
| 42791 | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 42788 | 0   | 3   | 0   | 0.099  | 0.001  | 34.592  | 0.001  | 0.007  | 14267563.000  | 333.424    |
| 42837 | POST   | ^/user/[^/]+/card$                   | 42835 | 0   | 2   | 0   | 0.098  | 0.001  | 34.201  | 0.001  | 0.007  | 9038289.000   | 210.993    |
| 42847 | GET    | ^/user/[^/]+/item$                   | 42845 | 0   | 2   | 0   | 0.067  | 0.001  | 34.081  | 0.001  | 0.007  | 64875411.000  | 1514.118   |
| 52894 | GET    | ^/user/[^/]+/home$                   | 52876 | 0   | 18  | 0   | 0.036  | 0.001  | 33.156  | 0.001  | 0.006  | 20605249.000  | 389.557    |
| 1     | POST   | /initialize                          | 1     | 0   | 0   | 0   | 32.973 | 32.973 | 32.973  | 32.973 | 32.973 | 18.000        | 18.000     |
| 10676 | POST   | /login                               | 10007 | 0   | 669 | 0   | 0.150  | 0.002  | 25.679  | 0.005  | 0.023  | 14159804.000  | 1326.321   |
| 9998  | POST   | ^/user/[^/]+/reward$                 | 9988  | 0   | 10  | 0   | 0.119  | 0.001  | 11.743  | 0.002  | 0.011  | 2150789.000   | 215.122    |
| 4     | POST   | /admin/login                         | 2     | 0   | 2   | 0   | 0.095  | 0.055  | 0.220   | 0.095  | 0.095  | 433.000       | 108.250    |
| 1     | PUT    | /admin/master                        | 1     | 0   | 0   | 0   | 0.029  | 0.029  | 0.029   | 0.029  | 0.029  | 58.000        | 58.000     |
| 1     | GET    | /admin/master                        | 1     | 0   | 0   | 0   | 0.005  | 0.005  | 0.005   | 0.005  | 0.005  | 118548.000    | 118548.000 |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1     | 0   | 0   | 0   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  | 40914.000     | 40914.000  |
| 1     | DELETE | /admin/logout                        | 1     | 0   | 0   | 0   | 0.002  | 0.002  | 0.002   | 0.002  | 0.002  | 0.000         | 0.000      |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1     | 0   | 0   | 0   | 0.001  | 0.001  | 0.001   | 0.001  | 0.001  | 178.000       | 178.000    |
+-------+--------+--------------------------------------+-------+-----+-----+-----+--------+--------+---------+--------+--------+---------------+------------+
