sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T22:14:05.327767571Z	0	26	10000	6	2	16	22	0.000	6001	0.000	454716	0.000	133113	0.000	112349	0.000	27695	0.000	8	0.000	1740843654	0.000	2574686561	0.000	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1365	0.000	0	0.000	0.000	12	0.000	22	0	0.000
1	2026-09-24T22:14:06.328981278Z	1001	26	10000	6	2	16	22	0.000	6001	0.000	454738	21.973	133134	20.975	112349	0.000	27695	0.000	8	0.000	1740868522	24837.854	2574717840	31241.083	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1366	0.999	0	0.000	0.000	12	0.000	22	0	0.000
2	2026-09-24T22:14:07.329059178Z	2001	26	10000	6	2	16	22	0.000	6001	0.000	454760	21.998	133155	20.998	112349	0.000	27695	0.000	8	0.000	1740893390	24866.062	2574749119	31276.563	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1367	1.000	0	0.000	0.000	12	0.000	22	0	0.000
3	2026-09-24T22:14:08.329111537Z	3001	26	10000	6	2	16	22	0.000	6001	0.000	454782	21.999	133176	20.999	112349	0.000	27695	0.000	8	0.000	1740918258	24866.698	2574780398	31277.363	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1368	1.000	0	0.000	0.000	12	0.000	22	0	0.000
4	2026-09-24T22:14:09.329099895Z	4001	26	10000	6	2	16	22	0.000	6001	0.000	454804	22.000	133197	21.000	112349	0.000	27695	0.000	8	0.000	1740943126	24868.290	2574811677	31279.364	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1369	1.000	0	0.000	0.000	12	0.000	22	0	0.000
5	2026-09-24T22:14:10.32907964Z	5001	26	10000	6	2	16	22	0.000	6001	0.000	454826	22.000	133218	21.000	112349	0.000	27695	0.000	8	0.000	1740967994	24868.504	2574842956	31279.634	65536	8243	0	121531472	0.000	38842	0.000	0.000	0	131	0.000	94	0.000	0	0.000	1370	1.000	0	0.000	0.000	12	0.000	22	0	0.000
6	2026-09-24T22:14:11.329580577Z	6001	26	10000	7	3	15	22	0.000	6002	0.999	454871	44.977	133242	23.988	112349	0.000	27695	0.000	8	0.000	1740994045	26037.946	2574874798	31826.045	65536	8550	208	121548555	17074.440	38967	124.937	99.268	0	131	0.000	94	0.000	0	0.000	1371	0.999	0	0.000	0.000	12	0.000	22	0	0.000
7	2026-09-24T22:14:12.329422186Z	7001	26	10000	6	2	16	22	0.000	6002	0.000	454928	57.009	133263	21.003	112350	1.000	27695	0.000	8	0.000	1741030154	36114.734	2574906464	31671.029	65536	9707	516	121576681	28130.466	39050	83.013	99.705	0	131	0.000	94	0.000	0	0.000	1372	1.000	0	0.000	0.000	12	0.000	22	0	0.000
8	2026-09-24T22:14:13.329218067Z	8001	26	10000	7	3	15	22	0.000	6003	1.000	455010	82.017	133285	22.004	112361	11.002	27695	0.000	8	0.000	1744362169	3332695.270	2574939076	32618.658	65536	9339	839	121844700	268073.719	39050	0.000	100.000	0	131	0.000	94	0.000	0	0.000	1373	1.000	0	0.000	0.000	12	0.000	22	0	0.000
9	2026-09-24T22:14:14.329792974Z	9002	26	10000	7	3	15	22	0.000	6003	0.000	455036	25.985	133306	20.988	112365	3.998	27695	0.000	8	0.000	1748509537	4144985.003	2574970581	31486.898	65536	8889	1058	122291407	446450.331	39050	0.000	100.000	0	131	0.000	94	0.000	0	0.000	1374	0.999	0	0.000	0.000	12	0.000	22	0	0.000
