ingress_host	upstream_addr	upstream_status	cache_status	requests	status_2xx	status_3xx	status_4xx	status_5xx	status_other	response_time_sum_ms	response_time_avg_ms	upstream_time_sum_ms	upstream_time_avg_ms
isucon-1	127.0.0.1:8080	200	NONE	21827	21827	0	0	0	0	3175708.000	145.494	3175580.000	145.489
isucon-1	127.0.0.1:8080	204	NONE	1	1	0	0	0	0	6.000	6.000	8.000	8.000
isucon-1	127.0.0.1:8080	400	NONE	2	0	0	2	0	0	2.000	1.000	0.000	0.000
isucon-1	127.0.0.1:8080	401	NONE	2	0	0	2	0	0	66.000	33.000	64.000	32.000
isucon-1	127.0.0.1:8080	403	NONE	550	0	0	550	0	0	34297.000	62.358	34360.000	62.473
isucon-1	127.0.0.1:8080	404	NONE	2	0	0	2	0	0	3.000	1.500	4.000	2.000
isucon-1	127.0.0.1:8080	422	NONE	30	0	0	30	0	0	214.000	7.133	208.000	6.933
isucon-1	127.0.0.1:8080	NONE	NONE	122	0	0	122	0	0	27118.000	222.279	27120.000	222.295
isucon-5	NONE	NONE	NONE	2	1	0	1	0	0	0.000	0.000	0.000	0.000
