sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T16:18:20.569731923Z	0	26	10000	1	2	2	3	0.000	85	0.000	29503	0.000	25501	0.000	1701	0.000	0	0.000	3	0.000	1718064447	0.000	37886193	0.000	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1337	0.000	0	0.000	0.000	0	0.000	3	0	0.000
1	2026-09-24T16:18:21.571634844Z	1001	26	10000	3	2	0	3	0.000	87	1.996	29529	25.951	25523	21.958	1701	0.000	0	0.000	3	0.000	1718090233	25737.025	37918697	32442.265	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1339	1.996	0	0.000	0.000	0	0.000	3	0	0.000
2	2026-09-24T16:18:22.571765533Z	2002	26	10000	3	2	0	3	0.000	87	0.000	29551	21.997	25544	20.997	1701	0.000	0	0.000	3	0.000	1718115101	24864.751	37949956	31254.916	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1340	1.000	0	0.000	0.000	0	0.000	3	0	0.000
3	2026-09-24T16:18:23.570883783Z	3001	26	10000	3	2	0	3	0.000	87	0.000	29573	22.019	25565	21.019	1701	0.000	0	0.000	3	0.000	1718139969	24889.946	37981215	31286.587	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1341	1.001	0	0.000	0.000	0	0.000	3	0	0.000
4	2026-09-24T16:18:24.571508017Z	4001	26	10000	3	2	0	3	0.000	87	0.000	29595	21.986	25586	20.987	1701	0.000	0	0.000	3	0.000	1718164837	24852.486	38012474	31239.500	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1342	0.999	0	0.000	0.000	0	0.000	3	0	0.000
5	2026-09-24T16:18:25.57159118Z	5001	26	10000	3	2	0	3	0.000	87	0.000	29617	21.998	25607	20.998	1701	0.000	0	0.000	3	0.000	1718189705	24865.932	38043733	31256.401	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1343	1.000	0	0.000	0.000	0	0.000	3	0	0.000
6	2026-09-24T16:18:26.570871197Z	6001	26	10000	3	2	0	3	0.000	87	0.000	29639	22.016	25628	21.015	1701	0.000	0	0.000	3	0.000	1718214573	24885.918	38074992	31281.522	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1344	1.001	0	0.000	0.000	0	0.000	3	0	0.000
7	2026-09-24T16:18:27.571528307Z	7001	26	10000	3	2	0	3	0.000	87	0.000	29661	21.986	25649	20.986	1701	0.000	0	0.000	3	0.000	1718239441	24851.670	38106251	31238.473	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1345	0.999	0	0.000	0.000	0	0.000	3	0	0.000
8	2026-09-24T16:18:28.571662204Z	8001	26	10000	3	2	0	3	0.000	87	0.000	29683	21.997	25670	20.997	1701	0.000	0	0.000	3	0.000	1718264309	24864.670	38137510	31254.815	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1346	1.000	0	0.000	0.000	0	0.000	3	0	0.000
9	2026-09-24T16:18:29.571094046Z	9001	26	10000	3	2	0	3	0.000	87	0.000	29705	22.013	25691	21.012	1701	0.000	0	0.000	3	0.000	1718289177	24882.137	38168769	31276.770	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1347	1.001	0	0.000	0.000	0	0.000	3	0	0.000
10	2026-09-24T16:18:30.57088331Z	10001	26	10000	3	2	0	3	0.000	87	0.000	29727	22.005	25712	21.004	1701	0.000	0	0.000	3	0.000	1718314045	24873.242	38200028	31265.589	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1348	1.000	0	0.000	0.000	0	0.000	3	0	0.000
11	2026-09-24T16:18:31.570883189Z	11001	26	10000	3	2	0	3	0.000	87	0.000	29751	24.000	25734	22.000	1701	0.000	0	0.000	3	0.000	1718339561	25516.003	38232286	32258.004	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1350	2.000	0	0.000	0.000	0	0.000	3	0	0.000
12	2026-09-24T16:18:32.571560554Z	12001	26	10000	3	2	0	3	0.000	87	0.000	29773	21.985	25755	20.986	1701	0.000	0	0.000	3	0.000	1718364429	24851.167	38263545	31237.841	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1351	0.999	0	0.000	0.000	0	0.000	3	0	0.000
13	2026-09-24T16:18:33.571637757Z	13001	26	10000	3	2	0	3	0.000	87	0.000	29795	21.998	25776	20.998	1701	0.000	0	0.000	3	0.000	1718389297	24866.080	38294804	31256.587	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1352	1.000	0	0.000	0.000	0	0.000	3	0	0.000
14	2026-09-24T16:18:34.570834912Z	14001	26	10000	3	2	0	3	0.000	87	0.000	29817	22.018	25797	21.017	1701	0.000	0	0.000	3	0.000	1718414165	24887.981	38326063	31284.116	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1353	1.001	0	0.000	0.000	0	0.000	3	0	0.000
15	2026-09-24T16:18:35.571493633Z	15001	26	10000	3	2	0	3	0.000	87	0.000	29839	21.986	25818	20.986	1701	0.000	0	0.000	3	0.000	1718439033	24851.630	38357322	31238.423	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1354	0.999	0	0.000	0.000	0	0.000	3	0	0.000
16	2026-09-24T16:18:36.57080885Z	16001	26	10000	3	2	0	3	0.000	87	0.000	29861	22.015	25839	21.014	1701	0.000	0	0.000	3	0.000	1718463901	24885.041	38388581	31280.421	65536	8192	0	109336054	0.000	3310	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1355	1.001	0	0.000	0.000	0	0.000	3	0	0.000
