sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T16:18:20.582218142Z	0	26	10000	1	2	2	3	0.000	86	0.000	29509	0.000	25506	0.000	1701	0.000	0	0.000	3	0.000	1718069494	0.000	37893057	0.000	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1337	0.000	0	0.000	0.000	0	0.000	3	0	0.000
1	2026-09-24T16:18:21.584301889Z	1002	26	10000	3	2	0	3	0.000	88	1.996	29535	25.946	25528	21.954	1701	0.000	0	0.000	3	0.000	1718095280	25732.380	37925561	32436.411	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1339	1.996	0	0.000	0.000	0	0.000	3	0	0.000
2	2026-09-24T16:18:22.584238011Z	2002	26	10000	3	2	0	3	0.000	88	0.000	29557	22.001	25549	21.001	1701	0.000	0	0.000	3	0.000	1718120148	24869.589	37956820	31260.997	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1340	1.000	0	0.000	0.000	0	0.000	3	0	0.000
3	2026-09-24T16:18:23.583422893Z	3001	26	10000	3	2	0	3	0.000	88	0.000	29579	22.018	25570	21.017	1701	0.000	0	0.000	3	0.000	1718145016	24888.287	37988079	31284.501	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1341	1.001	0	0.000	0.000	0	0.000	3	0	0.000
4	2026-09-24T16:18:24.583394791Z	4001	26	10000	3	2	0	3	0.000	88	0.000	29601	22.001	25591	21.001	1701	0.000	0	0.000	3	0.000	1718169884	24868.699	38019338	31259.878	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1342	1.000	0	0.000	0.000	0	0.000	3	0	0.000
5	2026-09-24T16:18:25.583422361Z	5001	26	10000	3	2	0	3	0.000	88	0.000	29623	21.999	25612	20.999	1701	0.000	0	0.000	3	0.000	1718194752	24867.315	38050597	31258.138	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1343	1.000	0	0.000	0.000	0	0.000	3	0	0.000
6	2026-09-24T16:18:26.58431533Z	6002	26	10000	3	2	0	3	0.000	88	0.000	29645	21.980	25633	20.981	1701	0.000	0	0.000	3	0.000	1718219620	24845.813	38081856	31231.111	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1344	0.999	0	0.000	0.000	0	0.000	3	0	0.000
7	2026-09-24T16:18:27.583438243Z	7001	26	10000	3	2	0	3	0.000	88	0.000	29667	22.019	25654	21.018	1701	0.000	0	0.000	3	0.000	1718244488	24889.831	38113115	31286.441	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1345	1.001	0	0.000	0.000	0	0.000	3	0	0.000
8	2026-09-24T16:18:28.584347264Z	8002	26	10000	3	2	0	3	0.000	88	0.000	29689	21.980	25675	20.981	1701	0.000	0	0.000	3	0.000	1718269356	24845.415	38144374	31230.611	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1346	0.999	0	0.000	0.000	0	0.000	3	0	0.000
9	2026-09-24T16:18:29.583442321Z	9001	26	10000	3	2	0	3	0.000	88	0.000	29711	22.020	25696	21.019	1701	0.000	0	0.000	3	0.000	1718294224	24890.525	38175633	31287.314	65536	8192	0	109335834	0.000	3504	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1347	1.001	0	0.000	0.000	0	0.000	3	0	0.000
