ingress_host	count	method	uri	2xx	3xx	4xx	5xx	max	avg	sum	p90	p99	sum_body	avg_body
isucon-1	1	POST	/initialize	1	0	0	0	23.688	23.688	23.688	23.688	23.688	18	18
isucon-1	4	POST	/login	3	0	1	0	0.116	0.034	0.137	0.116	0.116	7105	1776.25
isucon-1	3	POST	/admin/login	1	0	2	0	0.062	0.042	0.126	0.062	0.062	265	88.333
isucon-1	1	GET	^/admin/user/[^/]+$	1	0	0	0	0.104	0.104	0.104	0.104	0.104	42269	42269
isucon-1	3	GET	^/user/[^/]+/home$	1	0	2	0	0.002	0.001	0.004	0.002	0.002	490	163.333
isucon-1	1	POST	/user	1	0	0	0	0.003	0.003	0.003	0.003	0.003	7114	7114
