sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T20:14:42.708023753Z	0	26	10000	5	2	17	22	0.000	4087	0.000	118252	0.000	38925	0.000	19201	0.000	16353	0.000	2	0.000	818928218	0.000	82874679	0.000	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	271	0.000	0	0.000	0.000	1	0.000	22	0	0.000
1	2026-09-24T20:14:43.70908806Z	1001	26	10000	5	2	17	22	0.000	4087	0.000	118274	21.977	38946	20.978	19201	0.000	16353	0.000	2	0.000	818953086	24841.561	82905947	31234.756	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	272	0.999	0	0.000	0.000	1	0.000	22	0	0.000
2	2026-09-24T20:14:44.70914886Z	2001	26	10000	5	2	17	22	0.000	4087	0.000	118296	21.999	38967	20.999	19201	0.000	16353	0.000	2	0.000	818977954	24866.488	82937215	31266.099	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	273	1.000	0	0.000	0.000	1	0.000	22	0	0.000
3	2026-09-24T20:14:45.709090908Z	3001	26	10000	5	2	17	22	0.000	4087	0.000	118318	22.001	38988	21.001	19201	0.000	16353	0.000	2	0.000	819002822	24869.441	82968483	31269.812	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	274	1.000	0	0.000	0.000	1	0.000	22	0	0.000
4	2026-09-24T20:14:46.709162881Z	4001	26	10000	5	2	17	22	0.000	4087	0.000	118340	21.998	39009	20.998	19201	0.000	16353	0.000	2	0.000	819027690	24866.211	82999751	31265.750	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	275	1.000	0	0.000	0.000	1	0.000	22	0	0.000
5	2026-09-24T20:14:47.709260833Z	5001	26	10000	5	2	17	22	0.000	4087	0.000	118362	21.998	39030	20.998	19201	0.000	16353	0.000	2	0.000	819052558	24865.564	83031019	31264.938	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	276	1.000	0	0.000	0.000	1	0.000	22	0	0.000
6	2026-09-24T20:14:48.70915844Z	6001	26	10000	5	2	17	22	0.000	4087	0.000	118384	22.002	39051	21.002	19201	0.000	16353	0.000	2	0.000	819077426	24870.546	83062287	31271.202	65536	8192	0	52082016	0.000	16683	0.000	0.000	0	0	0.000	0	0.000	0	0.000	277	1.000	0	0.000	0.000	1	0.000	22	0	0.000
7	2026-09-24T20:14:49.710131193Z	7002	26	10000	6	3	16	22	0.000	4088	0.999	118438	53.948	39075	23.977	19201	0.000	16353	0.000	2	0.000	819104570	27117.622	83094217	31898.971	65536	9973	302	52114057	32009.863	16688	4.995	99.984	0	0	0.000	0	0.000	0	0.000	278	0.999	0	0.000	0.000	1	0.000	22	0	0.000
8	2026-09-24T20:14:50.709109485Z	8001	26	10000	6	3	16	22	0.000	4089	1.001	118540	102.104	39097	22.023	19211	10.010	16353	0.000	2	0.000	820385270	1282009.840	83126948	32764.476	65536	9770	578	52181537	67549.015	16700	12.012	99.982	0	0	0.000	0	0.000	0	0.000	279	1.001	0	0.000	0.000	1	0.000	22	0	0.000
9	2026-09-24T20:14:51.710047833Z	9002	26	10000	6	3	16	22	0.000	4089	0.000	118566	25.976	39118	20.980	19215	3.996	16353	0.000	2	0.000	824532187	4143029.347	83158442	31464.475	65536	9274	1023	52612836	430894.666	16700	0.000	100.000	0	0	0.000	0	0.000	0	0.000	280	0.999	0	0.000	0.000	1	0.000	22	0	0.000
