sample	timestamp	elapsed_ms	cpu_count	cpu_busy_pct	cpu_nonidle_pct	cpu_user_pct	cpu_system_pct	cpu_iowait_pct	cpu_steal_pct	cpu_idle_pct	load1	load5	load15	procs_running	procs_blocked	context_switches_per_sec	interrupts_per_sec	mem_total_bytes	mem_used_bytes	mem_available_bytes	mem_free_bytes	buffers_bytes	cached_bytes	swap_total_bytes	swap_used_bytes	swap_in_bytes_per_sec	swap_out_bytes_per_sec	disk_read_bytes_per_sec	disk_write_bytes_per_sec	disk_io_in_progress	disk_io_time_millis_per_sec	net_rx_bytes_per_sec	net_tx_bytes_per_sec	net_rx_packets_per_sec	net_tx_packets_per_sec	net_rx_errors_per_sec	net_tx_errors_per_sec	net_rx_drops_per_sec	net_tx_drops_per_sec	cpu_pressure_some_avg10	memory_pressure_some_avg10	memory_pressure_full_avg10	io_pressure_some_avg10	io_pressure_full_avg10
0	2026-09-23T19:24:54.878706931Z	0	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.970000	0.530000	0.210000	6	0	0.000000	0.000000	3879243776	1956827136	1922416640	533823488	83152896	1485676544	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.370000	0.000000	0.000000	6.500000	6.090000
1	2026-09-23T19:24:55.888135604Z	1009	2	9.090909	14.141414	4.545455	4.545455	5.050505	0.000000	85.858586	0.970000	0.530000	0.210000	2	0	4883.950859	3888.338158	3879243776	1955782656	1923461120	527429632	83152896	1493086208	0	0	0.000000	0.000000	361138.941541	6334133.570168	0	146.617592	2980532.554046	106834.691378	2286.441903	734.078618	0.000000	0.000000	0.000000	0.000000	0.370000	0.000000	0.000000	6.500000	6.090000
2	2026-09-23T19:24:56.888929919Z	2010	2	2.525253	8.080808	1.010101	1.515152	5.555556	0.000000	91.919192	0.970000	0.530000	0.210000	1	0	3873.922862	2151.291184	3879243776	1956392960	1922850816	526655488	83152896	1493250048	0	0	0.000000	0.000000	0.000000	6376503.009753	0	127.898408	61348.269781	60724.765044	91.926980	88.929362	0.000000	0.000000	0.000000	0.000000	0.660000	0.000000	0.000000	6.400000	5.890000
3	2026-09-23T19:24:57.88818028Z	3009	2	1.005025	7.035176	0.502513	0.502513	6.030151	0.000000	92.964824	0.970000	0.530000	0.210000	1	0	3689.765184	2048.535213	3879243776	1956392960	1922850816	526655488	83152896	1493250048	0	0	0.000000	0.000000	0.000000	6222391.184401	0	128.095998	58400.766703	58400.766703	64.047999	64.047999	0.000000	0.000000	0.000000	0.000000	0.660000	0.000000	0.000000	6.400000	5.890000
4	2026-09-23T19:24:58.888913108Z	4010	2	1.005025	7.035176	0.502513	0.502513	6.030151	0.000000	92.964824	0.970000	0.530000	0.210000	1	0	3528.415048	1935.581973	3879243776	1956380672	1922863104	526655488	83152896	1493262336	0	0	0.000000	0.000000	0.000000	6237734.173567	0	131.903366	58262.316444	58262.316444	62.953879	62.953879	0.000000	0.000000	0.000000	0.000000	0.540000	0.000000	0.000000	6.150000	5.730000
5	2026-09-23T19:24:59.888180497Z	5009	2	1.015228	7.614213	1.015228	0.000000	6.598985	0.000000	92.385787	0.890000	0.520000	0.210000	1	0	3997.928951	2250.648864	3879243776	1956380672	1922863104	526655488	83152896	1493262336	0	0	0.000000	0.000000	0.000000	25786827.868473	0	152.111439	58423.802271	58437.812535	64.046922	64.046922	0.000000	0.000000	0.000000	0.000000	0.540000	0.000000	0.000000	6.150000	5.730000
6	2026-09-23T19:25:00.888898887Z	6010	2	1.005025	7.035176	0.502513	0.502513	6.030151	0.000000	92.964824	0.890000	0.520000	0.210000	1	0	3901.197419	2137.464467	3879243776	1956380672	1922863104	526655488	83152896	1493262336	0	0	0.000000	0.000000	0.000000	6217357.512537	0	127.908112	58263.144340	58263.144340	62.954774	62.954774	0.000000	0.000000	0.000000	0.000000	0.440000	0.000000	0.000000	6.120000	5.770000
7	2026-09-23T19:25:01.888648001Z	7009	2	0.000000	6.122449	0.000000	0.000000	6.122449	0.000000	93.877551	0.890000	0.520000	0.210000	1	0	3829.960884	2156.541046	3879243776	1956372480	1922871296	526655488	83152896	1493270528	0	0	0.000000	0.000000	0.000000	6235676.443920	0	124.031118	58319.631579	58319.631579	63.015810	63.015810	0.000000	0.000000	0.000000	0.000000	0.440000	0.000000	0.000000	6.120000	5.770000
8	2026-09-23T19:25:02.888390338Z	8009	2	0.507614	6.091371	0.000000	0.507614	5.583756	0.000000	93.908629	0.890000	0.520000	0.210000	1	0	3619.932719	2031.523446	3879243776	1956368384	1922875392	526655488	83152896	1493274624	0	0	0.000000	0.000000	0.000000	6198845.206854	0	124.031958	58320.026855	58320.026855	63.016237	63.016237	0.000000	0.000000	0.000000	0.000000	0.360000	0.000000	0.000000	5.920000	5.630000
9	2026-09-23T19:25:03.889100527Z	9010	2	1.010101	6.565657	1.010101	0.000000	5.555556	0.000000	93.434343	0.890000	0.520000	0.210000	1	0	3839.273429	2099.508973	3879243776	1956360192	1922883584	526655488	83152896	1493282816	0	0	0.000000	0.000000	0.000000	6209222.340687	0	127.909162	58263.622399	58263.622399	62.955290	62.955290	0.000000	0.000000	0.000000	0.000000	0.360000	0.000000	0.000000	5.920000	5.630000
10	2026-09-23T19:25:04.888816898Z	10010	2	0.507614	7.614213	0.507614	0.000000	7.106599	0.000000	92.385787	0.820000	0.510000	0.200000	1	0	4396.246850	2399.680590	3879243776	1956356096	1922887680	526655488	83152896	1493291008	0	0	0.000000	0.000000	0.000000	7079895.978858	0	144.040852	60277.095609	60277.095609	69.019575	69.019575	0.000000	0.000000	0.000000	0.000000	0.290000	0.000000	0.000000	5.930000	5.700000
11	2026-09-23T19:25:05.888766946Z	11010	2	0.507614	6.598985	0.507614	0.000000	6.091371	0.000000	93.401015	0.820000	0.510000	0.200000	1	0	4124.206021	2244.112102	3879243776	1956343808	1922899968	526655488	83152896	1493299200	0	0	0.000000	0.000000	0.000000	6222134.820523	0	128.006394	58307.912713	58307.912713	63.003147	63.003147	0.000000	0.000000	0.000000	0.000000	0.290000	0.000000	0.000000	5.930000	5.700000
12	2026-09-23T19:25:06.888525486Z	12009	2	0.505051	6.565657	0.505051	0.000000	6.060606	0.000000	93.434343	0.820000	0.510000	0.200000	1	0	3762.908588	2039.492454	3879243776	1956339712	1922904064	526655488	83152896	1493303296	0	0	0.000000	0.000000	0.000000	6235617.646001	0	124.029948	58319.081667	58319.081667	63.015216	63.015216	0.000000	0.000000	0.000000	0.000000	0.240000	0.000000	0.000000	5.940000	5.750000
13	2026-09-23T19:25:07.888229476Z	13009	2	1.507538	7.035176	1.005025	0.502513	5.527638	0.000000	92.964824	0.820000	0.510000	0.200000	1	0	4050.198887	2248.665621	3879243776	1956335616	1922908160	526655488	83152896	1493307392	0	0	0.000000	0.000000	0.000000	6231860.674383	0	128.037900	58322.263798	58322.263798	63.018654	63.018654	0.000000	0.000000	0.000000	0.000000	0.240000	0.000000	0.000000	5.940000	5.750000
14	2026-09-23T19:25:08.888953638Z	14010	2	1.010101	7.070707	0.505051	0.505051	6.060606	0.000000	92.929293	0.820000	0.510000	0.200000	1	0	3841.218343	2097.481088	3879243776	1956331520	1922912256	526655488	83152896	1493311488	0	0	0.000000	0.000000	0.000000	6127274.872628	0	127.907375	58262.808405	58262.808405	62.954411	62.954411	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	5.770000	5.620000
15	2026-09-23T19:25:09.888731795Z	15010	2	0.507614	5.583756	0.507614	0.000000	5.076142	0.000000	94.416244	0.750000	0.500000	0.200000	1	0	3653.810576	2039.452440	3879243776	1956323328	1922920448	526655488	83152896	1493319680	0	0	0.000000	0.000000	0.000000	5342369.172547	0	112.024852	58317.937485	58317.937485	63.013979	63.013979	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	5.770000	5.620000
16	2026-09-23T19:25:10.888187462Z	16009	2	0.505051	5.555556	0.000000	0.505051	5.050505	0.000000	94.444444	0.750000	0.500000	0.200000	1	0	3675.000428	2129.158974	3879243776	1956839424	1922404352	526139392	83152896	1493319680	0	0	0.000000	0.000000	0.000000	5348191.202310	0	108.058820	58544.867962	58544.867962	67.036490	67.036490	0.000000	0.000000	0.000000	0.000000	0.160000	0.000000	0.000000	5.630000	5.500000
17	2026-09-23T19:25:11.889101275Z	17010	2	1.507538	6.532663	1.005025	0.502513	5.025126	0.000000	93.467337	0.750000	0.500000	0.200000	1	0	3882.452157	2137.047134	3879243776	1957089280	1922154496	525881344	83152896	1493327872	0	0	0.000000	0.000000	0.000000	5348584.383362	0	111.897746	58279.743097	58293.730315	63.941569	63.941569	0.000000	0.000000	0.000000	0.000000	0.160000	0.000000	0.000000	5.630000	5.500000
18	2026-09-23T19:25:12.888816737Z	18010	2	1.010101	5.555556	0.505051	0.505051	4.545455	0.000000	94.444444	0.750000	0.500000	0.200000	1	0	4161.184007	2295.653196	3879243776	1957347328	1921896448	525623296	83152896	1493327872	0	0	0.000000	0.000000	0.000000	5350898.523262	0	112.031877	58321.594593	58321.594593	63.017931	63.017931	0.000000	0.000000	0.000000	0.000000	0.130000	0.000000	0.000000	5.520000	5.410000
19	2026-09-23T19:25:13.888482614Z	19009	2	0.507614	5.583756	0.507614	0.000000	5.076142	0.000000	94.416244	0.750000	0.500000	0.200000	1	0	3704.237678	2077.694210	3879243776	1957593088	1921650688	525365248	83152896	1493344256	0	0	0.000000	0.000000	0.000000	5002887.589816	0	104.034761	58324.487669	58324.487669	63.021057	63.021057	0.000000	0.000000	0.000000	0.000000	0.130000	0.000000	0.000000	5.520000	5.410000
20	2026-09-23T19:25:14.888841267Z	20010	2	1.500000	5.000000	1.000000	0.500000	3.500000	0.000000	95.000000	0.690000	0.500000	0.200000	1	0	3415.774953	1886.323481	3879243776	1957584896	1921658880	525365248	83152896	1493348352	0	0	0.000000	0.000000	0.000000	3316570.531878	0	71.974187	60237.396219	60237.396219	68.975262	68.975262	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	5.240000	5.150000
21	2026-09-23T19:25:15.88817945Z	21009	2	1.010101	3.535354	0.505051	0.505051	2.525253	0.000000	96.464646	0.690000	0.500000	0.200000	1	0	3217.129122	1866.235089	3879243776	1957580800	1921662976	525365248	83152896	1493352448	0	0	0.000000	0.000000	0.000000	2709249.002664	0	60.039735	58419.662600	58433.671872	64.042384	64.042384	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	5.240000	5.150000
22	2026-09-23T19:25:16.889101194Z	22010	2	0.505051	3.030303	0.505051	0.000000	2.525253	0.000000	96.969697	0.690000	0.500000	0.200000	1	0	3300.957108	1856.288834	3879243776	1957838848	1921404928	525107200	83152896	1493352448	0	0	0.000000	0.000000	0.000000	2713146.964152	0	63.941058	58251.302726	58251.302726	62.941979	62.941979	0.000000	0.000000	0.000000	0.000000	0.080000	0.000000	0.000000	4.650000	4.580000
23	2026-09-23T19:25:17.888733316Z	23010	2	0.505051	3.030303	0.000000	0.505051	2.525253	0.000000	96.969697	0.690000	0.500000	0.200000	1	0	3923.443651	2181.802805	3879243776	1957830656	1921413120	525107200	83152896	1493360640	0	0	0.000000	0.000000	0.000000	2438017.080575	0	60.022085	58326.461513	58326.461513	63.023190	63.023190	0.000000	0.000000	0.000000	0.000000	0.080000	0.000000	0.000000	4.650000	4.580000
24	2026-09-23T19:25:18.888605851Z	24009	2	0.505051	2.525253	0.505051	0.000000	2.020202	0.000000	97.474747	0.690000	0.500000	0.200000	1	0	3620.461457	2055.261960	3879243776	1958088704	1921155072	524849152	83152896	1493364736	0	0	0.000000	0.000000	0.000000	1806566.261323	0	40.005099	58312.432386	58312.432386	63.008031	63.008031	0.000000	0.000000	0.000000	0.000000	0.070000	0.000000	0.000000	4.170000	4.110000
25	2026-09-23T19:25:19.888180675Z	25009	2	0.000000	1.530612	0.000000	0.000000	1.530612	0.000000	98.469388	0.640000	0.490000	0.200000	1	0	2906.235667	1676.712901	3879243776	1958080512	1921163264	524849152	83152896	1493368832	0	0	0.000000	0.000000	0.000000	1803006.598740	0	44.018716	58329.800548	58329.800548	63.026798	63.026798	0.000000	0.000000	0.000000	0.000000	0.070000	0.000000	0.000000	4.170000	4.110000
26	2026-09-23T19:25:20.888860601Z	26010	2	0.505051	2.525253	0.505051	0.000000	2.020202	0.000000	97.474747	0.640000	0.490000	0.200000	1	0	3366.710714	1880.721153	3879243776	1958080512	1921163264	524849152	83152896	1493377024	0	0	0.000000	0.000000	0.000000	1805108.567691	0	43.970101	58265.380881	58265.380881	62.957191	62.957191	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000	0.000000	3.590000	3.550000
27	2026-09-23T19:25:21.888179623Z	27009	2	1.500000	3.000000	0.000000	1.000000	1.500000	0.500000	97.000000	0.640000	0.490000	0.200000	1	0	3302.248934	1879.279848	3879243776	1958064128	1921179648	524849152	83152896	1493385216	0	0	0.000000	0.000000	0.000000	1811665.800572	0	48.032712	58344.734573	58344.734573	63.042934	63.042934	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000	0.000000	3.590000	3.550000
28	2026-09-23T19:25:22.888803446Z	28010	2	0.000000	2.030457	0.000000	0.000000	2.030457	0.000000	97.969543	0.640000	0.490000	0.200000	1	0	3578.767543	1971.769998	3879243776	1958060032	1921183744	524849152	83152896	1493389312	0	0	0.000000	0.000000	0.000000	1801116.452750	0	47.970076	58268.651665	58268.651665	62.960725	62.960725	0.000000	0.000000	0.000000	0.000000	0.040000	0.000000	0.000000	3.120000	3.080000
29	2026-09-23T19:25:23.888426406Z	29009	2	0.505051	2.020202	0.505051	0.000000	1.515152	0.000000	97.979798	0.640000	0.490000	0.200000	1	0	3300.244281	1858.700780	3879243776	1958060032	1921183744	524849152	83152896	1493397504	0	0	0.000000	0.000000	0.000000	1807017.294309	0	44.016595	58326.990850	58326.990850	63.023762	63.023762	0.000000	0.000000	0.000000	0.000000	0.040000	0.000000	0.000000	3.120000	3.080000
30	2026-09-23T19:25:24.889038191Z	30010	2	1.005025	3.015075	0.502513	0.502513	2.010050	0.000000	96.984925	0.590000	0.480000	0.200000	1	0	3649.767124	2079.727652	3879243776	1958047744	1921196032	524849152	83152896	1493405696	0	0	0.000000	0.000000	0.000000	1801138.088933	0	47.970652	60222.156928	60222.156928	68.957813	68.957813	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	2.740000	2.710000
31	2026-09-23T19:25:25.888644104Z	31009	2	0.507614	2.030457	0.507614	0.000000	1.522843	0.000000	97.969543	0.590000	0.480000	0.200000	1	0	3407.342789	1958.771927	3879243776	1958047744	1921196032	524849152	83152896	1493409792	0	0	0.000000	0.000000	0.000000	1815243.363812	0	52.020501	58536.068304	58536.068304	67.026414	67.026414	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	2.740000	2.710000
32	2026-09-23T19:25:26.888158025Z	32009	2	0.505051	2.525253	0.505051	0.000000	2.020202	0.000000	97.474747	0.590000	0.480000	0.200000	1	0	3406.655911	1917.932270	3879243776	1958039552	1921204224	524849152	83152896	1493409792	0	0	0.000000	0.000000	0.000000	1815410.436520	0	48.023343	58409.391696	58423.398504	64.031124	64.031124	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	2.420000	2.400000
33	2026-09-23T19:25:27.888828302Z	33010	2	0.000000	2.030457	0.000000	0.000000	2.030457	0.000000	97.969543	0.590000	0.480000	0.200000	1	0	3419.707842	1932.704549	3879243776	1958293504	1920950272	524591104	83152896	1493417984	0	0	0.000000	0.000000	0.000000	1886991.189433	0	51.965169	58265.945560	58265.945560	62.957801	62.957801	0.000000	0.000000	0.000000	0.000000	0.030000	0.000000	0.000000	2.420000	2.400000
34	2026-09-23T19:25:28.888178543Z	34009	2	0.000000	1.020408	0.000000	0.000000	1.020408	0.000000	98.979592	0.590000	0.480000	0.200000	1	0	3104.016872	1789.162530	3879243776	1958293504	1920950272	524591104	83152896	1493422080	0	0	0.000000	0.000000	0.000000	1135329.694093	0	28.018205	58342.909005	58342.909005	63.040962	63.040962	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	2.160000	2.140000
35	2026-09-23T19:25:29.888179734Z	35009	2	0.505051	1.010101	0.000000	0.505051	0.505051	0.000000	98.989899	0.540000	0.470000	0.200000	1	0	3405.995937	1934.997692	3879243776	1958281216	1920962560	524591104	83152896	1493426176	0	0	0.000000	0.000000	0.000000	569343.320773	0	23.999971	58304.930442	58304.930442	62.999925	62.999925	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	2.160000	2.140000
36	2026-09-23T19:25:30.88910015Z	36010	2	0.505051	0.505051	0.505051	0.000000	0.000000	0.000000	99.494949	0.540000	0.470000	0.200000	1	0	3338.926795	1939.215113	3879243776	1958281216	1920962560	524591104	83152896	1493426176	0	0	0.000000	0.000000	0.000000	175966.037867	0	3.996322	58251.384435	58251.384435	62.942067	62.942067	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	1.770000	1.750000
37	2026-09-23T19:25:31.888180224Z	37009	2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.540000	0.470000	0.200000	1	0	3204.948322	1814.669365	3879243776	1958531072	1920712704	524333056	83152896	1493434368	0	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	58434.755768	58448.768659	64.058930	64.058930	0.000000	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	1.770000	1.750000
