sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-24T20:20:05.528839004Z	0	isuconquest.go.service	1	0.000000	0.000000	0.000000	0.000000	1822720	0.046986	1982464	0.000000	0.000000	4
0	2026-09-24T20:20:05.528839004Z	0	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
0	2026-09-24T20:20:05.528839004Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	661098496	17.041943	661307392	0.000000	0.000000	42
1	2026-09-24T20:20:06.540260023Z	1011	isuconquest.go.service	1	0.644440	0.322220	0.644440	0.000000	2285568	0.058918	2400256	0.000000	0.000000	5
1	2026-09-24T20:20:06.540260023Z	1011	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
1	2026-09-24T20:20:06.540260023Z	1011	mysql.service	1	2.716871	1.358435	1.553062	1.163808	665690112	17.160306	665796608	113392.937111	0.000000	44
2	2026-09-24T20:20:07.540595496Z	2011	isuconquest.go.service	1	1.115126	0.557563	1.115126	0.000000	2510848	0.064725	2670592	0.000000	0.000000	5
2	2026-09-24T20:20:07.540595496Z	2011	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
2	2026-09-24T20:20:07.540595496Z	2011	mysql.service	1	0.997665	0.498833	0.496933	0.500632	665726976	17.161257	665821184	0.000000	0.000000	44
3	2026-09-24T20:20:08.540278486Z	3011	isuconquest.go.service	1	1.015422	0.507711	1.015422	0.000000	2772992	0.071483	2957312	0.000000	0.000000	5
3	2026-09-24T20:20:08.540278486Z	3011	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
3	2026-09-24T20:20:08.540278486Z	3011	mysql.service	1	0.938197	0.469099	0.670613	0.267685	665726976	17.161257	665858048	0.000000	0.000000	44
4	2026-09-24T20:20:09.540596307Z	4011	isuconquest.go.service	1	1.084455	0.542228	1.084455	0.000000	3141632	0.080986	3235840	0.000000	0.000000	5
4	2026-09-24T20:20:09.540596307Z	4011	nginx.service	0	0.000000	0.000000	0.000000	0.000000	0	0.000000	0	0.000000	0.000000	0
