sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T20:20:05.831900863Z	0	26	10000	1	2	0	1	0.000	11	0.000	11	0.000	4	0.000	0	0.000	0	0.000	0	0.000	1577	0.000	741	0.000	65536	51595	0	28494	0.000	13787	0.000	0.000	0	0	0.000	0	0.000	0	0.000	1	0.000	0	0.000	0.000	0	0.000	1	0	0.000
1	2026-09-24T20:20:06.833993016Z	1002	26	10000	3	2	0	3	1.996	13	1.996	35	23.950	24	19.958	0	0.000	0	0.000	0	0.000	25206	23579.668	30624	29820.611	65536	51588	0	29063	567.812	13793	5.987	98.946	0	0	0.000	0	0.000	0	0.000	3	1.996	0	0.000	0.000	0	0.000	3	0	0.000
2	2026-09-24T20:20:07.834699435Z	2002	26	10000	3	2	0	3	0.000	13	0.000	57	21.984	45	20.985	0	0.000	0	0.000	0	0.000	50074	24850.445	61861	31214.949	65536	51588	0	29063	0.000	13793	0.000	0.000	0	0	0.000	0	0.000	0	0.000	4	0.999	0	0.000	0.000	0	0.000	3	0	0.000
3	2026-09-24T20:20:08.833748657Z	3001	26	10000	3	2	0	3	0.000	13	0.000	79	22.021	66	21.020	0	0.000	0	0.000	0	0.000	74942	24891.666	93098	31266.728	65536	51588	0	29063	0.000	13793	0.000	0.000	0	0	0.000	0	0.000	0	0.000	5	1.001	0	0.000	0.000	0	0.000	3	0	0.000
4	2026-09-24T20:20:09.833816662Z	4001	26	10000	3	2	0	3	0.000	13	0.000	101	21.999	87	20.999	0	0.000	0	0.000	0	0.000	99810	24866.309	124335	31234.876	65536	51588	0	29063	0.000	13793	0.000	0.000	0	0	0.000	0	0.000	0	0.000	6	1.000	0	0.000	0.000	0	0.000	3	0	0.000
5	2026-09-24T20:20:10.833859801Z	5001	26	10000	3	2	0	3	0.000	13	0.000	123	21.999	108	20.999	0	0.000	0	0.000	0	0.000	124678	24866.927	155574	31237.652	65536	51588	0	29063	0.000	13793	0.000	0.000	0	0	0.000	0	0.000	0	0.000	7	1.000	0	0.000	0.000	0	0.000	3	0	0.000
6	2026-09-24T20:20:11.83409728Z	6002	26	10000	4	3	0	4	1.000	14	1.000	159	35.991	132	23.994	0	0.000	0	0.000	0	0.000	150308	25623.915	187279	31697.473	65536	51576	127	35368	6303.503	13800	6.998	99.889	0	0	0.000	0	0.000	0	0.000	8	1.000	0	0.000	0.000	0	0.000	4	0	0.000
7	2026-09-24T20:20:12.834715252Z	7002	26	10000	4	3	0	4	0.000	15	0.999	248	88.945	154	21.986	2	1.999	0	0.000	0	0.000	218975	68624.592	219553	32254.068	65536	51310	705	67820	32431.958	13813	12.992	99.960	0	0	0.000	0	0.000	0	0.000	9	0.999	0	0.000	0.000	0	0.000	4	0	0.000
8	2026-09-24T20:20:13.834603449Z	8002	26	10000	4	2	0	4	0.000	15	0.000	307	59.007	175	21.002	12	10.001	0	0.000	0	0.000	3518853	3300246.954	251636	32086.587	65536	50891	1132	376041	308255.462	13815	2.000	99.999	0	0	0.000	0	0.000	0	0.000	10	1.000	0	0.000	0.000	0	0.000	4	0	0.000
9	2026-09-24T20:20:14.834292293Z	9002	26	10000	4	3	0	4	0.000	15	0.000	334	27.008	196	21.007	16	4.001	0	0.000	0	0.000	8696938	5179696.678	283108	31481.796	65536	50463	1007	797667	421757.231	13815	0.000	100.000	0	0	0.000	0	0.000	0	0.000	11	1.000	0	0.000	0.000	0	0.000	4	0	0.000
