sample	timestamp	elapsed_ms	status_rows	max_connections	threads_connected	threads_running	threads_cached	threads_created_total	threads_created_per_sec	connections_total	connections_per_sec	questions_total	questions_per_sec	com_select_total	com_select_per_sec	com_insert_total	com_insert_per_sec	com_update_total	com_update_per_sec	com_delete_total	com_delete_per_sec	bytes_received_total	bytes_received_per_sec	bytes_sent_total	bytes_sent_per_sec	buffer_pool_pages_total	buffer_pool_pages_free	buffer_pool_pages_dirty	buffer_pool_read_requests_total	buffer_pool_read_requests_per_sec	buffer_pool_reads_total	buffer_pool_reads_per_sec	buffer_pool_hit_pct	row_lock_current_waits	row_lock_waits_total	row_lock_waits_per_sec	row_lock_time_ms_total	row_lock_time_ms_per_sec	innodb_log_waits_total	innodb_log_waits_per_sec	created_tmp_tables_total	created_tmp_tables_per_sec	created_tmp_disk_tables_total	created_tmp_disk_tables_per_sec	tmp_disk_ratio_pct	aborted_connects_total	aborted_connects_per_sec	max_used_connections	connection_errors_max_connections_total	connection_errors_max_connections_per_sec
0	2026-09-24T20:16:27.889247618Z	0	26	10000	3	2	24	27	0.000	4439	0.000	120243	0.000	40311	0.000	19186	0.000	16259	0.000	3	0.000	896760627	0.000	84925617	0.000	65536	8294	8793	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	348	0.000	0	0.000	0.000	1	0.000	27	0	0.000
1	2026-09-24T20:16:28.891435769Z	1002	26	10000	3	2	24	27	0.000	4439	0.000	120265	21.952	40332	20.954	19186	0.000	16259	0.000	3	0.000	896785495	24813.704	84956888	31202.724	65536	8294	8593	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	349	0.998	0	0.000	0.000	1	0.000	27	0	0.000
2	2026-09-24T20:16:29.890439042Z	2001	26	10000	3	2	24	27	0.000	4439	0.000	120287	22.022	40353	21.021	19186	0.000	16259	0.000	3	0.000	896810363	24892.810	84988159	31302.198	65536	8294	8393	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	350	1.001	0	0.000	0.000	1	0.000	27	0	0.000
3	2026-09-24T20:16:30.890510559Z	3001	26	10000	3	2	24	27	0.000	4439	0.000	120309	21.998	40374	20.998	19186	0.000	16259	0.000	3	0.000	896835231	24866.224	85019430	31268.766	65536	8294	8193	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	351	1.000	0	0.000	0.000	1	0.000	27	0	0.000
4	2026-09-24T20:16:31.890675711Z	4001	26	10000	3	2	24	27	0.000	4439	0.000	120331	21.996	40395	20.997	19186	0.000	16259	0.000	3	0.000	896860099	24863.894	85050701	31265.836	65536	8294	7993	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	352	1.000	0	0.000	0.000	1	0.000	27	0	0.000
5	2026-09-24T20:16:32.89088944Z	5001	26	10000	3	2	24	27	0.000	4439	0.000	120353	21.995	40416	20.996	19186	0.000	16259	0.000	3	0.000	896884967	24862.684	85081972	31264.316	65536	8294	7793	62001167	0.000	16508	0.000	0.000	0	0	0.000	0	0.000	0	0.000	353	1.000	0	0.000	0.000	1	0.000	27	0	0.000
6	2026-09-24T20:16:33.89046987Z	6001	26	10000	4	3	23	27	0.000	4440	1.000	120398	45.019	40440	24.010	19186	0.000	16259	0.000	3	0.000	896911012	26055.934	85113806	31847.364	65536	8286	7809	62020184	19024.983	16514	6.003	99.968	0	0	0.000	0	0.000	0	0.000	354	1.000	0	0.000	0.000	1	0.000	27	0	0.000
7	2026-09-24T20:16:34.890841359Z	7001	26	10000	4	3	23	27	0.000	4441	1.000	120509	110.959	40462	21.992	19195	8.997	16259	0.000	3	0.000	898192811	1281323.006	85146637	32818.808	65536	8217	8109	62069986	49783.506	16526	11.996	99.976	0	0	0.000	0	0.000	0	0.000	355	1.000	0	0.000	0.000	1	0.000	27	0	0.000
8	2026-09-24T20:16:35.89082672Z	8001	26	10000	4	3	23	27	0.000	4441	0.000	120534	25.000	40483	21.000	19199	4.000	16259	0.000	3	0.000	901309133	3116367.624	85178076	31439.460	65536	7864	7740	62408096	338114.950	16526	0.000	100.000	0	0	0.000	0	0.000	0	0.000	356	1.000	0	0.000	0.000	1	0.000	27	0	0.000
9	2026-09-24T20:16:36.890999822Z	9001	26	10000	4	3	23	27	0.000	4441	0.000	120560	25.996	40504	20.996	19203	3.999	16259	0.000	3	0.000	905456709	4146858.179	85209571	31489.549	65536	7812	7273	62865849	457673.777	16526	0.000	100.000	0	0	0.000	0	0.000	0	0.000	357	1.000	0	0.000	0.000	1	0.000	27	0	0.000
