schema_name	digest	count	sum_time_sec	max_time_sec	sum_lock_sec	avg_lock_sec	rows_examined	rows_sent	rows_affected	no_index_used	no_good_index_used	tmp_disk_tables	tmp_tables	sort_merge_passes	errors	digest_text
isucon	edc22218b59e311e51a9dec6b23f12152464814bccaa5ca2637fa4c5d1ac414a	3515	153.772377	0.566283	0.143303	0.000040769	75881	0	75881	0	0	0	0	0	0	UPDATE `user_presents` SET `deleted_at` = ? , `updated_at` = ? WHERE `id` IN (...)
isucon	840a880ebd1642e8a0c4926cfbaf7d4da9616b03025a080fafd43a732800fab5	48229	141.712909	0.145474	0.508917	0.000010552	48230	48230	0	0	0	0	0	0	0	SELECT * FROM `users` WHERE `id` = ?
isucon	7d793f865f031e7f4edcd3b09a11dccbad3b403cf39e4bd5af26cf6b3249935f	36870	93.93229	0.120816	0.442301	0.000011996	33245	33245	0	0	0	0	0	0	0	SELECT * FROM `user_items` WHERE `user_id` = ? AND `item_id` = ?
isucon	404f7a56937d46244812c2d9ab477ef25aa3fc5ed8997a8a2f7d355e825afc35	37190	85.480326	0.122257	0.338252	0.000009095	37190	0	37191	0	0	0	0	0	0	UPDATE `users` SET `isu_coin` = ? WHERE `id` = ?
isucon	f0560ca6cc3324c4f56d7eefba8f48702276321b9e2a7f6a06b9876791d0d04b	45778	78.6426	0.085376	0.497785	0.000010874	45780	45780	0	0	0	0	0	0	0	SELECT * FROM `item_masters` WHERE `id` = ? AND `item_type` = ?
isucon	f993638bed2994495aa6479ba49f8435b2e430c407dd3d2dcc3636e6e27cecdd	4177	67.301867	0.228721	0.070397	0.000016853	0	0	58498	0	0	0	0	0	0	INSERT INTO `user_presents` ( `id` , `user_id` , `sent_at` , `item_type` , `item_id` , `amount` , `present_message` , `created_at` , `updated_at` ) VALUES (...) /* , ... */
isucon	12e2550755ec3ef40fd598346f9ef08d4ba2017b190bd8487fc2d50dfa92a33f	33960	64.757276	0.148979	0.384905	0.000011334	33960	0	33960	0	0	0	0	0	0	UPDATE `user_items` SET `amount` = ? , `updated_at` = ? WHERE `id` = ?
isucon	b0c15263e77100c8f55f0401277d8c308024d75f67e60349526e5fc37e7364b5	19512	55.475086	0.09911	0.36772	0.000018846	19511	19511	0	0	0	0	0	0	0	SELECT * FROM `user_sessions` WHERE `session_id` = ? AND `deleted_at` IS NULL
isucon	cddc9b5bd1cc10a518585f6e852ef97a7d62eacd93bbf132d06c12f29cccc578	3515	54.738233	0.210836	0.167231	0.000047576	75881	75881	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `id` IN (...) AND `deleted_at` IS NULL
isucon	1f9b497f54fd17ca424f9a1946a1825bcf63007f16af8c626eb30543adaf111f	10945	44.068335	0.0872	0.189339	0.000017299	623846	311923	0	0	0	0	0	0	0	SELECT * FROM `gacha_item_masters` WHERE `gacha_id` = ? ORDER BY `id` ASC
isucon	bdaf55b43553adc1dbb29eb5fc0b341b92391a34e04c7447c68cfdfd1ff1aed5	3530	43.004947	0.181448	0.171288	0.000048524	76125	76125	0	0	0	0	0	0	0	SELECT * FROM `user_presents` WHERE `user_id` = ? AND `deleted_at` IS NULL ORDER BY `created_at` DESC , `id` LIMIT ? OFFSET ?
