sample	timestamp	elapsed_ms	service	available	cpu_pct	cpu_host_pct	cpu_user_pct	cpu_system_pct	memory_current_bytes	memory_pct_of_host	memory_peak_bytes	io_read_bytes_per_sec	io_write_bytes_per_sec	tasks_current
0	2026-09-24T16:56:00.123780656Z	0	isuconquest.go.service	1	0.000000	0.000000	0.000000	0.000000	35282944	0.909531	40583168	0.000000	0.000000	4
0	2026-09-24T16:56:00.123780656Z	0	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
0	2026-09-24T16:56:00.123780656Z	0	mysql.service	1	0.000000	0.000000	0.000000	0.000000	1681936384	43.357326	2189373440	0.000000	0.000000	43
1	2026-09-24T16:56:01.134190811Z	1010	isuconquest.go.service	1	0.807296	0.403648	0.414683	0.392712	35860480	0.924419	40583168	0.000000	0.000000	6
1	2026-09-24T16:56:01.134190811Z	1010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
1	2026-09-24T16:56:01.134190811Z	1010	mysql.service	1	1.472669	0.736335	1.321246	0.151424	1681960960	43.357960	2189373440	0.000000	4868613.042021	43
2	2026-09-24T16:56:02.134234618Z	2010	isuconquest.go.service	1	1.140250	0.570125	0.474879	0.665371	36065280	0.929699	40583168	0.000000	0.000000	6
2	2026-09-24T16:56:02.134234618Z	2010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
2	2026-09-24T16:56:02.134234618Z	2010	mysql.service	1	1.305843	0.652921	1.244145	0.061597	1681960960	43.357960	2189373440	0.000000	4919080.509840	43
3	2026-09-24T16:56:03.134235026Z	3010	isuconquest.go.service	1	1.119600	0.559800	1.013800	0.105800	36306944	0.935928	40583168	0.000000	0.000000	6
3	2026-09-24T16:56:03.134235026Z	3010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
3	2026-09-24T16:56:03.134235026Z	3010	mysql.service	1	1.180700	0.590350	1.180700	0.000000	1681960960	43.357960	2189373440	0.000000	4395006.198047	43
4	2026-09-24T16:56:04.135030211Z	4011	isuconquest.go.service	1	1.101924	0.550962	0.720827	0.380997	36560896	0.942475	40583168	0.000000	0.000000	6
4	2026-09-24T16:56:04.135030211Z	4011	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
4	2026-09-24T16:56:04.135030211Z	4011	mysql.service	1	1.119510	0.559755	1.041971	0.077638	1681960960	43.357960	2189373440	0.000000	4096838.247484	43
5	2026-09-24T16:56:05.134232945Z	5010	isuconquest.go.service	1	1.025618	0.512809	0.657024	0.368694	36810752	0.948916	40583168	0.000000	0.000000	6
5	2026-09-24T16:56:05.134232945Z	5010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
5	2026-09-24T16:56:05.134232945Z	5010	mysql.service	1	1.164528	0.582264	0.680743	0.483686	1681960960	43.357960	2189373440	0.000000	4103367.483587	43
6	2026-09-24T16:56:06.134234791Z	6010	isuconquest.go.service	1	1.276797	0.638399	0.810598	0.466099	37621760	0.969822	40583168	0.000000	0.000000	6
6	2026-09-24T16:56:06.134234791Z	6010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
6	2026-09-24T16:56:06.134234791Z	6010	mysql.service	1	1.132698	0.566349	0.966998	0.165800	1681960960	43.357960	2189373440	0.000000	4100087.209413	43
7	2026-09-24T16:56:07.134234466Z	7010	isuconquest.go.service	1	1.143001	0.571500	0.695200	0.447900	37793792	0.974257	40583168	0.000000	0.000000	6
7	2026-09-24T16:56:07.134234466Z	7010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
7	2026-09-24T16:56:07.134234466Z	7010	mysql.service	1	1.168101	0.584050	0.619400	0.548700	1681960960	43.357960	2189373440	0.000000	3772418.342672	43
8	2026-09-24T16:56:08.13423332Z	8010	isuconquest.go.service	1	1.106401	0.553201	0.723901	0.382400	38002688	0.979642	40583168	0.000000	0.000000	6
8	2026-09-24T16:56:08.13423332Z	8010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
8	2026-09-24T16:56:08.13423332Z	8010	mysql.service	1	1.210501	0.605251	0.785001	0.425400	1681960960	43.357960	2189373440	0.000000	3280899.773035	43
9	2026-09-24T16:56:09.134671137Z	9010	isuconquest.go.service	1	1.129205	0.564603	1.076528	0.052777	38031360	0.980381	40583168	0.000000	0.000000	6
9	2026-09-24T16:56:09.134671137Z	9010	nginx.service	1	0.000000	0.000000	0.000000	0.000000	5877760	0.151518	9048064	0.000000	0.000000	3
9	2026-09-24T16:56:09.134671137Z	9010	mysql.service	1	1.247554	0.623777	0.126345	1.121309	1681960960	43.357960	2189373440	0.000000	3279459.481966	43
