+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
| COUNT | METHOD |                 URI                  | 2XX  | 3XX | 4XX | 5XX |  MAX   |  AVG   |   SUM    |  P90   |  P99   |  SUM(BODY)   | AVG(BODY)  |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
| 3518  | POST   | ^/user/[^/]+/present/receive$        | 3475 | 0   | 43  | 0   | 1.311  | 0.352  | 1238.213 | 0.754  | 1.035  | 16993076.000 | 4830.323   |
| 2729  | POST   | ^/user/[^/]+/gacha/draw/[^/]+/[^/]+$ | 2705 | 0   | 24  | 0   | 0.943  | 0.164  | 447.722  | 0.414  | 0.663  | 5626282.000  | 2061.664   |
| 2646  | POST   | /login                               | 2051 | 0   | 595 | 0   | 0.726  | 0.128  | 339.958  | 0.291  | 0.451  | 3179426.000  | 1201.597   |
| 2752  | GET    | ^/user/[^/]+/gacha/index$            | 2728 | 0   | 24  | 0   | 0.764  | 0.122  | 335.497  | 0.317  | 0.554  | 23643306.000 | 8591.318   |
| 2820  | GET    | ^/user/[^/]+/home$                   | 2805 | 0   | 15  | 0   | 0.709  | 0.076  | 215.513  | 0.205  | 0.384  | 1090779.000  | 386.801    |
| 3534  | GET    | ^/user/[^/]+/present/index/[^/]+$    | 3519 | 0   | 15  | 0   | 0.452  | 0.058  | 203.860  | 0.150  | 0.303  | 15325832.000 | 4336.681   |
| 2037  | POST   | ^/user/[^/]+/reward$                 | 2019 | 0   | 18  | 0   | 0.694  | 0.099  | 201.522  | 0.266  | 0.458  | 434869.000   | 213.485    |
| 769   | POST   | /user                                | 769  | 0   | 0   | 0   | 0.622  | 0.193  | 148.302  | 0.387  | 0.541  | 5573004.000  | 7247.079   |
| 715   | POST   | ^/user/[^/]+/card/addexp/[^/]+$      | 712  | 0   | 3   | 0   | 0.700  | 0.121  | 86.584   | 0.306  | 0.526  | 236489.000   | 330.754    |
| 725   | GET    | ^/user/[^/]+/item$                   | 715  | 0   | 10  | 0   | 0.510  | 0.092  | 66.952   | 0.247  | 0.390  | 1091417.000  | 1505.403   |
| 712   | POST   | ^/user/[^/]+/card$                   | 711  | 0   | 1   | 0   | 0.505  | 0.081  | 57.967   | 0.218  | 0.389  | 150016.000   | 210.697    |
| 1     | POST   | /initialize                          | 1    | 0   | 0   | 0   | 22.073 | 22.073 | 22.073   | 22.073 | 22.073 | 18.000       | 18.000     |
| 4     | POST   | /admin/login                         | 2    | 0   | 2   | 0   | 0.163  | 0.073  | 0.293    | 0.163  | 0.163  | 433.000      | 108.250    |
| 1     | GET    | ^/admin/user/[^/]+$                  | 1    | 0   | 0   | 0   | 0.084  | 0.084  | 0.084    | 0.084  | 0.084  | 39623.000    | 39623.000  |
| 1     | PUT    | /admin/master                        | 1    | 0   | 0   | 0   | 0.011  | 0.011  | 0.011    | 0.011  | 0.011  | 58.000       | 58.000     |
| 1     | GET    | /admin/master                        | 1    | 0   | 0   | 0   | 0.004  | 0.004  | 0.004    | 0.004  | 0.004  | 118563.000   | 118563.000 |
| 1     | DELETE | /admin/logout                        | 1    | 0   | 0   | 0   | 0.004  | 0.004  | 0.004    | 0.004  | 0.004  | 0.000        | 0.000      |
| 1     | POST   | ^/admin/user/[^/]+/ban$              | 1    | 0   | 0   | 0   | 0.001  | 0.001  | 0.001    | 0.001  | 0.001  | 179.000      | 179.000    |
+-------+--------+--------------------------------------+------+-----+-----+-----+--------+--------+----------+--------+--------+--------------+------------+
